Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Todd Gurley,RB,LAR,0.0,0.0,0.0,77.1,0.8,4.0,45.0,0.4
Alvin Kamara,RB,NO,0.0,0.0,0.0,55.5,0.8,4.9,55.1,0.4
James Conner,RB,PIT,0.0,0.0,0.0,91.0,0.7,2.3,19.5,0.1
Ezekiel Elliott,RB,DAL,0.0,0.0,0.0,92.6,0.5,2.4,24.2,0.1
Melvin Gordon,RB,LAC,0.0,0.0,0.0,74.2,0.5,3.7,32.6,0.1
Saquon Barkley,RB,NYG,0.0,0.0,0.0,79.3,0.6,4.1,28.0,0.1
David Johnson,RB,ARI,0.0,0.0,0.0,52.6,0.4,4.7,47.5,0.2
Tevin Coleman,RB,ATL,0.0,0.0,0.0,58.8,0.6,2.1,26.5,0.3
Dalvin Cook,RB,MIN,0.0,0.0,0.0,64.0,0.4,4.0,30.9,0.1
Adrian Peterson,RB,WAS,0.0,0.0,0.0,52.6,0.7,1.3,20.6,0.1
Christian McCaffrey,RB,CAR,0.0,0.0,0.0,40.2,0.2,5.4,44.4,0.3
LeSean McCoy,RB,BUF,0.0,0.0,0.0,60.8,0.3,3.1,20.6,0.1
T.J. Yeldon,RB,JAX,0.0,0.0,0.0,64.7,0.3,3.0,21.9,0.1
Isaiah Crowell,RB,NYJ,0.0,0.0,0.0,67.6,0.5,1.9,11.9,0.0
Jay Ajayi,RB,PHI,0.0,0.0,0.0,79.3,0.4,1.5,10.7,0.0
Jordan Howard,RB,CHI,0.0,0.0,0.0,60.7,0.4,2.0,14.1,0.0
Alex Collins,RB,BAL,0.0,0.0,0.0,66.2,0.4,1.5,10.9,0.0
Royce Freeman,RB,DEN,0.0,0.0,0.0,56.4,0.4,2.0,15.9,0.1
Chris Thompson,RB,WAS,0.0,0.0,0.0,18.2,0.2,3.7,42.9,0.4
Jamaal Williams,RB,GB,0.0,0.0,0.0,50.8,0.3,1.2,12.6,0.1
Matt Breida,RB,SF,0.0,0.0,0.0,46.2,0.4,1.9,14.9,0.1
Kenyan Drake,RB,MIA,0.0,0.0,0.0,47.6,0.4,2.6,19.9,0.1
Corey Clement,RB,PHI,0.0,0.0,0.0,37.0,0.3,1.8,21.1,0.2
Bilal Powell,RB,NYJ,0.0,0.0,0.0,55.8,0.3,2.1,14.4,0.0
Lamar Miller,RB,HOU,0.0,0.0,0.0,53.9,0.2,2.2,18.9,0.1
