Player,Bye,Proj,Actual,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,Made,Miss,POS
No new player Notes Greg Zuerlein LAR - K Final (W) 30-16 @ Det,12,75,75,0.0,0.0,0.6,0.0,0.7,0.0,0.7,0.1,0.4,0.1,0.0,0.0,0.6,0.0,0.7,0.0,0.7,0.1,0.4,0.1,3.4,0.1,K
No new player Notes Harrison Butker KC - K Final (W) 40-33 @ Oak,12,82,82,0.0,0.0,0.7,0.0,0.7,0.1,0.7,0.1,0.3,0.1,0.0,0.0,0.7,0.0,0.7,0.1,0.7,0.1,0.3,0.1,3.1,0.1,K
No new player Notes Justin Tucker Bal - K Final (W) 26-16 @ Atl,10,88,88,0.0,0.0,0.6,0.0,0.5,0.0,0.8,0.1,0.4,0.1,0.0,0.0,0.6,0.0,0.5,0.0,0.8,0.1,0.4,0.1,2.6,0.0,K
No new player Notes Stephen Gostkowski NE - K Final (W) 24-10 vs Min,11,91,91,0.1,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.3,0.1,0.1,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.3,0.1,3.4,0.1,K
No new player Notes Wil Lutz NO - K Final (L) 13-10 @ Dal,6,98,98,0.0,0.0,0.5,0.0,0.6,0.1,0.8,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.8,0.1,0.2,0.1,3.3,0.1,K
No new player Notes Matt Bryant Atl - K Final (L) 26-16 vs Bal,8,99,99,0.0,0.0,0.6,0.0,0.6,0.0,0.8,0.1,0.3,0.1,0.0,0.0,0.6,0.0,0.6,0.0,0.8,0.1,0.3,0.1,2.5,0.1,K
No new player Notes Sebastian Janikowski Sea - K Questionable Final (W) 43-16 vs SF,7,104,104,0.0,0.0,0.5,0.0,0.5,0.0,0.7,0.1,0.3,0.2,0.0,0.0,0.5,0.0,0.5,0.0,0.7,0.1,0.3,0.2,3.0,0.2,K
No new player Notes Chris Boswell Pit - K IR Final (L) 33-30 vs LAC,7,107,107,0.0,0.0,0.5,0.0,0.5,0.1,0.7,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.5,0.1,0.7,0.1,0.2,0.1,2.9,0.1,K
No new player Notes Jake Elliott Phi - K Final (W) 28-13 vs Was,9,116,116,0.0,0.0,0.4,0.0,0.8,0.0,0.5,0.1,0.3,0.1,0.0,0.0,0.4,0.0,0.8,0.0,0.5,0.1,0.3,0.1,2.9,0.1,K
No new player Notes Michael Badgley LAC - K Final (W) 33-30 @ Pit,8,120,120,0.0,0.0,0.5,0.0,0.6,0.1,0.6,0.2,0.2,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.6,0.2,0.2,0.1,3.1,0.2,K
No new player Notes Ka'imi Fairbairn Hou - K Final (W) 29-13 vs Cle,10,121,121,0.0,0.0,0.5,0.0,0.6,0.1,0.6,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.6,0.1,0.2,0.1,2.9,0.1,K
No new player Notes Graham Gano Car - K IR Final (L) 24-17 @ TB,4,124,124,0.1,0.0,0.5,0.0,0.6,0.0,0.7,0.1,0.1,0.1,0.1,0.0,0.5,0.0,0.6,0.0,0.7,0.1,0.1,0.1,2.8,0.2,K
No new player Notes Brandon McManus Den - K Final (W) 24-10 @ Cin,10,127,127,0.0,0.0,0.5,0.0,0.5,0.0,0.7,0.1,0.3,0.1,0.0,0.0,0.5,0.0,0.5,0.0,0.7,0.1,0.3,0.1,2.2,0.1,K
No new player Notes Ryan Succop Ten - K Final (W) 26-22 vs NYJ,8,132,132,0.1,0.0,0.6,0.0,0.7,0.0,0.6,0.2,0.1,0.1,0.1,0.0,0.6,0.0,0.7,0.0,0.6,0.2,0.1,0.1,2.3,0.1,K
Player Note Adam Vinatieri Ind - K Final (L) 6-0 @ Jax,9,133,133,0.0,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.2,0.2,0.0,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.2,0.2,2.2,0.1,K
No new player Notes Matt Prater Det - K Final (L) 30-16 vs LAR,6,137,137,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.1,0.3,0.1,0.0,0.0,0.5,0.0,0.5,0.0,0.5,0.1,0.3,0.1,2.4,0.1,K
No new player Notes Mason Crosby GB - K Final (L) 20-17 vs Ari,7,138,138,0.0,0.0,0.5,0.0,0.6,0.1,0.5,0.1,0.1,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.5,0.1,0.1,0.1,3.1,0.1,K
No new player Notes Josh Lambo Jax - K IR Final (W) 6-0 vs Ind,9,154,154,0.0,0.0,0.5,0.0,0.6,0.0,0.6,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.6,0.0,0.6,0.1,0.2,0.1,2.0,0.1,K
Player Note Cody Parkey Chi - K Final (L) 30-27 @ NYG,5,159,159,0.1,0.0,0.4,0.0,0.6,0.1,0.6,0.1,0.1,0.1,0.1,0.0,0.4,0.0,0.6,0.1,0.6,0.1,0.1,0.1,2.5,0.1,K
No new player Notes Aldrick Rosas NYG - K Final (W) 30-27 vs Chi,9,164,164,0.0,0.0,0.5,0.0,0.5,0.0,0.6,0.2,0.2,0.1,0.0,0.0,0.5,0.0,0.5,0.0,0.6,0.2,0.2,0.1,1.9,0.2,K
No new player Notes Jason Sanders Mia - K Final (W) 21-17 vs Buf,11,168,168,0.0,0.0,0.4,0.0,0.6,0.1,0.6,0.1,0.1,0.1,0.0,0.0,0.4,0.0,0.6,0.1,0.6,0.1,0.1,0.1,2.2,0.1,K
No new player Notes Brett Maher Dal - K Final (W) 13-10 vs NO,8,175,175,0.2,0.0,0.3,0.0,0.6,0.0,0.4,0.1,0.2,0.1,0.2,0.0,0.3,0.0,0.6,0.0,0.4,0.1,0.2,0.1,2.1,0.1,K
No new player Notes Stephen Hauschka Buf - K Final (L) 21-17 @ Mia,11,178,178,0.0,0.0,0.4,0.0,0.5,0.0,0.7,0.1,0.2,0.1,0.0,0.0,0.4,0.0,0.5,0.0,0.7,0.1,0.2,0.1,1.7,0.1,K
No new player Notes Robbie Gould SF - K Final (L) 43-16 @ Sea,11,195,195,0.0,0.0,0.5,0.0,0.5,0.1,0.5,0.1,0.1,0.1,0.0,0.0,0.5,0.0,0.5,0.1,0.5,0.1,0.1,0.1,2.2,0.1,K
No new player Notes Dustin Hopkins Was - K Final (L) 28-13 @ Phi,4,210,210,0.0,0.0,0.4,0.0,0.5,0.0,0.6,0.2,0.1,0.1,0.0,0.0,0.4,0.0,0.5,0.0,0.6,0.2,0.1,0.1,2.1,0.1,K
No new player Notes Randy Bullock Cin - K Final (L) 24-10 vs Den,9,212,212,0.1,0.0,0.3,0.0,0.5,0.1,0.5,0.2,0.1,0.1,0.1,0.0,0.3,0.0,0.5,0.1,0.5,0.2,0.1,0.1,2.4,0.1,K
No new player Notes Dan Bailey Min - K Final (L) 24-10 @ NE,10,215,215,0.3,0.0,0.4,0.0,0.7,0.0,0.2,0.1,0.1,0.1,0.3,0.0,0.4,0.0,0.7,0.0,0.2,0.1,0.1,0.1,2.2,0.0,K
No new player Notes Daniel Carlson Oak - K Final (L) 40-33 vs KC,7,228,228,0.0,0.0,0.4,0.0,0.6,0.1,0.3,0.1,0.1,0.2,0.0,0.0,0.4,0.0,0.6,0.1,0.3,0.1,0.1,0.2,2.3,0.1,K
No new player Notes Cairo Santos TB - K Final (W) 24-17 vs Car,5,245,245,0.0,0.0,0.4,0.0,0.7,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.7,0.0,0.4,0.0,0.0,0.0,2.2,0.4,K
No new player Notes Jason Myers NYJ - K Final (L) 26-22 @ Ten,11,246,246,0.2,0.0,0.4,0.0,0.4,0.1,0.5,0.1,0.2,0.1,0.2,0.0,0.4,0.0,0.4,0.1,0.5,0.1,0.2,0.1,1.6,0.0,K
No new player Notes Greg Joseph Cle - K Final (L) 29-13 @ Hou,11,248,248,0.2,0.0,0.6,0.0,0.7,0.2,0.1,0.3,0.0,0.1,0.2,0.0,0.6,0.0,0.7,0.2,0.1,0.3,0.0,0.1,2.3,0.0,K
No new player Notes Zane Gonzalez Ari - K Final (W) 20-17 @ GB,9,309,309,0.1,0.0,0.3,0.0,0.4,0.1,0.4,0.1,0.2,0.1,0.1,0.0,0.3,0.0,0.4,0.1,0.4,0.1,0.2,0.1,1.6,0.2,K
Player Note Sam Ficken Sea - K Final (W) 43-16 vs SF,7,1638,1638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Matt McCrane Pit - K Final (L) 33-30 vs LAC,7,1642,1642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Tyler Davis Buf - K Inactive Final (L) 21-17 @ Mia,11,1645,1645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Eddy Pineiro Oak - K IR Final (L) 40-33 vs KC,7,1644,1644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes David Marvin Atl - K Inactive Final (L) 26-16 vs Bal,8,1643,1643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Trevor Moore TB - K Inactive Final (W) 24-17 vs Car,5,1641,1641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Chandler Catanzaro Car - K Final (L) 24-17 @ TB,4,1648,1648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Kai Forbath Jax - K Final (W) 6-0 vs Ind,9,1633,1633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
No new player Notes Blair Walsh Sea - K Inactive Final (W) 43-16 vs SF,7,1637,1637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,K
