Player,Int,Sty,Sack,TK,DFR,FF,DTD,Pa,PaNetA,RuYdA,TyDa,FPTS,POS
"Ravens, BAL",1.6,0.0,3.6,35.5,1.0,1.4,0.38,12.9,177.0,89.0,266,19,DST
"Eagles, PHI",1.3,0.0,2.1,40.1,1.1,1.5,0.31,13.1,176.0,91.0,267,16,DST
"Jaguars, JAC",1.6,0.0,3.0,40.6,1.0,1.4,0.38,16.0,156.0,115.0,271,16,DST
"Vikings, MIN",0.8,0.0,2.7,37.2,0.9,1.2,0.28,13.3,174.0,77.0,251,15,DST
"Lions, DET",0.5,0.0,2.0,39.6,1.0,1.4,0.29,13.8,163.0,120.0,283,14,DST
"Broncos, DEN",0.9,0.1,3.7,37.7,0.8,1.1,0.22,18.4,168.0,83.0,251,14,DST
"Saints, NO",1.4,0.0,2.2,40.6,0.8,1.2,0.31,16.6,154.0,124.0,278,14,DST
"Bills, BUF",1.5,0.0,2.1,41.1,0.7,0.9,0.29,17.0,220.0,105.0,325,12,DST
"Redskins, WAS",1.8,0.1,3.0,41.8,0.7,1.0,0.31,22.1,254.0,98.0,352,12,DST
"Colts, IND",1.1,0.0,2.3,41.7,1.0,1.4,0.25,20.6,251.0,98.0,349,12,DST
"Falcons, ATL",0.9,0.0,2.2,42.2,1.0,1.3,0.28,18.2,226.0,100.0,326,11,DST
"Cardinals, ARI",0.9,0.0,2.3,38.9,1.0,1.4,0.25,21.6,217.0,74.0,291,11,DST
"Bears, CHI",0.8,0.0,3.4,40.6,1.0,1.3,0.23,23.9,233.0,82.0,315,10,DST
"Rams, LAR",1.3,0.1,2.7,42.2,0.6,0.8,0.27,21.9,220.0,118.0,338,10,DST
"Giants, NYG",0.8,0.0,1.6,46.2,0.7,1.0,0.2,20.2,224.0,138.0,362,9,DST
"Titans, TEN",0.6,0.0,3.5,42.5,0.9,1.3,0.21,24.7,218.0,107.0,325,9,DST
"49ers, SF",1.3,0.0,1.8,39.5,0.7,0.9,0.27,21.0,202.0,111.0,313,9,DST
"Panthers, CAR",0.5,0.0,3.7,40.9,0.7,1.0,0.22,23.5,202.0,106.0,308,9,DST
"Packers, GB",1.0,0.0,2.3,43.6,0.8,1.2,0.25,25.9,209.0,132.0,341,9,DST
"Texans, HOU",1.1,0.0,1.7,44.3,0.8,1.1,0.23,26.8,195.0,139.0,334,8,DST
"Seahawks, SEA",0.6,0.1,2.1,39.9,1.0,1.4,0.22,21.2,222.0,97.0,319,8,DST
"Chargers, LAC",0.8,0.0,2.7,39.2,0.6,0.8,0.21,23.0,194.0,121.0,315,8,DST
"Chiefs, KC",1.0,0.0,1.1,42.5,0.9,1.2,0.3,22.7,291.0,114.0,405,8,DST
"Patriots, NE",1.1,0.0,1.5,45.0,0.6,0.8,0.29,22.0,277.0,118.0,395,8,DST
"Steelers, PIT",0.6,0.1,2.6,45.9,0.7,0.9,0.2,26.3,271.0,112.0,383,8,DST
"Cowboys, DAL",0.6,0.0,1.6,42.3,1.0,1.3,0.26,21.4,225.0,99.0,324,8,DST
"Raiders, OAK",0.5,0.0,1.7,43.6,1.0,1.4,0.21,23.7,219.0,135.0,354,7,DST
"Buccaneers, TB",0.7,0.0,1.4,43.9,0.9,1.2,0.2,24.5,285.0,113.0,398,7,DST
"Browns, CLE",1.0,0.0,1.5,47.0,0.4,0.6,0.17,24.0,214.0,98.0,312,7,DST
"Dolphins, MIA",0.6,0.0,2.0,40.3,0.5,0.7,0.16,21.4,162.0,143.0,305,7,DST
"Bengals, CIN",0.5,0.0,1.9,45.2,0.6,0.8,0.14,22.9,214.0,114.0,328,6,DST
