,vals
const,-0.1538469232281835
CBS,0.45848228388733187
ESPN,0.16411318860972765
FFToday,0.06467541202744916
FantasyPros,0.6446174796417304
NFL,-0.27733999849387475
Yahoo,0.07523848897202504
