Player,Team,GP,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Fum Lost,2PT,Tack,Ast,Sack,Int,Frc Fum,Fum Rec,Pass Def,POS,TD
Tarik Cohen,CHI,1.0,29.81,0.17,3.39,38.69,0.27,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.01
Derrick Coleman,ARI,1.0,1.48,0.01,0.36,2.19,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Tevin Coleman,ATL,1.0,52.41,0.32,2.13,17.13,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Dalvin Cook,MIN,1.0,67.86,0.37,3.21,27.64,0.16,0.25,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Benny Cunningham,CHI,1.0,5.57,0.03,0.5,3.45,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Justin Davis,LAR,1.0,16.95,0.12,1.04,8.42,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Mike Davis,SEA,1.0,20.74,0.16,2.24,16.14,0.09,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Matt Dayes,SF,1.0,5.54,0.04,0.36,4.02,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
James Develin,NE,1.0,1.54,0.03,1.01,5.38,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Patrick DiMarco,BUF,1.0,1.21,0.01,0.26,1.35,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Kenneth Dixon,BAL,1.0,40.11,0.34,1.04,12.32,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Kenyan Drake,MIA,1.0,30.1,0.2,2.81,26.85,0.14,0.09,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Chase Edmonds,ARI,1.0,31.25,0.24,1.12,8.86,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.06
Trey Edmunds,PIT,1.0,1.63,0.01,0.39,3.34,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Gus Edwards,BAL,1.0,63.06,0.49,0.21,0.85,0.01,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Ezekiel Elliott,DAL,1.0,92.87,0.68,4.47,39.22,0.24,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Keith Ford,BUF,1.0,18.54,0.13,0.75,4.33,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
D'Onta Foreman,HOU,1.0,23.96,0.18,0.74,5.03,0.02,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Leonard Fournette,JAX,1.0,54.8,0.39,2.2,18.15,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Royce Freeman,DEN,1.0,29.37,0.23,0.66,4.44,0.04,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Wayne Gallman,NYG,1.0,24.78,0.12,1.16,10.01,0.03,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Melvin Gordon,LAC,1.0,64.95,0.47,3.47,34.55,0.19,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
C.J. Ham,MIN,1.0,0.56,0.0,0.43,2.6,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Derrick Henry,TEN,1.0,83.02,0.68,1.13,10.88,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Brian Hill,ATL,1.0,19.62,0.14,0.69,5.92,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Dontrell Hilliard,CLE,1.0,7.32,0.02,0.75,5.85,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Nyheim Hines,IND,1.0,22.55,0.17,3.27,25.91,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jordan Howard,CHI,1.0,67.21,0.39,1.4,10.52,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Buddy Howell,HOU,1.0,0.19,0.01,0.36,3.27,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Mark Ingram,NO,1.0,43.82,0.33,1.38,15.57,0.07,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Justin Jackson,LAC,1.0,26.08,0.21,1.07,8.56,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Andy Janovich,DEN,1.0,0.75,0.0,0.54,3.72,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
David Johnson,ARI,1.0,61.75,0.35,2.6,24.3,0.09,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Duke Johnson,CLE,1.0,13.71,0.11,2.91,25.5,0.15,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Ronald Jones,TB,1.0,8.44,0.05,0.57,2.78,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Kyle Juszczyk,SF,1.0,0.0,0.02,1.82,16.17,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Alvin Kamara,NO,1.0,62.93,0.56,4.98,42.34,0.26,0.04,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.32
John Kelly,LAR,1.0,12.46,0.1,0.77,5.21,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Dion Lewis,TEN,1.0,31.81,0.15,2.83,20.51,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Phillip Lindsay,DEN,1.0,65.3,0.57,2.77,23.96,0.11,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.08
Zach Line,NO,1.0,2.84,0.03,0.46,2.72,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
T.J. Logan,ARI,1.0,8.06,0.05,1.15,6.53,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Marlon Mack,IND,1.0,69.61,0.59,1.38,10.59,0.06,0.07,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Tre Madden,SEA,1.0,0.8,0.01,0.27,2.14,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Doug Martin,OAK,1.0,56.6,0.37,1.38,11.95,0.05,0.14,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Christian McCaffrey,CAR,1.0,82.13,0.6,5.94,57.07,0.36,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
LeSean McCoy,BUF,1.0,43.36,0.22,1.99,14.77,0.07,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Elijah McGuire,NYJ,1.0,54.8,0.41,2.82,25.01,0.12,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
J.D. McKissic,SEA,1.0,4.53,0.03,0.4,4.56,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Sony Michel,NE,1.0,61.52,0.56,0.58,5.19,0.02,0.09,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Lamar Miller,HOU,1.0,53.17,0.32,1.44,11.01,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Joe Mixon,CIN,1.0,78.98,0.65,2.95,24.54,0.12,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Taquan Mizzell,CHI,1.0,7.43,0.05,0.86,6.35,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Latavius Murray,MIN,1.0,28.09,0.19,0.59,4.81,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Detrez Newsome,LAC,1.0,13.82,0.1,0.76,5.41,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Roosevelt Nix,PIT,1.0,0.0,0.0,0.24,0.52,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jamize Olawale,DAL,1.0,0.0,0.0,0.32,1.89,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Elijhaa Penny,NYG,1.0,2.94,0.02,0.55,3.95,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.01
Senorise Perry,MIA,1.0,2.31,0.03,0.43,4.66,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Adrian Peterson,WAS,1.0,54.68,0.35,1.11,9.99,0.05,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jalen Richard,OAK,1.0,25.07,0.16,3.9,34.02,0.16,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Theo Riddick,DET,1.0,22.06,0.14,3.87,28.34,0.15,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Stevan Ridley,PIT,1.0,18.76,0.1,0.48,2.42,0.01,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jacquizz Rodgers,TB,1.0,8.4,0.04,1.81,15.73,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jaylen Samuels,PIT,1.0,64.17,0.33,3.82,31.0,0.19,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Anthony Sherman,KC,1.0,0.95,0.01,0.36,2.13,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Wendell Smallwood,PHI,1.0,19.38,0.14,1.12,9.75,0.04,0.02,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.09
Keith Smith,OAK,1.0,0.05,0.01,0.29,1.49,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Rod Smith,DAL,1.0,10.02,0.1,0.54,4.47,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Darren Sproles,PHI,1.0,13.51,0.09,2.11,17.84,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Chris Thompson,WAS,1.0,12.4,0.05,3.23,25.95,0.11,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Danny Vitale,GB,1.0,0.11,0.0,0.21,0.37,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Mark Walton,CIN,1.0,6.69,0.06,0.44,3.35,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
DeAndre Washington,OAK,1.0,9.9,0.07,0.44,3.32,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.01
Dwayne Washington,NO,1.0,4.44,0.03,0.4,3.33,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Derek Watt,LAC,1.0,0.11,0.01,0.25,1.57,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Charcandrick West,KC,1.0,6.65,0.04,0.6,5.41,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
James White,NE,1.0,12.44,0.12,3.8,32.05,0.17,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jordan Wilkins,IND,1.0,3.04,0.03,0.59,4.26,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Damien Williams,KC,1.0,51.6,0.38,4.02,32.18,0.19,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Darrel Williams,KC,1.0,18.61,0.13,1.27,10.28,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
David Williams,JAX,1.0,23.89,0.17,0.79,6.27,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jamaal Williams,GB,1.0,55.41,0.34,1.95,16.8,0.07,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Brandon Wilson,CIN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.22,0.01,0.03,0.02,0.02,0.1,RB,0.0
Jeff Wilson,SF,1.0,37.65,0.24,1.63,15.57,0.07,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Zach Zenner,DET,1.0,55.4,0.45,1.7,12.72,0.05,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.07
