Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Ezekiel Elliott,RB,DAL,110,1,6,45,0
Saquon Barkley,RB,NYG,75,1,6,50,0
Joe Mixon,RB,CIN,90,1,4,35,0
Nick Chubb,RB,CLE,100,1,3,20,0
Christian McCaffrey,RB,CAR,60,1,7,60,0
Chris Carson,RB,SEA,100,1,2,15,0
Alvin Kamara,RB,NO,60,0,6,50,1
Phillip Lindsay,RB,DEN,80,1,3,25,0
Melvin Gordon,RB,LAC,65,1,4,35,0
David Johnson,RB,ARI,70,1,4,30,0
Dalvin Cook,RB,MIN,70,1,4,25,0
Derrick Henry,RB,TEN,90,1,1,5,0
Damien Williams,RB,KC,65,1,4,30,0
Jamaal Williams,RB,GB,75,1,2,20,0
Tevin Coleman,RB,ATL,65,1,2,20,0
Tarik Cohen,RB,CHI,35,0,6,45,1
Kalen Ballage,RB,MIA,65,1,1,10,0
Marlon Mack,RB,IND,65,1,1,10,0
Jordan Howard,RB,CHI,60,1,1,10,0
Sony Michel,RB,NE,65,1,1,5,0
Alfred Blue,RB,HOU,55,1,1,10,0
Gus Edwards,RB,BAL,65,1,0,0,0
Mark Ingram,RB,NO,45,1,2,20,0
Doug Martin,RB,OAK,55,1,2,10,0
Elijah McGuire,RB,NYJ,55,0,4,30,0
Jaylen Samuels,RB,PIT,45,0,5,40,0
Matt Breida,RB,SF,55,0,4,25,0
Leonard Fournette,RB,JAX,55,0,3,25,0
Peyton Barber,RB,TB,65,0,1,10,0
Kenneth Dixon,RB,BAL,50,0,2,20,0
LeSean McCoy,RB,BUF,50,0,2,20,0
Zach Zenner,RB,DET,40,0,4,25,0
Jalen Richard,RB,OAK,25,0,5,35,0
Josh Adams,RB,PHI,55,0,0,0,0
Mike Davis,RB,SEA,35,0,2,20,0
Kenyan Drake,RB,MIA,25,0,4,30,0
James White,RB,NE,20,0,5,35,0
Adrian Peterson,RB,WAS,45,0,1,5,0
Nyheim Hines,RB,IND,20,0,3,25,0
Dion Lewis,RB,TEN,25,0,3,20,0
Theo Riddick,RB,DET,10,0,5,35,0
Chris Thompson,RB,WAS,20,0,3,25,0
Giovani Bernard,RB,CIN,20,0,2,20,0
Rex Burkhead,RB,NE,20,0,2,20,0
Trenton Cannon,RB,NYJ,25,0,2,15,0
D'Onta Foreman,RB,HOU,25,0,2,10,0
Justin Jackson,RB,LAC,25,0,1,10,0
Duke Johnson,RB,CLE,15,0,2,20,0
Latavius Murray,RB,MIN,30,0,1,5,0
Darren Sproles,RB,PHI,15,0,2,20,0
Jeff Wilson,RB,SF,25,0,1,10,0
LeGarrette Blount,RB,DET,30,0,0,0,0
Royce Freeman,RB,DEN,25,0,1,5,0
Jacquizz Rodgers,RB,TB,10,0,2,20,0
Wendell Smallwood,RB,PHI,25,0,1,5,0
Darrel Williams,RB,KC,20,0,1,10,0
David Williams,RB,JAX,25,0,0,0,0
Brian Hill,RB,ATL,20,0,0,0,0
Devontae Booker,RB,DEN,5,0,1,10,0
Chase Edmonds,RB,ARI,15,0,0,0,0
John Kelly,RB,LAR,10,0,1,5,0
DeAndre Washington,RB,OAK,10,0,1,5,0
Kyle Juszczyk,RB,SF,0,0,1,10,0
Stevan Ridley,RB,PIT,10,0,0,0,0
Rod Smith,RB,DAL,5,0,0,0,0
