Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Ezekiel Elliott,RB,DAL,103.8,0.9,5.1,39.9,0.2
Christian McCaffrey,RB,CAR,71.8,0.7,6.2,51.4,0.3
Saquon Barkley,RB,NYG,75.6,0.6,6.4,50.7,0.2
Nick Chubb,RB,CLE,96.4,0.9,1.9,15.8,0.1
Alvin Kamara,RB,NO,59.1,0.5,5.2,43.4,0.5
Melvin Gordon,RB,LAC,65.9,0.6,4.4,37.7,0.2
Derrick Henry,RB,TEN,89.2,0.9,1.1,7.2,0.0
Phillip Lindsay,RB,DEN,77.9,0.8,2.8,21.1,0.1
Joe Mixon,RB,CIN,77.0,0.6,3.5,26.3,0.1
Chris Carson,RB,SEA,84.7,0.7,2.0,15.9,0.1
Marlon Mack,RB,IND,74.2,0.7,1.4,11.0,0.1
David Johnson,RB,ARI,64.5,0.5,3.8,31.3,0.1
Dalvin Cook,RB,MIN,65.7,0.6,3.8,27.5,0.1
Jamaal Williams,RB,GB,65.1,0.6,2.7,20.5,0.1
Damien Williams,RB,KC,54.9,0.6,3.7,27.7,0.1
Tevin Coleman,RB,ATL,56.8,0.5,2.7,24.7,0.2
Sony Michel,RB,NE,69.7,0.7,0.9,5.9,0.0
Jaylen Samuels,RB,PIT,52.2,0.4,4.1,35.1,0.1
Mark Ingram,RB,NO,52.0,0.6,2.0,15.9,0.1
Leonard Fournette,RB,JAX,59.1,0.3,3.0,24.3,0.1
Tarik Cohen,RB,CHI,29.3,0.1,4.9,45.0,0.4
Elijah McGuire,RB,NYJ,57.2,0.4,3.1,25.9,0.1
Alfred Blue,RB,HOU,62.9,0.5,1.8,14.1,0.0
Jordan Howard,RB,CHI,61.7,0.6,1.1,8.6,0.0
Gus Edwards,RB,BAL,70.9,0.5,0.3,2.8,0.0
Doug Martin,RB,OAK,57.5,0.5,1.7,11.0,0.0
Kalen Ballage,RB,MIA,55.7,0.4,1.6,11.2,0.1
Peyton Barber,RB,TB,57.0,0.3,1.5,10.8,0.0
LeSean McCoy,RB,BUF,50.8,0.2,2.6,19.7,0.0
Josh Adams,RB,PHI,53.4,0.4,0.8,5.3,0.0
Kenyan Drake,RB,MIA,30.9,0.2,3.5,27.0,0.2
Adrian Peterson,RB,WAS,56.3,0.2,1.3,10.2,0.0
James White,RB,NE,15.6,0.1,4.9,38.8,0.2
Zach Zenner,RB,DET,38.5,0.3,2.1,14.5,0.0
Jalen Richard,RB,OAK,24.6,0.1,4.3,33.4,0.1
Kenneth Dixon,RB,BAL,38.3,0.2,1.6,13.1,0.0
Theo Riddick,RB,DET,19.7,0.1,5.0,33.7,0.1
Dion Lewis,RB,TEN,31.2,0.2,2.9,18.8,0.1
Nyheim Hines,RB,IND,23.6,0.1,3.2,23.1,0.1
Duke Johnson,RB,CLE,20.1,0.1,2.7,24.2,0.1
Trenton Cannon,RB,NYJ,26.5,0.2,2.2,18.1,0.1
Mike Davis,RB,SEA,25.6,0.1,2.1,15.4,0.0
Latavius Murray,RB,MIN,31.4,0.2,1.0,6.6,0.0
Chris Thompson,RB,WAS,17.6,0.1,3.4,25.3,0.1
Royce Freeman,RB,DEN,30.6,0.2,1.1,7.4,0.0
Jeff Wilson,RB,SF,28.7,0.1,1.5,12.6,0.0
Keith Ford,RB,BUF,28.2,0.1,1.4,11.3,0.0
Darren Sproles,RB,PHI,13.8,0.1,2.6,21.1,0.1
LeGarrette Blount,RB,DET,29.6,0.2,0.8,5.6,0.0
Justin Jackson,RB,LAC,21.7,0.1,1.3,11.8,0.1
Wendell Smallwood,RB,PHI,20.5,0.1,1.5,12.4,0.1
Rex Burkhead,RB,NE,18.7,0.1,1.8,14.6,0.1
Darrel Williams,RB,KC,19.9,0.1,1.3,11.4,0.1
D'Onta Foreman,RB,HOU,26.1,0.1,1.0,7.3,0.0
David Williams,RB,JAX,27.1,0.1,0.9,6.7,0.0
Giovani Bernard,RB,CIN,18.0,0.1,2.2,16.9,0.0
Kapri Bibbs,RB,GB,14.7,0.2,0.8,7.3,0.1
Chase Edmonds,RB,ARI,20.1,0.1,1.1,7.3,0.0
Brian Hill,RB,ATL,19.0,0.1,0.6,4.5,0.0
Cameron Artis-Payne,RB,CAR,13.7,0.1,0.3,2.4,0.0
Kyle Juszczyk,RB,SF,2.0,0.0,1.8,16.2,0.1
Devontae Booker,RB,DEN,4.9,0.0,1.5,12.6,0.0
Wayne Gallman,RB,NYG,11.1,0.1,1.0,7.0,0.0
Jacquizz Rodgers,RB,TB,6.8,0.0,1.6,12.8,0.0
Stevan Ridley,RB,PIT,11.7,0.1,0.6,5.2,0.0
Rod Smith,RB,DAL,9.9,0.1,0.4,2.8,0.0
Jordan Wilkins,RB,IND,7.3,0.0,0.7,3.9,0.0
Dontrell Hilliard,RB,CLE,3.2,0.0,0.7,6.5,0.0
Ronald Jones,RB,TB,5.7,0.0,0.8,5.1,0.0
DeAndre Washington,RB,OAK,6.4,0.0,0.5,3.7,0.0
Taquan Mizzell,RB,CHI,4.3,0.0,0.6,4.9,0.0
Brandon Bolden,RB,MIA,7.3,0.1,0.2,1.4,0.0
