Player,Bye,Proj,Actual,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,Made,Miss,POS
No new player Notes Greg Zuerlein LAR - K Final (L) 45-35 @ NO,12,54,54,0.0,0.0,0.6,0.0,0.7,0.0,0.6,0.1,0.4,0.1,0.0,0.0,0.6,0.0,0.7,0.0,0.6,0.1,0.4,0.1,3.3,0.1,K
No new player Notes Stephen Gostkowski NE - K Final (W) 31-17 vs GB,11,58,58,0.1,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.3,0.1,0.1,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.3,0.1,3.5,0.1,K
No new player Notes Wil Lutz NO - K Final (W) 45-35 vs LAR,6,65,65,0.0,0.0,0.5,0.0,0.6,0.1,0.8,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.8,0.1,0.2,0.1,3.3,0.1,K
No new player Notes Harrison Butker KC - K Final (W) 37-21 @ Cle,12,64,64,0.0,0.0,0.6,0.0,0.6,0.1,0.7,0.1,0.3,0.1,0.0,0.0,0.6,0.0,0.6,0.1,0.7,0.1,0.3,0.1,3.0,0.1,K
No new player Notes Giorgio Tavecchio Atl - K Final (W) 38-14 @ Was,8,71,71,0.3,0.0,0.3,0.0,0.6,0.0,0.6,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.6,0.0,0.6,0.0,0.3,0.0,2.7,0.3,K
No new player Notes Justin Tucker Bal - K Final (L) 23-16 vs Pit,10,73,73,0.0,0.0,0.6,0.0,0.5,0.0,0.7,0.1,0.4,0.1,0.0,0.0,0.6,0.0,0.5,0.0,0.7,0.1,0.4,0.1,2.4,0.0,K
No new player Notes Graham Gano Car - K IR Final (W) 42-28 vs TB,4,74,74,0.1,0.0,0.6,0.0,0.7,0.0,0.7,0.1,0.1,0.1,0.1,0.0,0.6,0.0,0.7,0.0,0.7,0.1,0.1,0.1,3.0,0.2,K
No new player Notes Sebastian Janikowski Sea - K Questionable Final (L) 25-17 vs LAC,7,86,86,0.0,0.0,0.4,0.0,0.4,0.0,0.7,0.1,0.3,0.2,0.0,0.0,0.4,0.0,0.4,0.0,0.7,0.1,0.3,0.2,2.8,0.2,K
No new player Notes Ka'imi Fairbairn Hou - K Final (W) 19-17 @ Den,10,90,90,0.0,0.0,0.5,0.0,0.6,0.1,0.6,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.6,0.1,0.2,0.1,2.9,0.1,K
No new player Notes Chris Boswell Pit - K IR Final (W) 23-16 @ Bal,7,95,95,0.0,0.0,0.5,0.0,0.5,0.1,0.7,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.5,0.1,0.7,0.1,0.2,0.1,2.7,0.1,K
No new player Notes Matt Prater Det - K Final (L) 24-9 @ Min,6,96,96,0.0,0.0,0.5,0.0,0.6,0.0,0.6,0.1,0.3,0.1,0.0,0.0,0.5,0.0,0.6,0.0,0.6,0.1,0.3,0.1,2.4,0.1,K
No new player Notes Dustin Hopkins Was - K Final (L) 38-14 vs Atl,4,98,98,0.0,0.0,0.5,0.0,0.6,0.0,0.7,0.2,0.1,0.1,0.0,0.0,0.5,0.0,0.6,0.0,0.7,0.2,0.1,0.1,2.6,0.2,K
No new player Notes Robbie Gould SF - K Final (W) 34-3 vs Oak,11,101,101,0.0,0.0,0.6,0.0,0.6,0.1,0.6,0.1,0.1,0.1,0.0,0.0,0.6,0.0,0.6,0.1,0.6,0.1,0.1,0.1,2.6,0.1,K
No new player Notes Brandon McManus Den - K Final (L) 19-17 vs Hou,10,109,109,0.0,0.0,0.5,0.0,0.5,0.0,0.6,0.1,0.3,0.1,0.0,0.0,0.5,0.0,0.5,0.0,0.6,0.1,0.3,0.1,2.1,0.1,K
No new player Notes Chandler Catanzaro Car - K Final (W) 42-28 vs TB,4,110,110,0.0,0.0,0.5,0.0,0.5,0.0,0.6,0.2,0.1,0.1,0.0,0.0,0.5,0.0,0.5,0.0,0.6,0.2,0.1,0.1,2.6,0.1,K
No new player Notes Mason Crosby GB - K Final (L) 31-17 @ NE,7,115,115,0.0,0.0,0.5,0.0,0.6,0.1,0.5,0.1,0.1,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.5,0.1,0.1,0.1,3.0,0.1,K
No new player Notes Jason Sanders Mia - K Final (W) 13-6 vs NYJ,11,127,127,0.0,0.0,0.4,0.0,0.6,0.1,0.6,0.1,0.1,0.1,0.0,0.0,0.4,0.0,0.6,0.1,0.6,0.1,0.1,0.1,2.2,0.1,K
No new player Notes Brett Maher Dal - K Final (L) 28-14 vs Ten,8,133,133,0.2,0.0,0.3,0.0,0.7,0.0,0.5,0.1,0.2,0.1,0.2,0.0,0.3,0.0,0.7,0.0,0.5,0.1,0.2,0.1,2.2,0.1,K
Player Note Cody Parkey Chi - K Final (W) 41-9 @ Buf,5,136,136,0.1,0.0,0.4,0.0,0.6,0.1,0.6,0.1,0.1,0.1,0.1,0.0,0.4,0.0,0.6,0.1,0.6,0.1,0.1,0.1,2.4,0.1,K
No new player Notes Ryan Succop Ten - K Final (W) 28-14 @ Dal,8,138,138,0.1,0.0,0.5,0.0,0.6,0.0,0.5,0.2,0.1,0.1,0.1,0.0,0.5,0.0,0.6,0.0,0.5,0.2,0.1,0.1,2.1,0.1,K
No new player Notes Dan Bailey Min - K Final (W) 24-9 vs Det,10,139,139,0.3,0.0,0.4,0.0,0.8,0.0,0.2,0.1,0.1,0.1,0.3,0.0,0.4,0.0,0.8,0.0,0.2,0.1,0.1,0.1,2.3,0.0,K
