Player,Bye,Proj,Actual,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,0-19,0-19,20-29,20-29,30-39,30-39,40-49,40-49,50+,50+,Made,Miss,POS
No new player Notes Justin Tucker Bal - K Final (L) 24-23 vs NO,10,59,59,0.0,0.0,0.7,0.0,0.6,0.0,0.8,0.1,0.4,0.1,0.0,0.0,0.7,0.0,0.6,0.0,0.8,0.1,0.4,0.1,2.8,0.0,K
No new player Notes Greg Zuerlein LAR - K Final (W) 39-10 @ SF,12,64,64,0.0,0.0,0.5,0.0,0.7,0.0,0.6,0.1,0.4,0.1,0.0,0.0,0.5,0.0,0.7,0.0,0.6,0.1,0.4,0.1,3.1,0.1,K
No new player Notes Harrison Butker KC - K Final (W) 45-10 vs Cin,12,65,65,0.0,0.0,0.6,0.0,0.6,0.1,0.7,0.1,0.3,0.1,0.0,0.0,0.6,0.0,0.6,0.1,0.7,0.1,0.3,0.1,3.1,0.1,K
No new player Notes Giorgio Tavecchio Atl - K Final (W) 23-20 vs NYG,8,66,66,0.3,0.0,0.3,0.0,0.7,0.0,0.7,0.0,0.3,0.0,0.3,0.0,0.3,0.0,0.7,0.0,0.7,0.0,0.3,0.0,3.0,0.3,K
No new player Notes Stephen Gostkowski NE - K Final (W) 38-31 @ Chi,11,72,72,0.1,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.3,0.1,0.1,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.3,0.1,3.3,0.1,K
Player Note Adam Vinatieri Ind - K Final (W) 37-5 vs Buf,9,92,92,0.0,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.2,0.2,0.0,0.0,0.5,0.0,0.6,0.1,0.7,0.1,0.2,0.2,2.3,0.1,K
No new player Notes Jake Elliott Phi - K Final (L) 21-17 vs Car,9,93,93,0.0,0.0,0.4,0.0,0.8,0.0,0.5,0.1,0.3,0.1,0.0,0.0,0.4,0.0,0.8,0.0,0.5,0.1,0.3,0.1,2.9,0.1,K
No new player Notes Matt Prater Det - K Final (W) 32-21 @ Mia,6,94,94,0.0,0.0,0.5,0.0,0.6,0.0,0.6,0.1,0.3,0.1,0.0,0.0,0.5,0.0,0.6,0.0,0.6,0.1,0.3,0.1,2.6,0.1,K
No new player Notes Wil Lutz NO - K Final (W) 24-23 @ Bal,6,104,104,0.0,0.0,0.4,0.0,0.5,0.1,0.7,0.1,0.2,0.1,0.0,0.0,0.4,0.0,0.5,0.1,0.7,0.1,0.2,0.1,2.9,0.1,K
No new player Notes Brandon McManus Den - K Final (W) 45-10 @ Ari,10,119,119,0.0,0.0,0.5,0.0,0.5,0.0,0.6,0.1,0.3,0.1,0.0,0.0,0.5,0.0,0.5,0.0,0.6,0.1,0.3,0.1,2.1,0.1,K
No new player Notes Chandler Catanzaro Car - K Final (W) 21-17 @ Phi,4,121,121,0.0,0.0,0.5,0.0,0.5,0.0,0.7,0.2,0.1,0.1,0.0,0.0,0.5,0.0,0.5,0.0,0.7,0.2,0.1,0.1,2.6,0.1,K
No new player Notes Michael Badgley LAC - K Final (W) 20-19 vs Ten,8,127,127,0.0,0.0,0.4,0.0,0.6,0.1,0.6,0.1,0.1,0.1,0.0,0.0,0.4,0.0,0.6,0.1,0.6,0.1,0.1,0.1,2.8,0.1,K
No new player Notes Robbie Gould SF - K Final (L) 39-10 vs LAR,11,133,133,0.0,0.0,0.5,0.0,0.6,0.1,0.5,0.1,0.1,0.1,0.0,0.0,0.5,0.0,0.6,0.1,0.5,0.1,0.1,0.1,2.5,0.1,K
No new player Notes Dustin Hopkins Was - K Final (W) 20-17 vs Dal,4,135,135,0.0,0.0,0.5,0.0,0.6,0.0,0.7,0.2,0.1,0.1,0.0,0.0,0.5,0.0,0.6,0.0,0.7,0.2,0.1,0.1,2.5,0.1,K
No new player Notes Aldrick Rosas NYG - K Final (L) 23-20 @ Atl,9,136,136,0.0,0.0,0.5,0.0,0.5,0.0,0.6,0.2,0.2,0.1,0.0,0.0,0.5,0.0,0.5,0.0,0.6,0.2,0.2,0.1,2.0,0.2,K
No new player Notes Randy Bullock Cin - K Final (L) 45-10 @ KC,9,138,138,0.1,0.0,0.4,0.0,0.5,0.1,0.6,0.2,0.1,0.1,0.1,0.0,0.4,0.0,0.5,0.1,0.6,0.2,0.1,0.1,2.7,0.2,K
No new player Notes Josh Lambo Jax - K IR Final (L) 20-7 vs Hou,9,140,140,0.0,0.0,0.5,0.0,0.7,0.0,0.6,0.1,0.2,0.1,0.0,0.0,0.5,0.0,0.7,0.0,0.6,0.1,0.2,0.1,2.0,0.1,K
