Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Bruce Ellington,WR,DET,0.3,0.0,4.7,50.1,0.2
Devin Funchess,WR,CAR,0.0,0.0,3.1,42.1,0.3
Donte Moncrief,WR,JAX,0.0,0.0,3.4,46.5,0.2
Marquez Valdes-Scantling,WR,GB,1.3,0.0,2.9,43.0,0.2
Mohamed Sanu,WR,ATL,0.7,0.0,3.7,44.9,0.2
Jordy Nelson,WR,OAK,0.3,0.0,3.2,39.9,0.2
Antonio Callaway,WR,CLE,0.7,0.0,3.1,40.6,0.2
Josh Reynolds,WR,LAR,0.6,0.0,3.0,38.1,0.2
Quincy Enunwa,WR,NYJ,0.1,0.0,3.9,45.2,0.2
Michael Crabtree,WR,BAL,0.0,0.0,3.3,40.1,0.2
David Moore,WR,SEA,0.1,0.0,2.4,37.2,0.2
Danny Amendola,WR,MIA,0.1,0.0,3.8,40.0,0.2
John Brown,WR,BAL,1.0,0.0,2.2,36.6,0.2
Anthony Miller,WR,CHI,1.2,0.0,2.6,35.9,0.2
Michael Gallup,WR,DAL,0.0,0.0,2.7,41.3,0.2
John Ross,WR,CIN,0.6,0.0,2.9,36.4,0.2
Chris Conley,WR,KC,0.0,0.0,3.0,36.4,0.2
Jamison Crowder,WR,WAS,2.6,0.0,3.2,39.1,0.1
DaeSean Hamilton,WR,DEN,0.2,0.0,3.0,37.4,0.2
Robert Foster,WR,BUF,0.0,0.0,2.2,38.5,0.2
Josh Doctson,WR,WAS,0.0,0.0,3.1,39.0,0.1
Randall Cobb,WR,GB,0.6,0.0,3.3,35.7,0.2
Bennie Fowler,WR,NYG,0.0,0.0,2.8,37.1,0.2
Marcell Ateman,WR,OAK,0.2,0.0,3.0,36.2,0.2
Robby Anderson,WR,NYJ,0.4,0.0,2.6,36.9,0.2
Nelson Agholor,WR,PHI,1.1,0.0,3.1,34.3,0.1
Rashard Higgins,WR,CLE,0.0,0.0,2.2,31.4,0.2
Cole Beasley,WR,DAL,0.0,0.0,3.0,31.7,0.2
Jermaine Kearse,WR,NYJ,0.0,0.0,2.8,33.2,0.1
Seth Roberts,WR,OAK,0.3,0.0,2.6,31.5,0.1
Tim Patrick,WR,DEN,1.1,0.0,2.1,29.3,0.2
Taywan Taylor,WR,TEN,0.2,0.0,2.4,32.3,0.1
Tajae Sharpe,WR,TEN,0.3,0.0,2.2,29.1,0.1
Willie Snead,WR,BAL,1.1,0.0,2.5,29.2,0.1
Ryan Switzer,WR,PIT,2.6,0.0,2.2,25.6,0.1
Keelan Cole,WR,JAX,0.0,0.0,2.5,31.6,0.1
Chester Rogers,WR,IND,0.0,0.0,2.4,26.5,0.1
Kendrick Bourne,WR,SF,0.0,0.0,2.3,27.3,0.1
Keith Kirkwood,WR,NO,0.2,0.0,1.8,24.0,0.1
Chris Hogan,WR,NE,0.1,0.0,1.7,24.8,0.1
Maurice Harris,WR,WAS,0.2,0.0,2.3,26.9,0.1
DeAndre Carter,WR,HOU,0.1,0.0,1.9,24.4,0.1
Isaiah McKenzie,WR,BUF,2.4,0.0,1.8,23.2,0.1
Trent Sherfield,WR,ARI,0.1,0.0,1.6,22.2,0.1
Cordarrelle Patterson,WR,NE,6.8,0.1,1.3,15.9,0.1
Allen Hurns,WR,DAL,0.0,0.0,1.6,21.3,0.1
Jaron Brown,WR,SEA,0.1,0.0,1.2,18.2,0.2
Aldrick Robinson,WR,MIN,0.0,0.0,1.4,19.1,0.1
Russell Shepard,WR,NYG,0.1,0.0,1.7,22.6,0.1
Travis Benjamin,WR,LAC,3.1,0.0,1.1,17.6,0.1
Corey Coleman,WR,NYG,0.1,0.0,1.6,21.5,0.1
Laquon Treadwell,WR,MIN,0.0,0.0,2.1,22.0,0.1
Jarius Wright,WR,CAR,0.6,0.0,1.7,19.6,0.1
Brice Butler,WR,MIA,0.0,0.0,1.3,18.2,0.1
Breshad Perriman,WR,CLE,0.2,0.0,1.5,19.1,0.1
T.J. Jones,WR,DET,0.0,0.0,1.6,20.3,0.1
Trent Taylor,WR,SF,0.0,0.0,1.9,18.5,0.1
Equanimeous St. Brown,WR,GB,0.3,0.0,1.4,18.6,0.1
Zach Pascal,WR,IND,0.6,0.0,1.4,17.7,0.1
Auden Tate,WR,CIN,0.0,0.0,1.5,18.4,0.1
Jordan Matthews,WR,PHI,0.0,0.0,1.2,16.4,0.1
Demarcus Robinson,WR,KC,0.0,0.0,1.3,16.8,0.1
Cody Core,WR,CIN,0.0,0.0,1.4,17.4,0.1
J.J. Nelson,WR,ARI,1.6,0.0,0.8,12.6,0.1
Richie James,WR,SF,0.0,0.0,1.1,15.7,0.0
Cameron Batson,WR,TEN,0.1,0.0,1.1,12.4,0.1
Leonte Carroo,WR,MIA,0.4,0.0,0.7,11.7,0.1
Damion Ratley,WR,CLE,0.1,0.0,0.9,11.6,0.1
Austin Carr,WR,NO,0.0,0.0,0.8,10.7,0.1
Chris Moore,WR,BAL,1.5,0.0,0.8,10.2,0.1
Deonte Thompson,WR,BUF,0.0,0.0,1.0,13.0,0.1
Alex Erickson,WR,CIN,0.3,0.0,1.1,14.4,0.0
Marvin Hall,WR,ATL,0.1,0.0,0.7,9.8,0.1
Justin Hardy,WR,ATL,0.0,0.0,0.8,9.4,0.1
Lance Lenoir,WR,DAL,0.0,0.0,0.9,10.6,0.0
Josh Bellamy,WR,CHI,0.2,0.0,0.7,9.0,0.1
Torrey Smith,WR,CAR,0.0,0.0,0.8,9.3,0.0
Phillip Dorsett,WR,NE,0.0,0.0,0.7,8.7,0.0
Justin Watson,WR,TB,0.1,0.0,0.6,8.3,0.0
James Washington,WR,PIT,0.0,0.0,0.5,7.3,0.1
Andy Jones,WR,DET,0.0,0.0,0.6,7.9,0.0
Noah Brown,WR,DAL,0.0,0.0,0.5,7.2,0.0
River Cracraft,WR,DEN,0.0,0.0,0.5,6.6,0.0
Darius Jennings,WR,TEN,0.1,0.0,0.5,5.8,0.0
Ray-Ray McCloud,WR,BUF,0.0,0.0,0.6,6.8,0.0
Michael Floyd,WR,WAS,0.0,0.0,0.4,5.8,0.0
Tommylee Lewis,WR,NO,0.2,0.0,0.2,3.8,0.0
Gehrig Dieter,WR,KC,0.0,0.0,0.5,6.0,0.0
Rashad Greene,WR,JAX,0.0,0.0,0.6,5.8,0.0
Bobo Wilson,WR,TB,0.0,0.0,0.3,4.7,0.0
Jake Kumerow,WR,GB,0.0,0.0,0.3,4.4,0.0
JoJo Natson,WR,LAR,0.4,0.0,0.3,3.6,0.0
Shelton Gibson,WR,PHI,0.0,0.0,0.2,3.6,0.0
Andre Holmes,WR,DEN,0.0,0.0,0.3,3.9,0.0
Matthew Slater,WR,NE,0.0,0.0,0.2,2.9,0.0
Andre Roberts,WR,NYJ,0.4,0.0,0.3,3.3,0.0
Malik Turner,WR,SEA,0.0,0.0,0.2,3.0,0.0
Pharoh Cooper,WR,ARI,0.1,0.0,0.4,2.9,0.0
J'Mon Moore,WR,GB,0.1,0.0,0.3,2.5,0.0
Charone Peake,WR,NYJ,0.0,0.0,0.2,2.9,0.0
Brandon Zylstra,WR,MIN,0.1,0.0,0.1,2.1,0.0
Darrius Heyward-Bey,WR,PIT,0.2,0.0,0.2,2.4,0.0
Russell Gage,WR,ATL,0.0,0.0,0.2,2.3,0.0
Dwayne Harris,WR,OAK,0.1,0.0,0.2,2.0,0.0
Geremy Davis,WR,LAC,0.0,0.0,0.1,1.8,0.0
Jawill Davis,WR,NYG,0.0,0.0,0.1,1.6,0.0
KhaDarel Hodge,WR,LAR,0.0,0.0,0.2,1.3,0.0
Marcus Kemp,WR,KC,0.0,0.0,0.1,1.2,0.0
Jehu Chesson,WR,WAS,0.0,0.0,0.0,0.2,0.0
Daurice Fountain,WR,IND,0.0,0.0,0.0,0.0,0.0
George Odum,WR,IND,0.0,0.0,0.0,0.0,0.0
