Player,Team,GP,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Fum Lost,2PT,Tack,Ast,Int,Frc Fum,Fum Rec,Pass Def,POS,TD
Phillip Dorsett,NE,1.0,0.05,0.0,0.6,8.38,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Julian Edelman,NE,1.0,3.87,0.02,5.77,67.62,0.42,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Bruce Ellington,DET,1.0,1.71,0.01,4.01,46.52,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Quincy Enunwa,NYJ,1.0,1.05,0.0,2.77,33.16,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Alex Erickson,CIN,1.0,0.58,0.0,0.34,3.73,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Mike Evans,TB,1.0,0.11,0.0,5.13,85.33,0.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Larry Fitzgerald,ARI,1.0,0.11,0.0,4.05,55.41,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Michael Floyd,WAS,1.0,0.03,0.0,0.7,9.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Robert Foster,BUF,1.0,0.75,0.0,2.21,43.18,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Daurice Fountain,IND,1.0,0.44,0.0,0.8,8.67,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Bennie Fowler,NYG,1.0,0.08,0.0,2.07,26.15,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Devin Funchess,CAR,1.0,0.05,0.0,3.15,43.88,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Taylor Gabriel,CHI,1.0,2.2,0.0,3.42,40.11,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Russell Gage,ATL,1.0,0.1,0.0,0.48,5.47,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Michael Gallup,DAL,1.0,0.28,0.0,2.87,43.49,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Shelton Gibson,PHI,1.0,0.08,0.0,0.1,2.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Chris Godwin,TB,1.0,0.41,0.0,4.95,75.65,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Kenny Golladay,DET,1.0,0.82,0.01,4.65,69.04,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Marquise Goodwin,SF,1.0,2.62,0.02,2.75,48.72,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Josh Gordon,NE,1.0,0.13,0.0,3.88,61.03,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Ryan Grant,IND,1.0,0.03,0.0,2.25,27.36,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Rashad Greene,JAX,1.0,0.07,0.0,0.24,4.82,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Marvin Hall,ATL,1.0,0.67,0.0,0.64,7.39,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
DaeSean Hamilton,DEN,1.0,0.27,0.0,1.89,29.33,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Justin Hardy,ATL,1.0,0.09,0.0,0.64,6.4,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Dwayne Harris,OAK,1.0,0.7,0.0,0.76,9.84,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Maurice Harris,WAS,1.0,1.12,0.01,1.93,23.19,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Darrius Heyward-Bey,PIT,1.0,0.15,0.0,0.31,4.33,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Rashard Higgins,CLE,1.0,0.03,0.0,2.3,32.36,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Tyreek Hill,KC,1.0,5.45,0.06,5.36,88.41,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.05
T.Y. Hilton,IND,1.0,0.22,0.0,5.58,76.47,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
KhaDarel Hodge,LAR,1.0,0.07,0.0,0.24,3.6,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Chris Hogan,NE,1.0,0.05,0.0,1.72,20.43,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Andre Holmes,DEN,1.0,0.04,0.0,0.8,9.01,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
DeAndre Hopkins,HOU,1.0,0.31,0.0,6.17,95.84,0.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Adam Humphries,TB,1.0,0.54,0.01,4.79,58.59,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Allen Hurns,DAL,1.0,0.02,0.0,0.86,11.76,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Richie James,SF,1.0,0.08,0.0,0.94,11.36,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Alshon Jeffery,PHI,1.0,0.15,0.0,3.59,44.25,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Darius Jennings,TEN,1.0,0.07,0.0,0.36,5.7,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Andy Jones,DET,1.0,0.1,0.0,0.35,5.32,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Julio Jones,ATL,1.0,1.13,0.0,6.66,94.47,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
T.J. Jones,DET,1.0,0.08,0.0,1.43,17.41,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
Zay Jones,BUF,1.0,0.95,0.0,3.0,43.93,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Jermaine Kearse,NYJ,1.0,0.11,0.0,2.76,30.82,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Marcus Kemp,KC,1.0,0.08,0.0,0.28,5.2,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Keith Kirkwood,NO,1.0,0.16,0.0,2.05,25.49,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Jake Kumerow,GB,1.0,0.34,0.0,0.82,9.97,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Jarvis Landry,CLE,1.0,0.08,0.0,5.04,58.93,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Lance Lenoir,DAL,1.0,0.07,0.0,0.26,5.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Tommylee Lewis,NO,1.0,1.01,0.01,0.33,2.88,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Tyler Lockett,SEA,1.0,3.62,0.02,3.36,65.41,0.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
Jordan Matthews,PHI,1.0,0.03,0.0,0.95,11.89,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Ray-Ray McCloud,BUF,1.0,0.65,0.0,0.41,6.51,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Isaiah McKenzie,BUF,1.0,6.62,0.03,1.84,20.27,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Anthony Miller,CHI,1.0,1.16,0.0,3.12,39.38,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Donte Moncrief,JAX,1.0,0.38,0.0,2.51,40.03,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Chris Moore,BAL,1.0,1.76,0.02,0.74,10.28,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
D.J. Moore,CAR,1.0,4.48,0.0,4.69,63.66,0.37,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
David Moore,SEA,1.0,0.65,0.0,2.27,44.69,0.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
J'Mon Moore,GB,1.0,0.07,0.0,0.12,2.56,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
JoJo Natson,LAR,1.0,0.17,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
J.J. Nelson,ARI,1.0,1.69,0.02,0.57,8.44,0.05,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Jordy Nelson,OAK,1.0,0.89,0.0,3.16,38.21,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
George Odum,IND,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.1,0.01,0.01,0.01,0.05,WR,0.0
DeVante Parker,MIA,1.0,0.05,0.0,4.0,48.83,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Zach Pascal,IND,1.0,1.02,0.01,0.88,8.93,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Tim Patrick,DEN,1.0,0.45,0.0,0.7,9.52,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Cordarrelle Patterson,NE,1.0,16.97,0.03,1.13,11.16,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.12
Charone Peake,NYJ,1.0,0.06,0.0,0.19,2.38,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Breshad Perriman,CLE,1.0,1.5,0.0,1.23,16.69,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Dante Pettis,SF,1.0,1.47,0.01,3.12,51.29,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
Damion Ratley,CLE,1.0,0.06,0.0,0.59,8.41,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Josh Reynolds,LAR,1.0,0.68,0.0,2.71,36.78,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Calvin Ridley,ATL,1.0,1.81,0.0,4.42,54.26,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
Andre Roberts,NYJ,1.0,1.34,0.01,0.3,4.22,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.02
Seth Roberts,OAK,1.0,0.36,0.0,2.97,34.24,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Aldrick Robinson,MIN,1.0,0.01,0.0,1.79,21.29,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Allen Robinson,CHI,1.0,0.07,0.0,3.57,50.9,0.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Demarcus Robinson,KC,1.0,0.03,0.0,1.47,18.68,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Chester Rogers,IND,1.0,1.31,0.01,3.11,32.97,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
John Ross,CIN,1.0,1.08,0.0,2.45,35.4,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Curtis Samuel,CAR,1.0,3.16,0.0,3.65,44.46,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
Mohamed Sanu,ATL,1.0,2.42,0.01,3.71,46.65,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Tajae Sharpe,TEN,1.0,0.33,0.0,2.54,33.43,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Russell Shepard,NYG,1.0,0.13,0.0,1.33,16.3,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Sterling Shepard,NYG,1.0,0.53,0.0,4.35,54.06,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Trent Sherfield,ARI,1.0,0.04,0.0,1.15,13.22,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Matthew Slater,NE,1.0,0.08,0.0,0.15,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Torrey Smith,CAR,1.0,0.1,0.0,0.99,14.19,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Tre'Quan Smith,NO,1.0,0.24,0.0,2.69,43.5,0.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
JuJu Smith-Schuster,PIT,1.0,3.31,0.01,6.22,83.4,0.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Willie Snead,BAL,1.0,0.01,0.0,2.62,29.47,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Equanimeous St. Brown,GB,1.0,0.48,0.0,1.41,19.26,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Kenny Stills,MIA,1.0,0.11,0.0,2.3,34.4,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Courtland Sutton,DEN,1.0,0.19,0.0,4.15,71.49,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Ryan Switzer,PIT,1.0,1.66,0.01,2.43,25.98,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
Auden Tate,CIN,1.0,0.17,0.0,1.34,16.51,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Golden Tate,PHI,1.0,1.32,0.01,5.16,57.16,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Taywan Taylor,TEN,1.0,0.17,0.0,1.85,26.53,0.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Trent Taylor,SF,1.0,0.04,0.0,0.78,9.23,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Adam Thielen,MIN,1.0,0.3,0.0,5.95,76.81,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Demaryius Thomas,HOU,1.0,0.14,0.0,3.78,54.04,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Michael Thomas,NO,1.0,0.1,0.0,6.36,86.59,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Deonte Thompson,BUF,1.0,0.58,0.0,1.18,16.34,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Jalen Tolliver,ARI,1.0,0.14,0.0,0.43,5.53,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Robert Tonyan,GB,1.0,0.04,0.0,0.31,4.19,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Laquon Treadwell,MIN,1.0,0.03,0.0,2.39,25.83,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Malik Turner,SEA,1.0,0.15,0.0,0.6,8.63,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Marquez Valdes-Scantling,GB,1.0,3.13,0.02,2.78,35.41,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
James Washington,PIT,1.0,0.13,0.0,1.1,11.53,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Justin Watson,TB,1.0,0.07,0.0,0.31,4.79,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Dede Westbrook,JAX,1.0,2.28,0.03,3.25,41.3,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.01
Mike Williams,LAC,1.0,2.99,0.01,2.76,41.87,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Tyrell Williams,LAC,1.0,1.57,0.0,2.72,49.32,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Bobo Wilson,TB,1.0,1.7,0.01,0.81,9.85,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Robert Woods,LAR,1.0,3.34,0.0,4.52,74.73,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Jarius Wright,CAR,1.0,0.29,0.0,1.62,20.13,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
Brandon Zylstra,MIN,1.0,0.15,0.0,0.3,4.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WR,0.0
