Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Tom Brady, NE QB",@Oak,W 33-8,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Mike Vick, Pit QB",Ten,W 40-17,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Drew Brees, NO QB",Wsh,W 34-31,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Josh McCown, NYJ QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,QB
"Shaun Hill, Min QB",LAR,W 24-7,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Carson Palmer, Ari QB",@Hou,L 21-31,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Tony Romo, Dal QB",Phi,L 9-37,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Eli Manning, NYG QB",KC,W 12-9,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Philip Rivers, LAC QB",Buf,W 54-24,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Ben Roethlisberger, Pit QB",Ten,W 40-17,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matt Schaub, Atl QB",@Sea,W 34-31,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Luke McCown, Dal QB",Phi,L 9-37,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Alex Smith, Wsh QB",@NO,L 31-34,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Aaron Rodgers, GB QB",Bal,L 0-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Dan Orlovsky, LAR QB",@Min,L 7-24,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Derek Anderson, Car QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,QB
"Matt Cassel, Det QB",@Chi,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Ryan Fitzpatrick, TB QB",@Mia,W 30-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Jay Cutler, Mia QB",TB,L 20-30,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Kellen Clemens, LAC QB",Buf,W 54-24,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Tarvaris Jackson, Sea QB",Atl,L 31-34,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Charlie Whitehurst, Cle QB",Jax,L 7-19,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Bruce Gradkowski, Pit QB",Ten,W 40-17,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Drew Stanton, Cle QB",Jax,L 7-19,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matt Moore, Mia QB",TB,L 20-30,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matt Ryan, Atl QB",@Sea,W 34-31,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Joe Flacco, Bal QB",@GB,W 23-0,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Chad Henne, KC QB",@NYG,L 9-12,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Josh Johnson, Oak QB",NE,L 8-33,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matt Flynn, NO QB",Wsh,W 34-31,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Chase Daniel, Chi QB",Det,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Josh Freeman, Ind QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,QB
"Brian Hoyer, NE QB",@Oak,W 33-8,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Mark Sanchez, Chi QB",Det,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matthew Stafford, Det QB",@Chi,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Sam Bradford, Ari QB",@Hou,L 21-31,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Jimmy Clausen, Bal QB",@GB,W 23-0,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Colt McCoy, Wsh QB",@NO,L 31-34,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Dan LeFevour, TB QB",@Mia,W 30-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Joe Webb, Hou QB",Ari,W 31-21,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Thaddeus Lewis, Bal QB",@GB,W 23-0,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Christian Ponder, SF QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,QB
"Blaine Gabbert, Ten QB",@Pit,L 17-40,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Cam Newton, Car QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,QB
"Colin Kaepernick, SF QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,QB
"Andy Dalton, Cin QB",@Den,W 20-17,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Ryan Mallett, Bal QB",@GB,W 23-0,--/--,--,--,--,--,--,--,--,--,--,--,QB
"T.J. Yates, Hou QB",Ari,W 31-21,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Tyrod Taylor, Cle QB",Jax,L 7-19,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Jerrod Johnson, Dal QB",Phi,L 9-37,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Scott Tolzien, Ind QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,QB
"Andrew Luck, Ind QB",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,QB
"Robert Griffin III, Bal QB",@GB,W 23-0,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Ryan Tannehill, Mia QB",TB,L 20-30,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Nick Foles, Phi QB",@Dal,W 37-9,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Brandon Weeden, Hou QB",Ari,W 31-21,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Brock Osweiler, Mia QB",TB,L 20-30,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Kirk Cousins, Min QB",LAR,W 24-7,--/--,--,--,--,--,--,--,--,--,--,--,QB
