Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS,POS
"Antonio Brown, PIT",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,4.00,0.0,11.5,7.2,108.0,15.00,0.7,0.0,14,WR
"DeAndre Hopkins, HOU",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,13.9,7.7,103.0,13.38,0.7,0.0,14,WR
"Keenan Allen, LAC",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,7.00,0.0,10.7,6.6,86.6,13.12,0.5,0.0,11,WR
"Julio Jones, ATL",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.9,9.00,0.0,9.3,6.0,88.5,14.75,0.4,0.0,10,WR
"Larry Fitzgerald, ARI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,11.6,7.9,82.3,10.42,0.4,0.1,10,WR
"Brandin Cooks, LAR",0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.1,5.25,0.0,8.2,5.3,78.0,14.72,0.5,0.0,10,WR
"A.J. Green, CIN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.2,5.8,76.9,13.26,0.5,0.1,9,WR
"Alshon Jeffery, PHI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,11.2,5.8,75.0,12.93,0.4,0.0,9,WR
"Michael Crabtree, BAL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.1,4.9,64.0,13.06,0.5,0.0,9,WR
"Davante Adams, GB",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.3,5.7,65.0,11.40,0.5,0.0,9,WR
"Mike Evans, TB",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.4,5.7,74.2,13.02,0.3,0.0,8,WR
"Dez Bryant, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.5,4.9,61.7,12.59,0.4,0.0,8,WR
"Tyreek Hill, KC",0.0,0.0,0.0,0.0,0.0,0.0,1.4,7.7,5.50,0.0,6.6,4.6,60.5,13.15,0.4,0.0,8,WR
"T.Y. Hilton, IND",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.3,4.5,64.6,14.36,0.4,0.1,8,WR
"Josh Doctson, WAS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.7,4.1,57.8,14.10,0.5,0.0,8,WR
"Robby Anderson, NYJ",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.9,4.50,0.0,8.7,4.5,59.1,13.13,0.5,0.0,8,WR
"Michael Thomas, NO",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.7,6.2,64.6,10.42,0.3,0.0,7,WR
"Jamison Crowder, WAS",0.0,0.0,0.0,0.0,0.0,0.0,0.4,2.1,5.25,0.0,9.1,6.0,70.4,11.73,0.2,0.2,7,WR
"Golden Tate, PHI",0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.7,3.40,0.0,7.4,5.8,62.4,10.76,0.3,0.1,7,WR
"Sammy Watkins, KC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,6.1,3.5,50.8,14.51,0.4,0.0,7,WR
"Nelson Agholor, PHI",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.2,2.00,0.0,6.8,4.0,51.9,12.97,0.4,0.0,7,WR
"Devin Funchess, CAR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.1,3.7,50.3,13.59,0.4,0.0,7,WR
"Marvin Jones, DET",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,4.00,0.0,7.0,4.2,58.4,13.90,0.4,0.0,7,WR
"Sterling Shepard, NYG",0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.8,4.50,0.0,7.9,5.5,63.1,11.47,0.2,0.0,7,WR
"Jarvis Landry, CLE",0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.2,4.00,0.0,10.2,6.5,65.7,10.11,0.2,0.1,7,WR
"Josh Gordon, NE",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.7,7.00,0.0,10.0,5.2,67.9,13.06,0.2,0.1,7,WR
"Stefon Diggs, MIN",0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.0,2.50,0.0,6.9,4.6,55.1,11.98,0.3,0.0,6,WR
"Adam Thielen, MIN",0.0,0.0,0.0,0.0,0.0,0.0,0.1,1.6,16.00,0.0,8.0,5.4,63.9,11.83,0.2,0.2,6,WR
"Jermaine Kearse, NYJ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.7,4.5,56.3,12.51,0.3,0.0,6,WR
"Danny Amendola, MIA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.00,0.0,6.1,4.7,52.0,11.06,0.3,0.0,6,WR
"Emmanuel Sanders, DEN",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,4.00,0.0,7.3,3.8,51.0,13.42,0.3,0.0,6,WR
"Kenny Stills, MIA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.3,4.0,52.7,13.18,0.3,0.1,6,WR
"Cooper Kupp, LAR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.3,4.4,53.2,12.09,0.3,0.1,6,WR
"Demaryius Thomas, HOU",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,8.1,4.5,55.2,12.27,0.3,0.1,6,WR
"Chris Hogan, NE",0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.5,5.00,0.0,4.7,3.1,45.0,14.52,0.4,0.0,6,WR
"DeSean Jackson, TB",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.5,5.00,0.0,7.1,4.0,53.0,13.25,0.2,0.0,6,WR
