NFL $3M Roman Fantasy Football Millionaire [$1M to 1st]	$20.00	$3,000,000	150	176,470	176,470	22%	244.30	$1,000,000	154.98	$30.00
LAST SHOT: $10M World Championship MEGAQualifier [16 Seats] #144	$5,425.00	$1,001,778	6	214	199	7%	205.88	$0	178.88	$0.00
NFL $1M Play-Action [20 Entry Max]	$3.00	$1,000,000	20	396,353	396,353	25%	254.98	$100,000	150.78	$5.00
NFL $800K Wildcat [$150K to 1st]	$333.00	$800,000	80	2,669	2,669	21%	224.98	$150,000	160.30	$500.00
NFL $500K Power Sweep [3 Entry Max, $100K to 1st]	$150.00	$500,000	3	3,703	3,703	23%	225.42	$100,000	157.60	$225.00
NFL $480K Luxury Box [$100K to 1st]	$3,000.00	$480,000	5	169	169	21%	205.88	$100,000	164.68	$6,000.00
NFL $400K Slant	$9.00	$400,000	150	52,287	52,287	20%	241.68	$40,000	158.44	$18.00
NFL $200K Spy [Single Entry, $30K to 1st]	$100.00	$200,000	1	2,222	2,222	20%	213.80	$30,000	158.28	$200.00
NFL $200K Fair Catch [Single Entry]	$12.00	$200,000	1	19,607	19,607	24%	242.30	$20,000	152.94	$18.00
NFL $200K Three-Point Stance [5 Entry Max]	$33.00	$200,000	5	7,067	7,067	24%	235.60	$25,000	155.18	$50.00
NFL $150K First Down	$1.00	$150,000	20	178,359	178,359	24%	241.66	$7,500	151.34	$2.00
LAST SHOT: $10M World Championship Double Qualifier #166-167	$150.00	$131,922	31	1,034	1,024	3%	217.44	$0	187.58	$150.00
LAST SHOT: $10M World Championship Double Qualifier #160-161	$5.00	$130,947	150	31,140	27,343	2%	245.60	$0	186.84	$5.00
LAST SHOT: $10M World Championship Qualifier #164	$16.00	$130,922	150	9,626	7,577	3%	236.48	$0	187.94	$16.00
LAST SHOT: $10M World Championship Double Qualifier #168-169	$500.00	$129,222	9	300	300	3%	220.78	$0	188.80	$500.00
LAST SHOT: $10M World Championship Double Qualifier #170-171	$1,100.00	$126,822	4	134	131	2%	201.16	$0	188.38	$1,600.00
NFL MASSIVE $25 Double Up [Single Entry]	$25.00	$125,000	1	5,747	5,747	44%	225.46	$50	141.68	$50.00
NFL MASSIVE $25 Double Up	$25.00	$125,000	150	5,747	5,747	44%	216.38	$50	143.38	$50.00
NFL $102K Game Changer [Single Entry]	$1,500.00	$102,000	1	72	72	24%	188.38	$25,000	164.68	$2,500.00
NFL $100K Nickel [3 Entry Max]	$5.00	$100,000	3	23,781	23,781	27%	243.90	$10,000	150.82	$8.00
NFL $100K Red Zone [Single Entry]	$50.00	$100,000	1	2,272	2,272	23%	222.40	$10,000	155.96	$75.00
NFL MASSIVE $5 Double Up	$5.00	$100,000	150	22,988	22,988	44%	221.80	$10	143.28	$10.00
NFL MASSIVE $50 Double Up [Single Entry]	$50.00	$100,000	1	2,272	2,272	44%	238.38	$100	141.34	$100.00
NFL MASSIVE $100 Double Up [Single Entry]	$100.00	$100,000	1	1,111	1,111	45%	215.68	$200	141.62	$200.00
NFL $100K Spy [Single Entry, $10K to 1st]	$100.00	$100,000	1	1,111	1,111	25%	220.26	$10,000	155.38	$150.00
NFL $100K Week 14 Special [$20K to 1st]	$20.00	$100,000	150	5,882	5,882	23%	226.12	$20,000	156.38	$30.00
NFL $100K Thunderdome [Single Entry]	$5,300.00	$100,000	1	20	20	25%	175.52	$40,000	167.76	$10,000.00
NFL $100K Play-Action [20 Entry Max]	$3.00	$100,000	20	39,635	39,635	25%	237.70	$10,000	151.04	$5.00
NFL $100K Power Sweep [3 Entry Max]	$150.00	$100,000	3	740	740	23%	217.08	$15,000	158.44	$250.00
NFL $77K Checkdown Pass [3 Entry Max]	$777.00	$77,000	3	110	110	23%	200.54	$15,000	162.28	$1,250.00
NFL GIANT $250 Double Up [Single Entry]	$250.00	$75,000	1	333	333	45%	202.42	$500	142.58	$500.00
NFL $75K Super Booster [Top 75 Win $1,000]	$27.00	$75,000	97	3,239	3,239	2%	233.50	$1,000	191.94	$1,000.00
LAST SHOT: $10M World Championship Qualifier #163	$9.00	$66,011	150	8,628	6,964	3%	236.48	$0	187.58	$9.00
LAST SHOT: $10M World Championship Qualifier #162	$5.00	$65,411	150	15,555	14,913	2%	236.48	$0	191.60	$5.00
LAST SHOT: $10M World Championship Qualifier #165	$75.00	$63,761	30	1,000	867	2%	232.92	$0	191.62	$75.00
LAST SHOT: $10M World Championship Qualifier #173	$5,600.00	$62,611	1	13	13	8%	170.72	$0	170.72	$0.00
NFL $60K Flea Flicker	$5.00	$60,000	150	14,268	14,268	25%	236.48	$5,000	155.96	$8.00
NFL $60K Juke [3 Entry Max]	$400.00	$60,000	3	166	166	22%	200.54	$15,000	165.88	$600.00
NFL $50K mini-MAX [150 Max Entry]	$0.50	$50,000	150	118,906	118,906	22%	249.80	$5,000	154.42	$1.00
NFL GIANT $10 Double Up	$10.00	$50,000	100	5,747	5,747	44%	204.74	$20	143.78	$20.00
NFL $50K Blind Side [Single Entry]	$27.00	$50,000	1	2,159	2,159	22%	223.28	$5,000	155.68	$50.00
NFL $50K Engage Eight [3 Entry Max]	$8.00	$50,000	3	7,352	7,352	25%	233.20	$5,000	154.18	$12.00
NFL $50K Pylon [Single Entry]	$3.00	$50,000	1	19,817	19,817	25%	235.20	$5,000	151.48	$5.00
NFL $50K Play-Action [20 Entry Max]	$3.00	$50,000	20	19,817	19,817	25%	232.42	$5,000	151.74	$5.00
NFL GIANT $10 Double Up [Single Entry]	$10.00	$50,000	1	5,747	5,747	44%	217.08	$20	141.64	$20.00
NFL GIANT $25 Double Up [Single Entry]	$25.00	$50,000	1	2,298	2,298	44%	215.82	$50	142.78	$50.00
NFL GIANT $5 Double Up	$5.00	$50,000	150	11,494	11,494	44%	215.74	$10	143.38	$10.00
NFL GIANT $25 Double Up [Single Entry]	$25.00	$50,000	1	2,298	2,298	44%	212.34	$50	141.56	$50.00
NFL GIANT $5 Double Up [Single Entry]	$5.00	$50,000	1	11,494	11,494	44%	226.14	$10	140.52	$10.00
NFL $40K Stiff Arm [Single Entry]	$555.00	$40,000	1	80	80	21%	191.94	$10,000	164.68	$1,000.00
NFL $40K Quarter Jukebox [Just $0.25!]	$0.25	$40,000	20	190,249	190,249	24%	251.90	$1,500	150.44	$0.50
NFL $215 50-50	$215.00	$40,000	1	200	0	50%		$0		$0.00
NFL GIANT $1,060 50-50	$1,060.00	$40,000	1	40	40	50%	191.94	$2,000	143.78	$2,000.00
NFL GIANT $530 50-50	$530.00	$35,000	2	70	70	50%	191.94	$1,000	142.98	$1,000.00
NFL $30K Hot Route	$100.00	$30,100	10	334	334	21%	217.58	$5,000	163.18	$200.00
NFL $30K Touchdown	$200.00	$30,100	5	167	167	23%	206.30	$7,500	165.88	$300.00
NFL $30K Chop Block [$5K to 1st]	$50.00	$30,000	20	681	681	24%	207.82	$5,000	158.58	$75.00
NFL $30K Wildcat [$10K to 1st]	$333.00	$30,000	3	100	100	22%	205.92	$10,000	162.20	$500.00
NFL $30K Spin Move [Single Entry]	$300.00	$30,000	1	111	111	23%	200.54	$5,000	159.48	$600.00
NFL GIANT $50 Double Up	$50.00	$30,000	20	681	681	44%	214.82	$100	143.08	$100.00
NFL $30K Fair Catch [Single Entry]	$12.00	$30,000	1	2,941	2,941	24%	228.40	$3,000	153.22	$18.00
NFL $30K Red Zone [Single Entry]	$50.00	$30,000	1	681	681	27%	223.28	$3,000	152.98	$75.00
NFL $30K Hail Mary	$12.00	$30,000	88	2,941	2,941	24%	219.38	$3,000	158.22	$18.00
NFL GIANT $2,120 50-50	$2,120.00	$28,000	1	14	14	50%	191.94	$4,000	144.94	$4,000.00
NFL GIANT $5 Double Up [Single Entry]	$5.00	$25,000	1	5,747	5,747	44%	237.30	$10	142.08	$10.00
NFL GIANT $2 Double Up	$2.00	$25,000	20	14,367	14,367	44%	225.46	$4	142.58	$4.00
NFL $25K Three-Point Stance [3 Entry Max]	$33.00	$25,000	3	883	883	23%	207.58	$2,500	152.66	$50.00
NFL GIANT $25 Double Up [Single Entry]	$25.00	$25,000	1	1,149	1,149	44%	214.82	$50	141.60	$50.00
NFL GIANT $50 Double Up [Single Entry]	$50.00	$25,000	1	568	568	44%	206.90	$100	142.92	$100.00
NFL GIANT $100 Double Up	$100.00	$25,000	8	277	277	45%	214.82	$200	144.52	$200.00
NFL GIANT $250 Double Up	$250.00	$25,000	3	111	111	45%	214.82	$500	146.18	$500.00
NFL GIANT $10 Double Up	$10.00	$25,000	86	2,873	2,873	44%	212.56	$20	144.58	$20.00
NFL GIANT $25 Double Up	$25.00	$25,000	34	1,149	1,149	44%	191.94	$50	144.52	$50.00
NFL GIANT $100 Double Up [Single Entry]	$100.00	$25,000	1	277	277	45%	201.78	$200	142.78	$200.00
NFL GIANT $250 Double Up [Single Entry]	$250.00	$25,000	1	111	111	45%	191.18	$500	142.78	$500.00
NFL GIANT $10 Double Up [Single Entry]	$10.00	$25,000	1	2,873	2,873	44%	225.46	$20	142.52	$20.00
NFL $21K Wildcat [$5K to 1st]	$333.00	$21,000	2	70	70	24%	205.92	$5,000	163.72	$500.00
NFL $109 50-50	$109.00	$20,000	1	200	0	50%		$0		$0.00
NFL $20K Red Zone [Single Entry]	$50.00	$20,000	1	454	454	20%	217.50	$3,500	158.46	$100.00
NFL $20K Super Booster [Top 200 Win $100]	$4.00	$20,000	20	5,882	5,882	3%	227.18	$100	183.26	$100.00
NFL $20K Play-Action [20 Entry Max]	$3.00	$20,000	20	7,927	7,927	26%	239.72	$1,000	150.88	$5.00
NFL $20K Singleback [3 Entry Max]	$1.00	$20,000	3	23,781	23,781	24%	236.76	$1,500	152.20	$2.00
NFL $17K Luxury Box [Single Entry]	$1,500.00	$17,000	1	12	12	25%	163.04	$10,000	154.28	$2,500.00
NFL $15K Power Sweep [3 Entry Max]	$150.00	$15,000	3	111	111	23%	208.98	$3,000	156.98	$250.00
NFL $50 Double Up [Single Entry]	$50.00	$15,000	1	340	340	44%	214.82	$100	141.02	$100.00
