Player,Team,Salary
Travis Kelce,KAN,6600
Jeff Heuerman,DEN,2600
George Kittle,SFO,5600
O.J. Howard,TAM,4300
Greg Olsen,CAR,4700
Nick Vannett,SEA,2700
Jimmy Graham,GNB,4700
Ben Watson,NOR,3200
Jonnu Smith,TEN,2500
Vernon Davis,WAS,2800
Logan Thomas,BUF,2500
Trey Burton,CHI,4500
Chris Herndon,NYJ,3000
Gerald Everett,LAR,2600
David Njoku,CLE,4600
Mark Andrews,BAL,2600
Jordan Thomas,HOU,2900
Jordan Reed,WAS,4800
Jesse James,PIT,2700
Austin Hooper,ATL,3800
Tyler Higbee,LAR,2600
Jason Croom,BUF,2500
Vance McDonald,PIT,3700
Matt LaCosse,DEN,2500
Kyle Rudolph,MIN,3600
Virgil Green,LAC,2500
Cameron Brate,TAM,2600
Jared Cook,OAK,5700
Luke Willson,DET,2500
Blake Jarwin,DAL,2500
Hayden Hurst,BAL,2600
Dwayne Allen,NWE,2600
Josh Hill,NOR,2600
Ryan Griffin,HOU,2500
Michael Roberts,DET,2500
Derek Carrier,OAK,2500
Ross Dwelley,SFO,2500
Jordan Leggett,NYJ,2500
Eric Tomlinson,NYJ,2500
Marcedes Lewis,GNB,2500
Luke Stocker,TEN,2500
Garrett Celek,SFO,2500
Jeremy Sprinkle,WAS,2500
Anthony Firkser,TEN,2500
Dion Sims,CHI,2500
Jordan Akins,HOU,2500
Logan Paulsen,ATL,2500
Chris Manhertz,CAR,2500
Darren Fells,CLE,2500
Charles Clay,BUF,2700
Robert Tonyan,GNB,2500
Antony Auclair,TAM,2500
Antonio Gates,LAC,2700
Dalton Schultz,DAL,2500
Ian Thomas,CAR,2500
Nick O'Leary,MIA,2600
Demetrius Harris,KAN,2500
Mike Gesicki,MIA,2600
Xavier Grimble,PIT,2500
Lance Kendricks,GNB,2500
Lee Smith,OAK,2500
Dan Arnold,NOR,2500
Seth DeValve,CLE,2600
Ed Dickson,SEA,3300
MyCole Pruitt,TEN,2500
Eric Saubert,ATL,2500
Rico Gathers,DAL,2500
Darrell Daniels,SEA,2500
Alan Cross,TAM,2500
Nick Boyle,BAL,2500
Levine Toilolo,DET,2500
Daniel Brown,CHI,2500
David Morgan,MIN,2500
Durham Smythe,MIA,2500
Tyler Conklin,MIN,2500
Orson Charles,CLE,2500
Brian Parker,DEN,2500
