Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS,POS
"Aaron Rodgers, GB",656,433,4538,34,9,97.5,66,433,6.56,3.5,0,0,0,0.00,0,3.9,409,QB
"Tom Brady, NE",616,397,4708,33,8,100.1,43,93,2.16,0.9,0,0,0,0.00,0,2.7,365,QB
"Matt Ryan, ATL",553,386,4961,31,11,108.0,35,103,2.94,0.6,0,0,0,0.00,0,3.1,356,QB
"Drew Brees, NO",684,480,5087,30,15,97.0,24,34,1.42,1.6,0,0,0,0.00,0,3.8,347,QB
"Cam Newton, CAR",549,312,4096,27,16,84.8,91,409,4.49,5.7,0,0,0,0.00,0,4.1,347,QB
"Jameis Winston, TB",610,383,4578,28,18,88.7,48,169,3.52,2.6,0,0,0,0.00,0,4,323,QB
"Russell Wilson, SEA",563,367,4220,27,16,91.8,81,361,4.46,1,0,0,0,0.00,0,2.9,319,QB
"Ben Roethlisberger, PIT",587,386,4452,29,16,93.6,22,38,1.73,0.7,0,0,0,0.00,0,2.3,314,QB
"Kirk Cousins, MIN",610,399,4670,25,16,91.2,33,84,2.55,3.9,0,0,0,0.00,0,4.5,314,QB
"Dak Prescott, DAL",502,327,3770,25,8,97.6,55,265,4.82,3.9,0,0,0,0.00,0,4,310,QB
"Philip Rivers, LAC",603,365,4452,30,17,88.1,15,34,2.27,0.2,0,0,0,0.00,0,5.5,309,QB
"Marcus Mariota, TEN",537,335,3862,26,14,89.3,56,338,6.04,1.8,0,0,0,0.00,0,3.8,304,QB
"Carson Palmer, ARI",635,381,4441,27,18,83.6,18,36,2.00,0.3,0,0,0,0.00,0,4.4,291,QB
"Derek Carr, OAK",608,370,3968,28,13,86.4,38,89,2.34,0.4,0,0,0,0.00,0,3.8,290,QB
"Matthew Stafford, DET",588,385,4043,23,12,89.8,39,200,5.13,2.2,0,0,0,0.00,0,3,288,QB
"Tyrod Taylor, CLE",468,279,3090,21,11,84.4,104,592,5.69,3.9,0,0,0,0.00,0,3.2,287,QB
"Andy Dalton, CIN",547,354,3947,22,9,92.6,52,179,3.44,3.3,0,0,0,0.00,0,3.7,285,QB
"Eli Manning, NYG",615,391,4172,25,15,86.7,21,30,1.43,0.2,0,0,0,0.00,0,4.3,272,QB
"Joe Flacco, BAL",687,442,4216,22,19,80.4,22,52,2.36,2.7,0,0,0,0.00,0,3,267,QB
"Andrew Luck, IND",521,318,3646,23,18,82.4,60,312,5.20,1.5,0,0,0,0.00,0,2.8,265,QB
"Sam Bradford, ARI",549,388,3707,22,10,94.9,24,59,2.46,0.3,0,0,0,0.00,0,4,249,QB
"Jay Cutler, MIA",492,314,3660,22,15,88.5,26,130,5.00,0.4,0,0,0,0.00,0,3.8,242,QB
"Carson Wentz, PHI",616,378,3650,21,16,78.4,47,150,3.19,1.6,0,0,0,0.00,0,3.9,242,QB
"Blake Bortles, JAC",525,302,3200,20,16,75.4,58,347,5.98,3.6,0,0,0,0.00,0,3.9,241,QB
"Alex Smith, WAS",493,310,3229,19,12,84.5,58,227,3.91,3.4,0,0,0,0.00,0,4,234,QB
"Josh McCown, NYJ",549,307,3515,18,16,74.1,38,174,4.58,1.4,0,0,0,0.00,0,3.5,218,QB
"Trevor Siemian, MIN",539,310,3534,18,17,75.3,31,66,2.13,0.3,0,0,0,0.00,0,3.3,200,QB
"Brian Hoyer, NE",490,298,3151,19,12,82.3,26,38,1.46,0.3,0,0,0,0.00,0,4.5,199,QB
"Mike Glennon, ARI",524,317,3585,17,21,75.1,32,162,5.06,0.9,0,0,0,0.00,0,3.7,199,QB
"Jared Goff, LAR",498,292,3104,17,16,74.9,22,52,2.36,2,0,0,0,0.00,0,3.7,191,QB
"DeShone Kizer, GB",482,282,2898,13,14,72.8,54,244,4.52,1.5,0,0,0,0.00,0,3.1,172,QB
"Tom Savage, CIN",472,270,2573,16,14,71.4,34,119,3.50,0.6,0,0,0,0.00,0,2.5,158,QB
"Deshaun Watson, HOU",85,48,459,3,3,68.7,7,28,4.00,0.2,0,0,0,0.00,0,0.4,24,QB
"Scott Tolzien, IND",69,42,449,3,3,76.3,4,12,3.00,0.1,0,0,0,0.00,0,0.4,23,QB
"Chad Henne, KC",55,31,329,2,2,70.9,4,14,3.50,0.1,0,0,0,0.00,0,0.3,15,QB
"Cody Kessler, JAC",51,30,313,1,2,66.9,2,3,1.50,0,0,0,0,0.00,0,0.3,7,QB
"Patrick Mahomes, KC",26,16,164,1,1,76.4,2,8,4.00,0.1,0,0,0,0.00,0,0.2,4,QB
"Nick Foles, PHI",6,3,32,0,0,66.0,0,0,0.00,0,0,0,0,0.00,0,0,1,QB
"Ryan Fitzpatrick, TB",5,3,41,0,0,86.2,0,2,0.00,0,0,0,0,0.00,0,0,1,QB
"Case Keenum, DEN",5,4,36,0,0,96.7,0,1,0.00,0,0,0,0,0.00,0,0,1,QB
"Blaine Gabbert, TEN",6,4,46,0,0,89.6,1,4,4.00,0,0,0,0,0.00,0,0,1,QB
"Bryce Petty, MIA",3,2,21,0,0,86.8,0,0,0.00,0,0,0,0,0.00,0,0,0,QB
"Chase Daniel, CHI",0,0,3,0,0,0.0,0,0,0.00,0,0,0,0,0.00,0,0,0,QB
"T.J. Yates, HOU",1,1,8,0,0,100.0,0,0,0.00,0,0,0,0,0.00,0,0,0,QB
"Derek Anderson, BUF",2,1,14,0,0,72.9,0,0,0.00,0,0,0,0,0.00,0,0,0,QB
"Geno Smith, LAC",1,1,8,0,0,100.0,0,0,0.00,0,0,0,0,0.00,0,0,0,QB
"Cooper Rush, DAL",0,0,2,0,0,0.0,0,0,0.00,0,0,0,0,0.00,0,0,0,QB
"C.J. Beathard, SF",0,0,2,0,0,0.0,0,0,0.00,0,0,0,0,0.00,0,0,0,QB
"Austin Davis, TEN",2,1,13,0,0,70.8,0,1,0.00,0,0,0,0,0.00,0,0,0,QB
"Landry Jones, JAC",2,1,13,0,0,70.8,0,0,0.00,0,0,0,0,0.00,0,0,0,QB
"Jameill Showers, DAL",0,0,0,0,0,0.0,0,0,0.00,0,0,0,0,0.00,0,0,0,QB
"Connor Cook, CIN",2,1,11,0,0,66.7,0,0,0.00,0,0,0,0,0.00,0,0,0,QB
"Jimmy Garoppolo, SF",2,1,13,0,0,70.8,0,0,0.00,0,0,0,0,0.00,0,0,0,QB
"Jake Rudock, DET",0,0,2,0,0,0.0,0,0,0.00,0,0,0,0,0.00,0,0,0,QB
"Cardale Jones, LAC",0,0,5,0,0,0.0,0,0,0.00,0,0,0,0,0.00,0,0,0,QB
"Matt Schaub, ATL",1,1,7,0,0,95.8,0,0,0.00,0,0,0,0,0.00,0,0,0,QB
"Brett Hundley, SEA",0,0,1,0,0,0.0,0,0,0.00,0,0,0,0,0.00,0,0,0,QB
"Jacoby Brissett, IND",0,0,1,0,0,0.0,0,0,0.00,0,0,0,0,0.00,0,0,0,QB
"Ryan Mallett, BAL",2,1,10,0,0,64.6,0,0,0.00,0,0,0,0,0.00,0,0,0,QB
"Colt McCoy, WAS",1,0,5,0,0,47.9,0,0,0.00,0,0,0,0,0.00,0,0,0,QB
"AJ McCarron, OAK",4,2,24,0,0,68.8,0,1,0.00,0,0,0,0,0.00,0,0,0,QB
"Mark Sanchez, WAS",1,1,6,0,0,91.7,0,0,0.00,0,0,0,0,0.00,0,0,0,QB
"Brock Osweiler, MIA",4,2,24,0,0,68.8,0,1,0.00,0,0,0,0,0.00,0,0,0,QB
"Matt Moore, MIA",3,2,23,0,0,89.6,0,0,0.00,0,0,0,0,0.00,0,0,0,QB
"Matt Cassel, DET",3,2,21,0,0,86.8,0,1,0.00,0,0,0,0,0.00,0,0,0,QB
"Mitchell Trubisky, CHI",11,7,76,0,0,83.9,1,4,4.00,0,0,0,0,0.00,0,0.1,0,QB
"Paxton Lynch, DEN",12,7,80,0,0,78.5,1,3,3.00,0,0,0,0,0.00,0,0.1,0,QB
