Player,Team,Salary
Alvin Kamara,NO,8700
James Conner,PIT,5000
Joe Mixon,CIN,6900
Melvin Gordon,LAC,8100
Todd Gurley,LAR,9000
Isaiah Crowell,NYJ,6100
Chris Thompson,WAS,6200
Adrian Peterson,WAS,6300
Austin Ekeler,LAC,5100
Jay Ajayi,PHI,6400
Saquon Barkley,NYG,7600
Dion Lewis,TEN,6200
Phillip Lindsay,DEN,4500
Ezekiel Elliott,DAL,8300
David Johnson,ARI,8600
T.J. Yeldon,JAX,5000
James White,NE,5500
Jordan Howard,CHI,7400
Jalen Richard,OAK,4600
Marshawn Lynch,OAK,6300
Javorius Allen,BAL,4900
Lamar Miller,HOU,6500
Tevin Coleman,ATL,5900
Christian McCaffrey,CAR,7500
Dalvin Cook,MIN,7300
Kenneth Dixon,BAL,5300
Anthony Sherman,KC,4500
Alfred Blue,HOU,5000
Nyheim Hines,IND,5400
Kenyan Drake,MIA,6600
Jordan Wilkins,IND,5100
Chris Carson,SEA,5900
Rex Burkhead,NE,6300
Royce Freeman,DEN,6000
Bilal Powell,NYJ,5400
Leonard Fournette,JAX,8000
Peyton Barber,TB,5600
Chase Edmonds,ARI,5000
Devonta Freeman,ATL,7100
Alex Collins,BAL,6700
Rashaad Penny,SEA,6300
Alex Armah,CAR,4500
Frank Gore,MIA,5300
Kyle Juszczyk,SF,4500
Theo Riddick,DET,5400
Matt Breida,SF,5000
Tarik Cohen,CHI,5600
Kerryon Johnson,DET,5800
Darren Sproles,PHI,4600
Jamaal Williams,GB,6100
Spencer Ware,KC,5200
James Develin,NE,4500
Latavius Murray,MIN,5500
Jeremy Hill,NE,4600
Derrick Henry,TEN,6800
Malcolm Brown,LAR,5000
Marcus Murphy,BUF,4500
Duke Johnson,CLE,5800
Doug Martin,OAK,5100
LeSean McCoy,BUF,7300
Corey Clement,PHI,5000
Trenton Cannon,NYJ,4500
Devontae Booker,DEN,6000
Nick Chubb,CLE,5500
Alfred Morris,SF,5500
Wayne Gallman,NYG,4800
Giovani Bernard,CIN,5400
Tre Madden,SEA,4500
Michael Burton,CHI,4500
Jacquizz Rodgers,TB,4500
Jonathan Stewart,NYG,5000
Rob Kelley,WAS,4500
Rod Smith,DAL,5000
Corey Grant,JAX,4500
Chris Ivory,BUF,5700
Derek Watt,LAC,4500
Raheem Mostert,SF,4500
C.J. Ham,MIN,4500
Wendell Smallwood,PHI,4500
Zach Line,NO,4500
Damien Williams,KC,4500
Benny Cunningham,CHI,4500
Stevan Ridley,PIT,4500
Tommy Bohanon,JAX,4500
Brandon Bolden,MIA,4700
Keith Smith,OAK,4500
Roosevelt Nix,PIT,4500
Taiwan Jones,BUF,4500
C.J. Prosise,SEA,4600
Patrick DiMarco,BUF,4500
Derrick Coleman,ARI,4500
Andy Janovich,DEN,4500
David Fluellen,TEN,4500
Jamize Olawale,DAL,4500
LeGarrette Blount,DET,5300
