Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Jason Witten, Dal TE",GB,L 31-35,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Antonio Gates, LAC TE",@NYG,W 27-22,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kellen Winslow, NYJ TE",@Cle,W 17-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Benjamin Watson, NO TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Alex Smith, Wsh TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Vernon Davis, Wsh TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Marcedes Lewis, Jax TE",@Pit,W 30-9,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Anthony Fasano, Mia TE",Ten,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Owen Daniels, Den TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Delanie Walker, Ten TE",@Mia,L 10-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Daniel Fells, NYG TE",LAC,L 22-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Greg Olsen, Car TE",@Det,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Matt Spaeth, Pit TE",Jax,L 9-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Scott Chandler*, NE TE",@TB,W 19-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brent Celek, Phi TE",Ari,W 34-7,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Clark Harris, Cin TE",Buf,W 20-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Fred Davis, Wsh TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Martellus Bennett, NE TE",@TB,W 19-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Craig Stevens, Ten TE",@Mia,L 10-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Gary Barnidge, Cle TE",NYJ,L 14-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jacob Tamme, Atl TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Kellen Davis, NYJ TE",@Cle,W 17-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Matthew Mulligan, Det TE",Car,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"David Johnson, Pit TE",Jax,L 9-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"James Casey, Den TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Chase Coffman, Ind TE",SF,W 26-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jared Cook, Oak TE",Bal,L 17-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Bear Pascoe, NE TE",@TB,W 19-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brandon Pettigrew, Det TE",Car,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"John Phillips, NO TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Zach Miller*, Chi TE",Min,L 17-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brandon Myers, TB TE",NE,L 14-19,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jermaine Gresham, Ari TE",@Phi,L 7-34,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Rob Gronkowski, NE TE",@TB,W 19-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Dennis Pitta*, Bal TE",@Oak,W 30-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jimmy Graham, GB TE",@Dal,W 35-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Ed Dickson, Sea TE",@LAR,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Tony Moeaki, Chi TE",Min,L 17-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jim Dray, Ari TE",@Phi,L 7-34,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Garrett Graham, Den TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Clay Harbor, NO TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Michael Hoomanawanui, NO TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Anthony McCoy, Sea TE",@LAR,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Andrew Quarless, Det TE",Car,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Richie Brockel, Car TE",@Det,W 27-24,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jeff Cumberland, LAC TE",@NYG,W 27-22,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Logan Paulsen, Atl TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Lance Kendricks, GB TE",@Dal,W 35-31,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Rob Housler, NE TE",@TB,W 19-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kyle Rudolph, Min TE",@Chi,W 20-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Bruce Miller, SF TE",@Ind,L 23-26,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Virgil Green, LAC TE",@NYG,W 27-22,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Luke Stocker, Ten TE",@Mia,L 10-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"David Ausberry, Det TE",Car,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Charles Clay, Buf TE",@Cin,L 16-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Niles Paul, Jax TE",@Pit,W 30-9,--/--,--,--,--,--,--,--,--,--,--,--,TE
"D.J. Williams, Wsh TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Jordan Cameron, Mia TE",Ten,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Julius Thomas, Mia TE",Ten,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Lee Smith, Oak TE",Bal,L 17-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Coby Fleener, NO TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Dwayne Allen, NE TE",@TB,W 19-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Orson Charles, KC TE",@Hou,W 42-34,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Ladarius Green, Pit TE",Jax,L 9-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"James Hanna, Dal TE",GB,L 31-35,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Rhett Ellison, NYG TE",LAC,L 22-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Greg Scruggs, NE TE",@TB,W 19-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Garrett Celek, SF TE",@Ind,L 23-26,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Phillip Supernaw, Ten TE",@Mia,L 10-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Beau Brinkley, Ten TE",@Mia,L 10-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Dominique Jones, Mia TE",Ten,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Derek Carrier, Oak TE",Bal,L 17-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Sean McGrath, LAC TE",@NYG,W 27-22,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Chase Ford, Bal TE",@Oak,W 30-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Cooper Helfet, Oak TE",Bal,L 17-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brandon Bostick, NYJ TE",@Cle,W 17-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Larry Donnell, Bal TE",@Oak,W 30-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Ifeanyi Momah, Ari TE",@Phi,L 7-34,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Tyler Eifert, Cin TE",Buf,W 20-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Zach Ertz, Phi TE",Ari,W 34-7,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Gavin Escobar, Cle TE",NYJ,L 14-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Travis Kelce, KC TE",@Hou,W 42-34,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Vance McDonald, Pit TE",Jax,L 9-30,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jordan Reed, Wsh TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Ryan Griffin, Hou TE",KC,L 34-42,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Michael Williams, NE TE",@TB,W 19-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Mychal Rivera, Jax TE",@Pit,W 30-9,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Chris Gragg, NYJ TE",@Cle,W 17-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Dion Sims, Chi TE",Min,L 17-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Levine Toilolo, Det TE",Car,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Justice Cunningham, LAR TE",Sea,L 10-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Luke Willson, Det TE",Car,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Josh Hill, NO TE",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,TE
"Chris Pantale, Mia TE",Ten,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Timothy Wright, Det TE",Car,L 24-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brandon Williams, Ind TE",SF,W 26-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"MarQueis Gray, Mia TE",Ten,W 16-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Zach Sudfeld, NYJ TE",@Cle,W 17-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jake Stoneburner, LAR TE",Sea,L 10-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jack Doyle, Ind TE",SF,W 26-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Eric Ebron, Ind TE",SF,W 26-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"C.J. Fiedorowicz, Hou TE",KC,L 34-42,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Crockett Gillmore, Bal TE",@Oak,W 30-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Richard Rodgers, Phi TE",Ari,W 34-7,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jace Amaro, Ten TE",@Mia,L 10-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Austin Seferian-Jenkins, Jax TE",@Pit,W 30-9,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Troy Niklas, NE TE",@TB,W 19-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Logan Thomas, Buf TE",@Cin,L 16-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Darren Fells, Cle TE",NYJ,L 14-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brian Leonhardt, Min TE",@Chi,W 20-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Demetrius Harris, KC TE",@Hou,W 42-34,--/--,--,--,--,--,--,--,--,--,--,--,TE
