player,team,pos,proj,salary
Lamar Jackson,BAL,QB,14.110199999999999,7400.0
Theo Riddick,DET,RB,14.327666666666664,4800.0
Saquon Barkley,NYG,RB,25.00366666666667,9000.0
Jalen Richard,OAK,RB,15.69,5300.0
Tyler Boyd,CIN,WR,20.598333333333333,6800.0
Stefon Diggs,MIN,WR,20.840666666666667,7300.0
Adam Thielen,MIN,WR,23.814666666666668,8600.0
Zach Ertz,PHI,TE,20.209999999999997,7600.0
Cleveland Browns,CLE,DST,1.9320000000000004,3100.0
,,,156.5272,59900.0
