player,team,pos,proj,salary
Ryan Tannehill,MIA,QB,10.850133333333334,6200.0
David Johnson,ARI,RB,22.763333333333332,8600.0
Christian McCaffrey,CAR,RB,19.387333333333334,7500.0
Larry Fitzgerald,ARI,WR,19.224333333333334,7300.0
Julio Jones,ATL,WR,21.558333333333334,8300.0
Keenan Allen,LAC,WR,22.676,8000.0
Danny Amendola,MIA,WR,16.27733333333333,5100.0
Jack Doyle,IND,TE,14.496000000000002,5600.0
Miami Dolphins,MIA,DST,2.5200000000000005,3200.0
,,,149.75280000000004,59800.0
