Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Jason Witten, Dal TE",Sea,L 12-21,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Antonio Gates, LAC TE",@NYJ,W 14-7,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kellen Winslow, NYJ TE",LAC,L 7-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Benjamin Watson, NO TE",Atl,W 23-13,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Alex Smith, Wsh TE",Den,W 27-11,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Vernon Davis, Wsh TE",Den,W 27-11,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Marcedes Lewis, Jax TE",@SF,L 33-44,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Anthony Fasano, Mia TE",@KC,L 13-29,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Owen Daniels, Den TE",@Wsh,L 11-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Delanie Walker, Ten TE",LAR,L 23-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Daniel Fells, NYG TE",@Ari,L 0-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Greg Olsen, Car TE",TB,W 22-19,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Matt Spaeth, Pit TE",@Hou,W 34-6,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Scott Chandler*, NE TE",Buf,W 37-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Brent Celek, Phi TE",Oak,W 19-10,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Clark Harris, Cin TE",Det,W 26-17,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Fred Davis, Wsh TE",Den,W 27-11,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Martellus Bennett, NE TE",Buf,W 37-16,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Craig Stevens, Ten TE",LAR,L 23-27,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Gary Barnidge, Cle TE",@Chi,L 3-20,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Jacob Tamme, Atl TE",@NO,L 13-23,--/--,--,--,--,--,--,--,--,--,--,--,TE
"Kellen Davis, NYJ TE",LAC,L 7-14,--/--,--,--,--,--,--,--,--,--,--,--,TE
