Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Tyreek Hill,WR,KC,6.7,0.1,6.1,100.9,0.9
DeAndre Hopkins,WR,HOU,0.5,0.0,7.1,101.8,0.8
Adam Thielen,WR,MIN,0.7,0.0,8.3,103.0,0.6
Antonio Brown,WR,PIT,0.0,0.0,7.1,91.3,0.8
Davante Adams,WR,GB,0.0,0.0,6.4,85.7,0.8
Michael Thomas,WR,NO,0.0,0.0,7.2,91.0,0.7
Brandin Cooks,WR,LAR,3.2,0.0,5.6,86.1,0.6
Mike Evans,WR,TB,0.0,0.0,6.1,92.1,0.6
Julio Jones,WR,ATL,0.7,0.0,6.6,93.3,0.5
Robert Woods,WR,LAR,5.2,0.0,5.7,83.1,0.6
Keenan Allen,WR,LAC,3.3,0.0,6.7,86.5,0.6
JuJu Smith-Schuster,WR,PIT,0.2,0.0,6.3,86.3,0.6
Kenny Golladay,WR,DET,0.4,0.0,5.6,84.5,0.6
T.Y. Hilton,WR,IND,0.0,0.0,5.1,74.6,0.6
Stefon Diggs,WR,MIN,2.7,0.0,6.0,73.3,0.6
Amari Cooper,WR,DAL,0.2,0.0,5.4,74.1,0.6
Julian Edelman,WR,NE,3.5,0.0,5.6,67.2,0.5
D.J. Moore,WR,CAR,6.2,0.0,5.0,65.4,0.4
Corey Davis,WR,TEN,2.0,0.0,4.7,64.4,0.5
Tyler Lockett,WR,SEA,3.1,0.0,3.8,55.6,0.6
Tyler Boyd,WR,CIN,0.8,0.0,4.6,60.8,0.5
Alshon Jeffery,WR,PHI,0.0,0.0,4.2,56.6,0.5
Chris Godwin,WR,TB,0.0,0.0,4.9,65.6,0.3
Allen Robinson,WR,CHI,0.0,0.0,3.9,53.1,0.5
David Moore,WR,SEA,0.1,0.0,3.0,43.7,0.6
Doug Baldwin,WR,SEA,0.0,0.0,4.3,50.8,0.4
Mike Williams,WR,LAC,1.4,0.0,2.9,42.2,0.5
Adam Humphries,WR,TB,0.6,0.0,4.8,55.5,0.2
Jarvis Landry,WR,CLE,0.0,0.0,5.0,56.6,0.2
Dede Westbrook,WR,JAX,2.7,0.0,3.9,51.9,0.3
Larry Fitzgerald,WR,ARI,0.0,0.0,4.6,52.0,0.3
Tre'Quan Smith,WR,NO,0.0,0.0,3.3,48.3,0.3
Curtis Samuel,WR,CAR,4.8,0.0,3.0,37.3,0.4
Calvin Ridley,WR,ATL,2.6,0.0,3.9,48.2,0.3
Golden Tate,WR,PHI,1.5,0.0,4.2,50.0,0.3
Chris Conley,WR,KC,0.0,0.0,3.7,45.3,0.4
Courtland Sutton,WR,DEN,0.0,0.0,3.1,51.5,0.2
Sterling Shepard,WR,NYG,0.8,0.0,4.4,52.0,0.2
Donte Moncrief,WR,JAX,0.0,0.0,3.5,46.7,0.3
Josh Reynolds,WR,LAR,0.7,0.0,2.9,40.9,0.3
Kenny Stills,WR,MIA,0.0,0.0,3.0,43.9,0.3
Bruce Ellington,WR,DET,0.4,0.0,4.3,47.3,0.2
DeVante Parker,WR,MIA,0.0,0.0,4.1,48.1,0.2
Taylor Gabriel,WR,CHI,3.5,0.0,3.7,44.3,0.2
Quincy Enunwa,WR,NYJ,0.1,0.0,4.0,48.9,0.2
Michael Crabtree,WR,BAL,0.0,0.0,3.5,40.9,0.3
John Brown,WR,BAL,1.5,0.0,2.6,39.9,0.2
Marquez Valdes-Scantling,WR,GB,0.0,0.0,3.2,43.0,0.2
Mohamed Sanu,WR,ATL,0.6,0.0,3.5,41.9,0.2
Jordy Nelson,WR,OAK,0.0,0.0,3.0,39.2,0.2
Antonio Callaway,WR,CLE,1.2,0.0,3.0,38.9,0.2
Anthony Miller,WR,CHI,1.2,0.0,2.7,36.3,0.2
Dontrelle Inman,WR,IND,0.0,0.0,3.2,39.1,0.2
Tyrell Williams,WR,LAC,0.7,0.0,2.1,35.5,0.2
Devin Funchess,WR,CAR,0.0,0.0,2.6,36.0,0.2
Zay Jones,WR,BUF,0.0,0.0,3.3,39.4,0.1
Kendrick Bourne,WR,SF,0.0,0.0,3.2,39.5,0.1
Josh Doctson,WR,WAS,0.0,0.0,2.9,38.5,0.1
Seth Roberts,WR,OAK,0.3,0.0,3.1,37.3,0.1
Kelvin Benjamin,WR,KC,0.0,0.0,2.5,36.8,0.1
Robby Anderson,WR,NYJ,0.4,0.0,2.6,37.1,0.1
Cole Beasley,WR,DAL,0.0,0.0,3.3,34.0,0.2
Jermaine Kearse,WR,NYJ,0.0,0.0,3.1,35.8,0.1
Michael Gallup,WR,DAL,0.0,0.0,2.5,35.9,0.1
Willie Snead,WR,BAL,1.0,0.0,3.1,35.6,0.1
Marcell Ateman,WR,OAK,0.2,0.0,2.6,35.0,0.1
Randall Cobb,WR,GB,0.6,0.0,2.9,32.4,0.2
Leonte Carroo,WR,MIA,1.1,0.0,1.9,28.2,0.2
Tajae Sharpe,WR,TEN,0.8,0.0,2.2,28.7,0.2
Rashard Higgins,WR,CLE,0.0,0.0,2.2,31.1,0.1
Nelson Agholor,WR,PHI,1.2,0.0,2.7,30.3,0.1
Jamison Crowder,WR,WAS,2.4,0.0,2.5,30.1,0.1
Laquon Treadwell,WR,MIN,0.0,0.0,2.7,29.5,0.1
Equanimeous St. Brown,WR,GB,0.2,0.0,2.2,28.5,0.1
Keelan Cole,WR,JAX,0.0,0.0,2.3,30.0,0.1
John Ross,WR,CIN,0.6,0.0,1.8,23.5,0.2
T.J. Jones,WR,DET,0.0,0.0,2.1,26.2,0.1
Taywan Taylor,WR,TEN,0.2,0.0,2.0,25.5,0.1
Ryan Switzer,WR,PIT,2.2,0.0,2.1,24.2,0.1
