Player,Team,Salary
Keenan Allen,LAC,7700
Dante Pettis,SFO,5300
Antonio Brown,PIT,8500
Zay Jones,BUF,4600
Jaron Brown,SEA,4800
Golden Tate,PHI,6100
Davante Adams,GNB,8500
Chris Godwin,TAM,5400
Odell Beckham Jr.,NYG,8200
Courtland Sutton,DEN,5400
Robert Woods,LAR,7300
Adam Humphries,TAM,6000
Jordy Nelson,OAK,4700
Rashard Higgins,CLE,4600
Jarvis Landry,CLE,5500
Josh Gordon,NWE,6600
Corey Davis,TEN,5900
Russell Shepard,NYG,4500
Tyler Lockett,SEA,6700
Tyler Boyd,CIN,7100
DeAndre Hopkins,HOU,8800
Curtis Samuel,CAR,5500
DeVante Parker,MIA,5400
Taywan Taylor,TEN,4600
T.Y. Hilton,IND,7600
Kenny Stills,MIA,5200
Travis Benjamin,LAC,4600
Adam Thielen,MIN,8100
Allen Robinson,CHI,6500
Michael Gallup,DAL,4700
Chris Conley,KAN,4500
Amari Cooper,DAL,6900
Cody Core,CIN,4500
Keith Kirkwood,NOR,5200
Christian Kirk,ARI,5700
Doug Baldwin,SEA,6200
Marcell Ateman,OAK,4600
D.J. Moore,CAR,6400
Brandin Cooks,LAR,7800
Kendrick Bourne,SFO,4700
Antonio Callaway,CLE,5500
JuJu Smith-Schuster,PIT,7200
Nelson Agholor,PHI,5300
Julian Edelman,NWE,7200
Devin Funchess,CAR,5400
Stefon Diggs,MIN,7700
Bruce Ellington,DET,4900
Cordarrelle Patterson,NWE,4800
Jordan Matthews,PHI,4600
Robby Anderson,NYJ,5000
Mike Evans,TAM,7900
Mike Williams,LAC,6000
Tajae Sharpe,TEN,5200
Anthony Miller,CHI,5300
Josh Doctson,WAS,5400
Kenny Golladay,DET,7300
Michael Thomas,NOR,8400
Larry Fitzgerald,ARI,6400
DeAndre Carter,HOU,4500
Aldrick Robinson,MIN,4600
Marquez Valdes-Scantling,GNB,5200
Donte Moncrief,JAC,5200
Tyreek Hill,KAN,8400
Jarius Wright,CAR,4700
Mohamed Sanu,ATL,5300
Michael Crabtree,BAL,5400
Jamison Crowder,WAS,5300
Sterling Shepard,NYG,5400
Demaryius Thomas,HOU,5300
Alshon Jeffery,PHI,7000
Isaiah McKenzie,BUF,4500
Brice Butler,MIA,4600
Demarcus Robinson,KAN,4600
Seth Roberts,OAK,5200
Randall Cobb,GNB,5300
Dede Westbrook,JAC,5300
Emmanuel Sanders,DEN,7000
Calvin Ridley,ATL,6400
Breshad Perriman,CLE,4500
Andre Roberts,NYJ,4500
Robert Foster,BUF,5500
Kelvin Benjamin,KAN,4800
Chris Hogan,NWE,4900
T.J. Jones,DET,4600
Josh Reynolds,LAR,5800
Julio Jones,ATL,8600
Chris Moore,BAL,4500
Trent Sherfield,ARI,4500
Keelan Cole,JAC,4600
John Ross,CIN,5600
Dontrelle Inman,IND,5100
Laquon Treadwell,MIN,4600
Zach Pascal,IND,4600
Tyrell Williams,LAC,5800
Cole Beasley,DAL,5000
Quincy Enunwa,NYJ,5200
Ryan Switzer,PIT,4600
Deonte Thompson,BUF,4600
Bennie Fowler,NYG,4600
Trent Taylor,SFO,4500
Jake Kumerow,GNB,4500
Michael Floyd,WAS,4500
Dwayne Harris,OAK,4500
Willie Snead,BAL,4900
Josh Bellamy,CHI,4500
Cameron Batson,TEN,4600
Taylor Gabriel,CHI,5300
Russell Gage,ATL,4500
A.J. Green,CIN,8000
Damion Ratley,CLE,4600
Malik Turner,SEA,4500
Marcus Kemp,KAN,4500
J'Mon Moore,GNB,4500
David Moore,SEA,6300
Shelton Gibson,PHI,4500
DaeSean Hamilton,DEN,4500
Darrius Heyward-Bey,PIT,4500
Phillip Dorsett,NWE,4600
Brandon Zylstra,MIN,4500
Jawill Davis,NYG,4500
Austin Carr,NOR,5300
Equanimeous St. Brown,GNB,4500
J.J. Nelson,ARI,4600
Allen Hurns,DAL,4600
Jermaine Kearse,NYJ,5000
Darius Jennings,TEN,4500
Geremy Davis,LAC,4500
Chester Rogers,IND,4700
JoJo Natson,LAR,4500
Torrey Smith,CAR,5000
River Cracraft,DEN,4500
John Brown,BAL,4800
Charone Peake,NYJ,4500
Maurice Harris,WAS,4700
Andre Holmes,BUF,4500
KhaDarel Hodge,LAR,4500
Rashad Greene,JAC,4500
Justin Watson,TAM,4500
Ryan Grant,IND,4600
Gehrig Dieter,KAN,4500
Jehu Chesson,WAS,4500
Tre'Quan Smith,NOR,6200
Sammie Coates,HOU,4500
Matthew Slater,NWE,4500
Leonte Carroo,MIA,4500
Corey Coleman,NYG,4500
Isaiah Ford,MIA,4500
Justin Hunter,PIT,4500
Justin Hardy,ATL,4500
Tim Patrick,DEN,4500
Marvin Hall,ATL,4500
Alex Erickson,CIN,4500
Richie James,SFO,4600
