Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Alvin Kamara,RB,NO,65,1,7,55,1
Todd Gurley,RB,LAR,100,1,6,45,0
Ezekiel Elliott,RB,DAL,90,1,3,25,0
Melvin Gordon,RB,LAC,65,1,6,45,0
Christian McCaffrey,RB,CAR,50,0,6,50,1
Adrian Peterson,RB,WAS,85,1,2,15,0
Chris Carson,RB,SEA,80,1,2,15,0
Tarik Cohen,RB,CHI,35,0,6,50,1
James Conner,RB,PIT,55,1,5,30,0
Aaron Jones,RB,GB,65,1,2,20,0
Phillip Lindsay,RB,DEN,60,1,3,25,0
Latavius Murray,RB,MIN,70,1,2,15,0
James White,RB,NE,35,0,7,50,1
Kerryon Johnson,RB,DET,60,1,2,20,0
Tevin Coleman,RB,ATL,55,1,2,20,0
Kenyan Drake,RB,MIA,55,1,2,20,0
Dion Lewis,RB,TEN,50,1,4,25,0
Nick Chubb,RB,CLE,65,1,1,5,0
Alex Collins,RB,BAL,55,1,1,10,0
LeSean McCoy,RB,BUF,40,1,3,25,0
Doug Martin,RB,OAK,60,1,0,0,0
Mark Ingram,RB,NO,30,1,2,15,0
Peyton Barber,RB,TB,55,0,3,25,0
Lamar Miller,RB,HOU,60,0,2,15,0
Matt Breida,RB,SF,55,0,2,15,0
Isaiah Crowell,RB,NYJ,45,0,2,15,0
Jordan Howard,RB,CHI,45,0,1,10,0
Chris Ivory,RB,BUF,35,0,2,20,0
Jalen Richard,RB,OAK,20,0,5,35,0
Devontae Booker,RB,DEN,25,0,3,25,0
Mike Davis,RB,SEA,35,0,1,10,0
Frank Gore,RB,MIA,40,0,1,5,0
Elijah McGuire,RB,NYJ,25,0,2,20,0
Ito Smith,RB,ATL,35,0,1,10,0
Austin Ekeler,RB,LAC,15,0,3,25,0
Derrick Henry,RB,TEN,35,0,1,5,0
Duke Johnson,RB,CLE,10,0,4,30,0
Theo Riddick,RB,DET,10,0,3,20,0
Javorius Allen,RB,BAL,5,0,2,20,0
Alfred Blue,RB,HOU,15,0,1,10,0
Raheem Mostert,RB,SF,20,0,1,5,0
Jacquizz Rodgers,RB,TB,15,0,1,10,0
Trenton Cannon,RB,NYJ,10,0,1,10,0
Kyle Juszczyk,RB,SF,0,0,2,20,0
Alfred Morris,RB,SF,20,0,0,0,0
Spencer Ware,RB,KC,15,0,1,5,0
Jamaal Williams,RB,GB,15,0,1,5,0
LeGarrette Blount,RB,DET,15,0,0,0,0
Dalvin Cook,RB,MIN,10,0,1,5,0
Mike Boone,RB,MIN,10,0,0,0,0
Malcolm Brown,RB,LAR,5,0,1,5,0
Marcus Murphy,RB,BUF,10,0,0,0,0
Stevan Ridley,RB,PIT,5,0,1,5,0
Rod Smith,RB,DAL,5,0,0,0,0
