player,team,pos,proj,salary
Carson Wentz,PHI,QB,13.086533333333334,7400.0
Christian McCaffrey,CAR,RB,20.75133333333334,8000.0
Saquon Barkley,NYG,RB,27.813333333333333,8600.0
Larry Fitzgerald,ARI,WR,17.82566666666667,5800.0
Julio Jones,ATL,WR,25.176333333333332,8700.0
Keenan Allen,LAC,WR,23.756333333333334,7900.0
Corey Davis,TEN,WR,18.698999999999998,5800.0
Jordan Reed,WAS,TE,14.331666666666667,5200.0
Arizona Cardinals,ARI,DST,-0.07399999999999984,2500.0
,,,161.36620000000002,59900.0
