Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Adam Thielen,WR,MIN,0.0,0.0,0.0,1.2,0.0,8.1,111.0,0.6
Antonio Brown,WR,PIT,0.0,0.0,0.0,0.0,0.0,7.1,103.0,0.6
DeAndre Hopkins,WR,HOU,0.0,0.0,0.0,0.0,0.0,6.5,94.9,0.8
Davante Adams,WR,GB,0.0,0.0,0.0,0.0,0.0,7.0,90.5,0.8
Michael Thomas,WR,NO,0.0,0.0,0.0,0.0,0.0,7.6,95.1,0.5
Tyreek Hill,WR,KC,0.0,0.0,0.0,8.2,0.0,5.7,88.2,0.5
Julio Jones,WR,ATL,0.0,0.0,0.0,1.2,0.0,6.1,93.8,0.4
Mike Evans,WR,TB,0.0,0.0,0.0,0.0,0.0,6.0,82.1,0.6
Emmanuel Sanders,WR,DEN,0.0,0.0,0.0,0.0,0.0,7.0,76.8,0.4
Jarvis Landry,WR,CLE,0.0,0.0,0.0,0.4,0.0,7.2,73.9,0.4
Keenan Allen,WR,LAC,0.0,0.0,0.0,4.5,0.0,5.5,71.2,0.4
Robert Woods,WR,LAR,0.0,0.0,0.0,6.3,0.0,5.2,68.4,0.4
Julian Edelman,WR,NE,0.0,0.0,0.0,0.0,0.0,6.6,72.0,0.3
Brandin Cooks,WR,LAR,0.0,0.0,0.0,5.1,0.0,4.6,71.5,0.4
Cooper Kupp,WR,LAR,0.0,0.0,0.0,2.4,0.0,5.3,71.6,0.4
JuJu Smith-Schuster,WR,PIT,0.0,0.0,0.0,0.0,0.0,4.8,66.8,0.5
Devin Funchess,WR,CAR,0.0,0.0,0.0,0.0,0.0,4.1,57.5,0.5
Kenny Golladay,WR,DET,0.0,0.0,0.0,0.9,0.0,4.0,62.1,0.4
Marvin Jones,WR,DET,0.0,0.0,0.0,0.0,0.0,4.2,62.1,0.4
Josh Gordon,WR,NE,0.0,0.0,0.0,1.3,0.0,3.9,56.1,0.4
Sammy Watkins,WR,KC,0.0,0.0,0.0,1.7,0.0,4.0,57.4,0.4
John Brown,WR,BAL,0.0,0.0,0.0,0.0,0.0,3.8,60.1,0.4
Tyler Lockett,WR,SEA,0.0,0.0,0.0,3.4,0.0,3.8,53.3,0.2
Randall Cobb,WR,GB,0.0,0.0,0.0,1.8,0.0,4.7,51.4,0.4
Demaryius Thomas,WR,HOU,0.0,0.0,0.0,0.0,0.0,4.7,51.9,0.4
Michael Crabtree,WR,BAL,0.0,0.0,0.0,0.0,0.0,4.6,49.6,0.3
D.J. Moore,WR,CAR,0.0,0.0,0.0,0.7,0.0,3.8,48.3,0.4
Doug Baldwin,WR,SEA,0.0,0.0,0.0,0.5,0.0,3.8,47.4,0.4
Calvin Ridley,WR,ATL,0.0,0.0,0.0,0.3,0.0,4.3,53.0,0.3
DeSean Jackson,WR,TB,0.0,0.0,0.0,2.3,0.0,3.3,55.5,0.3
Corey Davis,WR,TEN,0.0,0.0,0.0,0.0,0.0,4.0,51.0,0.3
Marquez Valdes-Scantling,WR,GB,0.0,0.0,0.0,0.0,0.0,4.0,51.4,0.3
Amari Cooper,WR,DAL,0.0,0.0,0.0,1.4,0.0,3.7,50.9,0.3
Taylor Gabriel,WR,CHI,0.0,0.0,0.0,8.2,0.0,3.3,50.6,0.2
Courtland Sutton,WR,DEN,0.0,0.0,0.0,0.0,0.0,3.2,51.0,0.4
Chris Godwin,WR,TB,0.0,0.0,0.0,0.0,0.0,3.3,49.2,0.4
Jordy Nelson,WR,OAK,0.0,0.0,0.0,0.0,0.0,3.8,44.6,0.4
Willie Snead,WR,BAL,0.0,0.0,0.0,0.0,0.0,4.9,51.2,0.2
Marquise Goodwin,WR,SF,0.0,0.0,0.0,2.1,0.0,3.0,49.8,0.3
Cole Beasley,WR,DAL,0.0,0.0,0.0,0.0,0.0,4.4,51.0,0.2
Paul Richardson,WR,WAS,0.0,0.0,0.0,0.0,0.0,3.7,48.5,0.2
Chris Hogan,WR,NE,0.0,0.0,0.0,0.6,0.0,3.3,44.2,0.3
Tyrell Williams,WR,LAC,0.0,0.0,0.0,0.0,0.0,3.1,47.4,0.3
DeVante Parker,WR,MIA,0.0,0.0,0.0,0.0,0.0,3.3,42.9,0.3
Tre'Quan Smith,WR,NO,0.0,0.0,0.0,0.0,0.0,3.4,45.8,0.3
