Player,Team,Salary
Michael Thomas,NO,8600
Adam Humphries,TB,5200
Julio Jones,ATL,8500
DeAndre Hopkins,HOU,8600
Josh Gordon,NE,6900
Brandin Cooks,LAR,7500
Curtis Samuel,CAR,4600
Keenan Allen,LAC,7400
Maurice Harris,WAS,4700
Cooper Kupp,LAR,6800
Calvin Ridley,ATL,6500
Julian Edelman,NE,7300
Amari Cooper,DAL,6400
Cordarrelle Patterson,NE,4700
Pierre Garcon,SF,5300
Davante Adams,GB,8600
Antonio Brown,PIT,8800
Marquez Valdes-Scantling,GB,4700
JuJu Smith-Schuster,PIT,7200
Adam Thielen,MIN,8900
Josh Doctson,WAS,4900
Tyreek Hill,KC,7800
Robert Woods,LAR,7600
Doug Baldwin,SEA,5700
Marvin Jones,DET,6500
Mike Williams,LAC,5400
Tyrell Williams,LAC,6200
Willie Snead,BAL,5300
Tre'Quan Smith,NO,5100
Corey Davis,TEN,5800
Sammy Watkins,KC,6700
Allen Hurns,DAL,4700
Anthony Miller,CHI,5400
Jarvis Landry,CLE,6600
Emmanuel Sanders,DEN,7100
Kendrick Bourne,SF,4500
Demaryius Thomas,HOU,5800
Jaron Brown,SEA,4500
Courtland Sutton,DEN,5500
Danny Amendola,MIA,5400
Richie James,SF,4500
Kenny Golladay,DET,6200
Antonio Callaway,CLE,4900
Michael Gallup,DAL,5000
Mohamed Sanu,ATL,5800
Devin Funchess,CAR,6400
Taylor Gabriel,CHI,5800
Martavis Bryant,OAK,5300
Breshad Perriman,CLE,4500
Robby Anderson,NYJ,5200
D.J. Moore,CAR,5300
Chris Godwin,TB,5900
Randall Cobb,GB,6100
Michael Crabtree,BAL,6300
Laquon Treadwell,MIN,4700
Phillip Dorsett,NE,4800
DeSean Jackson,TB,6600
Darius Jennings,TEN,4500
Zay Jones,BUF,4600
Tyler Lockett,SEA,6700
Ryan Switzer,PIT,4500
Chris Moore,BAL,4500
Jermaine Kearse,NYJ,4600
Brandon LaFell,OAK,4600
Rashard Higgins,CLE,4600
Taywan Taylor,TEN,4600
Cameron Batson,TEN,4500
Cole Beasley,DAL,6000
John Brown,BAL,6400
Aldrick Robinson,MIN,4600
Chris Conley,KC,4500
David Moore,SEA,5800
Paul Richardson,WAS,5500
Jordy Nelson,OAK,5300
Damion Ratley,CLE,4600
T.J. Jones,DET,4500
Tim Patrick,DEN,4500
Mike Evans,TB,7900
Jakeem Grant,MIA,4700
Marquise Goodwin,SF,5200
Dwayne Harris,OAK,4500
Seth Roberts,OAK,5600
Jarius Wright,CAR,4600
DeVante Parker,MIA,5800
Equanimeous St. Brown,GB,4500
Demarcus Robinson,KC,4600
Tajae Sharpe,TEN,5300
Marcus Kemp,KC,4500
Chris Hogan,NE,5800
Michael Floyd,WAS,4500
Darrius Heyward-Bey,PIT,4500
Brandon Zylstra,MIN,4500
Austin Carr,NO,4500
Brandon Powell,DET,4500
Damiere Byrd,CAR,4500
Russell Gage,ATL,4500
Geremy Davis,LAC,4500
JoJo Natson,LAR,4500
Charone Peake,NYJ,4500
Javon Wims,CHI,4500
Vyncint Smith,HOU,4500
Cameron Meredith,NO,4900
Justin Watson,TB,4500
Jehu Chesson,WAS,4500
Andre Roberts,NYJ,4500
Deontay Burnett,NYJ,4900
Matthew Slater,NE,4500
Josh Reynolds,LAR,5600
Leonte Carroo,MIA,4500
Ray-Ray McCloud,BUF,4500
Josh Bellamy,CHI,4500
Justin Hardy,ATL,4600
Dante Pettis,SF,4600
Marvin Hall,ATL,4500
Travis Benjamin,LAC,4600
