Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Darren Sproles,RB,PHI,210.0,1.3,30.4,251.7,1.2
Spencer Ware,RB,KC,312.5,2.3,14.2,120.9,0.5
Kenneth Dixon,RB,BAL,271.7,1.9,19.9,147.8,0.7
Rod Smith,RB,DAL,246.3,2.1,13.5,132.0,0.7
Wayne Gallman,RB,NYG,255.0,1.3,24.7,170.5,0.7
James Conner,RB,PIT,297.9,2.1,9.5,61.0,0.3
Chase Edmonds,RB,ARI,235.5,1.5,20.0,143.7,0.5
Corey Grant,RB,JAX,241.0,1.9,13.1,101.4,0.5
Alfred Blue,RB,HOU,260.9,1.4,9.8,91.5,0.4
Jeremy Hill,RB,NE,252.8,2.4,6.8,56.5,0.2
Jalen Richard,RB,OAK,171.7,1.2,22.1,172.3,0.7
C.J. Prosise,RB,SEA,133.5,0.9,19.2,197.2,0.6
Jonathan Stewart,RB,NYG,236.7,2.0,7.5,47.7,0.2
Kyle Juszczyk,RB,SF,38.3,0.2,32.1,286.9,1.2
Rob Kelley,RB,WAS,213.3,1.7,8.2,54.5,0.2
Samaje Perine,RB,WAS,196.4,1.3,8.8,66.8,0.2
Phillip Lindsay,RB,DEN,172.2,1.0,14.1,102.0,0.4
John Kelly,RB,LAR,192.8,1.0,7.6,60.3,0.2
Kalen Ballage,RB,MIA,154.7,0.9,9.6,72.5,0.3
Elijah McGuire,RB,NYJ,132.2,0.7,9.8,89.2,0.4
Jacquizz Rodgers,RB,TB,132.7,0.8,12.0,79.6,0.2
Malcolm Brown,RB,LAR,171.5,1.0,5.6,40.9,0.1
Ameer Abdullah,RB,MIN,129.0,0.8,8.7,65.3,0.3
Marcus Murphy,RB,BUF,146.6,0.8,9.2,58.9,0.2
Jaylen Samuels,RB,PIT,121.7,0.8,9.0,67.4,0.2
Detrez Newsome,RB,LAC,129.6,0.8,4.1,49.6,0.3
DeAndre Washington,RB,OAK,95.9,0.8,11.8,79.2,0.3
Raheem Mostert,RB,SF,143.4,1.1,6.0,42.0,0.1
Mark Walton,RB,CIN,136.4,0.7,5.4,53.1,0.1
Cameron Artis-Payne,RB,CAR,125.8,0.8,6.0,36.5,0.1
Damien Williams,RB,KC,72.1,0.5,7.0,78.4,0.4
Mike Boone,RB,MIN,88.5,0.7,2.2,52.7,0.3
Mike Davis,RB,SEA,99.6,0.5,7.4,59.8,0.1
Trenton Cannon,RB,NYJ,84.1,0.5,5.0,48.3,0.2
T.J. Logan,RB,ARI,89.0,0.4,6.0,50.0,0.2
Boston Scott,RB,PHI,89.8,0.7,4.5,28.3,0.1
Benny Cunningham,RB,CHI,38.0,0.2,8.6,91.2,0.4
J.D. McKissic,RB,SEA,49.7,0.1,9.3,73.7,0.1
Tyler Ervin,RB,BAL,66.8,0.3,6.3,43.7,0.1
Ito Smith,RB,ATL,78.9,0.3,3.6,29.6,0.1
Wendell Smallwood,RB,PHI,71.0,0.4,3.9,27.5,0.1
Ricky Ortiz,RB,ATL,30.8,0.2,0.0,56.3,0.3
Justin Jackson,RB,LAC,61.0,0.4,2.5,19.5,0.1
Tommy Bohanon,RB,JAX,15.7,0.5,5.2,44.9,0.2
De'Anthony Thomas,RB,KC,0.0,0.0,0.0,73.8,0.5
Alex Armah,RB,CAR,43.5,0.1,6.4,40.2,0.1
Stevan Ridley,RB,PIT,61.2,0.3,1.5,9.4,0.0
Derek Watt,RB,LAC,30.1,0.2,3.9,33.1,0.2
Andy Janovich,RB,DEN,22.4,0.4,3.9,32.1,0.1
Jamize Olawale,RB,DAL,22.8,0.2,3.5,30.3,0.1
C.J. Ham,RB,MIN,27.2,0.2,3.8,32.5,0.1
Shaun Wilson,RB,TB,37.6,0.2,2.1,16.7,0.1
Gus Edwards,RB,BAL,37.0,0.3,2.0,12.0,0.1
Anthony Sherman,RB,KC,23.7,0.2,4.5,32.5,0.1
David Williams,RB,JAX,37.0,0.2,2.0,15.0,0.1
David Fluellen,RB,TEN,42.2,0.2,1.9,13.2,0.1
Patrick DiMarco,RB,BUF,9.9,0.1,5.1,43.5,0.2
Roosevelt Nix,RB,PIT,29.5,0.3,1.6,12.1,0.1
Zach Line,RB,NO,12.8,0.2,2.6,22.6,0.3
Senorise Perry,RB,MIA,33.5,0.2,1.9,13.3,0.1
Tre Madden,RB,SEA,13.5,0.1,3.0,28.5,0.2
Keith Smith,RB,OAK,13.3,0.1,3.7,27.2,0.1
Michael Burton,RB,CHI,17.7,0.1,2.3,18.2,0.1
Justin Davis,RB,LAR,22.4,0.1,1.9,12.6,0.1
James Develin,RB,NE,3.4,0.0,3.0,27.3,0.1
Brandon Bolden,RB,MIA,20.3,0.1,1.4,12.0,0.0
Trey Edmunds,RB,PIT,14.0,0.2,0.3,4.3,0.0
Derrick Coleman,RB,ARI,1.7,0.0,1.0,20.5,0.1
Danny Vitale,RB,GB,4.6,0.0,2.7,15.3,0.1
Brian Hill,RB,ATL,0.0,0.0,1.0,11.0,0.0
Matt Dayes,RB,SF,4.0,0.0,1.0,10.0,0.0
Brandon Wilson,RB,CIN,0.0,0.0,0.0,0.0,0.0
