Player,Bye,Proj,Actual,Att,Att,Comp,Inc,Yds,Yds,Yds,Yds,TD,TD,TD,TD,Int,Pick Six,Sack,1st Downs,1st Downs,1st Downs,40 Yd Cmp,Att,Att,Yds,Yds,Yds,Yds,TD,TD,TD,TD,1st Downs,1st Downs,1st Downs,40 Yd Att,Tgt*,Rec,Yds,Yds,Yds,Yds,TD,TD,TD,TD,1st Downs,1st Downs,1st Downs,40 Yd Rec,Yds,Yds,Yds,Yds,TD,TD,TD,TD,2PT,Tot,Lost,POS
Player Note T. Gurley II LAR - RB Final (W) 48-32 vs SF,12,4,5,0.0,256.0,0.0,0.0,0.0,1251,580.0,0.0,0.0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,70.0,26.0,0.0,0.0,256.0,0.0,1251,580.0,0.0,0.0,17.0,4.0,0.0,0.0,70.0,26.0,0.0,81.0,59.0,0.0,1251,580.0,0.0,0.0,17.0,4.0,0.0,0.0,70.0,26.0,1.0,0.0,1251,580.0,0.0,0.0,17.0,4.0,0.0,3.0,1.0,1.0,RB
No new player Notes S. Barkley NYG - RB Final (L) 36-35 vs Dal,9,8,7,0.0,261.0,0.0,0.0,0.0,1307,721.0,0.0,0.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,50.0,30.0,0.0,0.0,261.0,0.0,1307,721.0,0.0,0.0,11.0,4.0,0.0,0.0,50.0,30.0,7.0,121.0,91.0,0.0,1307,721.0,0.0,0.0,11.0,4.0,0.0,0.0,50.0,30.0,2.0,0.0,1307,721.0,0.0,0.0,11.0,4.0,0.0,1.0,0.0,0.0,RB
No new player Notes C. McCaffrey Car - RB Final (W) 33-14 @ NO,4,6,8,1.0,219.0,1.0,0.0,50.0,1098,867.0,0.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,1.0,53.0,41.0,1.0,1.0,219.0,50.0,1098,867.0,0.0,1.0,7.0,6.0,0.0,1.0,53.0,41.0,3.0,124.0,107.0,50.0,1098,867.0,0.0,1.0,7.0,6.0,0.0,1.0,53.0,41.0,0.0,50.0,1098,867.0,0.0,1.0,7.0,6.0,0.0,0.0,4.0,1.0,RB
Player Note A. Kamara NO - RB Final (L) 33-14 vs Car,6,14,12,0.0,194.0,0.0,0.0,0.0,883,709.0,208.0,0.0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,57.0,31.0,0.0,0.0,194.0,0.0,883,709.0,208.0,0.0,14.0,4.0,0.0,0.0,57.0,31.0,1.0,105.0,81.0,0.0,883,709.0,208.0,0.0,14.0,4.0,0.0,0.0,57.0,31.0,1.0,0.0,883,709.0,208.0,0.0,14.0,4.0,0.0,3.0,1.0,0.0,RB
Player Note E. Elliott Dal - RB Final (W) 36-35 @ NYG,8,17,17,0.0,304.0,0.0,0.0,0.0,1434,567.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,74.0,22.0,0.0,0.0,304.0,0.0,1434,567.0,0.0,0.0,6.0,3.0,0.0,0.0,74.0,22.0,1.0,95.0,77.0,0.0,1434,567.0,0.0,0.0,6.0,3.0,0.0,0.0,74.0,22.0,0.0,0.0,1434,567.0,0.0,0.0,6.0,3.0,0.0,0.0,6.0,1.0,RB
No new player Notes J. Conner Pit - RB Final (W) 16-13 vs Cin,7,29,28,0.0,215.0,0.0,0.0,0.0,973,497.0,0.0,0.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,56.0,20.0,0.0,0.0,215.0,0.0,973,497.0,0.0,0.0,12.0,1.0,0.0,0.0,56.0,20.0,0.0,71.0,55.0,0.0,973,497.0,0.0,0.0,12.0,1.0,0.0,0.0,56.0,20.0,0.0,0.0,973,497.0,0.0,0.0,12.0,1.0,0.0,2.0,4.0,2.0,RB
Player Note M. Gordon III LAC - RB Final (W) 23-9 @ Den,8,27,32,0.0,175.0,0.0,0.0,0.0,885,490.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,47.0,21.0,0.0,0.0,175.0,0.0,885,490.0,0.0,0.0,10.0,4.0,0.0,0.0,47.0,21.0,0.0,66.0,50.0,0.0,885,490.0,0.0,0.0,10.0,4.0,0.0,0.0,47.0,21.0,1.0,0.0,885,490.0,0.0,0.0,10.0,4.0,0.0,2.0,1.0,0.0,RB
Player Note J. White NE - RB Final (W) 38-3 vs NYJ,11,39,36,0.0,94.0,0.0,0.0,0.0,425,751.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,22.0,38.0,0.0,0.0,94.0,0.0,425,751.0,0.0,0.0,5.0,7.0,0.0,0.0,22.0,38.0,0.0,123.0,87.0,0.0,425,751.0,0.0,0.0,5.0,7.0,0.0,0.0,22.0,38.0,1.0,0.0,425,751.0,0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,RB
No new player Notes J. Mixon Cin - RB Final (L) 16-13 @ Pit,9,41,41,0.0,237.0,0.0,0.0,0.0,1168,296.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,14.0,0.0,0.0,237.0,0.0,1168,296.0,0.0,0.0,8.0,1.0,0.0,0.0,60.0,14.0,3.0,55.0,43.0,0.0,1168,296.0,0.0,0.0,8.0,1.0,0.0,0.0,60.0,14.0,0.0,0.0,1168,296.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,RB
Player Note D. Johnson Ari - RB Final (L) 27-24 @ Sea,9,42,42,0.0,258.0,0.0,0.0,0.0,940,446.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,51.0,22.0,0.0,0.0,258.0,0.0,940,446.0,0.0,0.0,7.0,3.0,0.0,0.0,51.0,22.0,1.0,76.0,50.0,0.0,940,446.0,0.0,0.0,7.0,3.0,0.0,0.0,51.0,22.0,1.0,0.0,940,446.0,0.0,0.0,7.0,3.0,0.0,1.0,3.0,2.0,RB
