player,team,pos,proj,cost
Kirk Cousins,MIN,QB,11.784066666666666,280.0
T.J. Yeldon,JAX,RB,20.262666666666664,420.0
Tyler Boyd,CIN,WR,20.189666666666664,590.0
Mike Evans,TB,WR,18.641,1190.0
Michael Thomas,NO,WR,23.121,1010.0
Eric Ebron,IND,TE,18.619333333333334,390.0
Zach Ertz,PHI,TE,20.253999999999998,760.0
Matt Prater,DET,K,7.41,140.0
Chicago Bears,CHI,DST,1.9460000000000006,160.0
,,,142.2277333333333,4940.0
