Player,OPP,STATUS ET,1-39,40-49,50+,TOT,XP,PTS,POS
"Adam Vinatieri, Ind K",@LAR,L 9-46,--/--,--/--,--/--,--/--,--/--,--,K
"Phil Dawson, Ari K",@Det,L 23-35,--/--,--/--,--/--,--/--,--/--,--,K
"Sebastian Janikowski, Oak K",@Ten,W 26-16,--/--,--/--,--/--,--/--,--/--,--,K
"Shayne Graham, Atl K",@Chi,W 23-17,--/--,--/--,--/--,--/--,--/--,--,K
"Billy Cundiff, Cle K",Pit,L 18-21,--/--,--/--,--/--,--/--,--/--,--,K
"Matt Bryant, Atl K",@Chi,W 23-17,--/--,--/--,--/--,--/--,--/--,--,K
"Josh Brown, NYG K",@Dal,L 3-19,--/--,--/--,--/--,--/--,--/--,--,K
"Josh Scobee, NO K",@Min,L 19-29,--/--,--/--,--/--,--/--,--/--,--,K
"Mike Nugent, Chi K",Atl,L 17-23,--/--,--/--,--/--,--/--,--/--,--,K
"Nick Novak, LAC K",@Den,L 21-24,--/--,--/--,--/--,--/--,--/--,--,K
"Robbie Gould, SF K",Car,L 3-23,--/--,--/--,--/--,--/--,--/--,--,K
"Shaun Suisham, Pit K",@Cle,W 21-18,--/--,--/--,--/--,--/--,--/--,--,K
"Stephen Gostkowski, NE K",KC,L 27-42,--/--,--/--,--/--,--/--,--/--,--,K
"Nick Folk, TB K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Mason Crosby, GB K",Sea,W 17-9,--/--,--/--,--/--,--/--,--/--,--,K
"Matt Prater, Det K",Ari,W 35-23,--/--,--/--,--/--,--/--,--/--,--,K
"Garrett Hartley, Pit K",@Cle,W 21-18,--/--,--/--,--/--,--/--,--/--,--,K
"Dan Carpenter, Buf K",NYJ,W 21-12,--/--,--/--,--/--,--/--,--/--,--,K
"Connor Barth, Chi K",Atl,L 17-23,--/--,--/--,--/--,--/--,--/--,--,K
"Stephen Hauschka, Buf K",NYJ,W 21-12,--/--,--/--,--/--,--/--,--/--,--,K
"Graham Gano, Car K",@SF,W 23-3,--/--,--/--,--/--,--/--,--/--,--,K
"Ryan Succop, Ten K",Oak,L 16-26,--/--,--/--,--/--,--/--,--/--,--,K
"Dan Bailey, Dal K",NYG,W 19-3,--/--,--/--,--/--,--/--,--/--,--,K
"Kai Forbath, Min K",NO,W 29-19,--/--,--/--,--/--,--/--,--/--,--,K
"Greg Zuerlein, LAR K",Ind,W 46-9,--/--,--/--,--/--,--/--,--/--,--,K
"Blair Walsh, Sea K",@GB,L 9-17,--/--,--/--,--/--,--/--,--/--,--,K
"Randy Bullock, Cin K",Bal,L 0-20,--/--,--/--,--/--,--/--,--/--,--,K
"Giorgio Tavecchio, Oak K",@Ten,W 26-16,--/--,--/--,--/--,--/--,--/--,--,K
"Justin Tucker, Bal K",@Cin,W 20-0,--/--,--/--,--/--,--/--,--/--,--,K
"Brandon Bogotay, TB K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Caleb Sturgis, LAC K",@Den,L 21-24,--/--,--/--,--/--,--/--,--/--,--,K
"Dustin Hopkins, Wsh K",Phi,L 17-30,--/--,--/--,--/--,--/--,--/--,--,K
"Zach Hocker, TB K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Travis Coons, LAC K",@Den,L 21-24,--/--,--/--,--/--,--/--,--/--,--,K
"Chandler Catanzaro, TB K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Brandon McManus, Den K",LAC,W 24-21,--/--,--/--,--/--,--/--,--/--,--,K
"Cairo Santos, NYJ K",@Buf,L 12-21,--/--,--/--,--/--,--/--,--/--,--,K
"Cody Parkey, Chi K",Atl,L 17-23,--/--,--/--,--/--,--/--,--/--,--,K
"Chris Boswell, Pit K",@Cle,W 21-18,--/--,--/--,--/--,--/--,--/--,--,K
"Kasey Redfern, Det K",Ari,W 35-23,--/--,--/--,--/--,--/--,--/--,--,K
"Patrick Murray, TB K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Jordan Gay, Ten K",Oak,L 16-26,--/--,--/--,--/--,--/--,--/--,--,K
"Jason Myers, Sea K",@GB,L 9-17,--/--,--/--,--/--,--/--,--/--,--,K
"Kyle Brindza, NYJ K",@Buf,L 12-21,--/--,--/--,--/--,--/--,--/--,--,K
"Josh Lambo, Jax K",@Hou,W 29-7,--/--,--/--,--/--,--/--,--/--,--,K
"Andrew Franks, Mia K",** BYE **,--/--,--/--,--/--,--/--,--/--,--,,K
"Roberto Aguayo, LAC K",@Den,L 21-24,--/--,--/--,--/--,--/--,--/--,--,K
"Wil Lutz, NO K",@Min,L 19-29,--/--,--/--,--/--,--/--,--/--,--,K
"Aldrick Rosas, NYG K",@Dal,L 3-19,--/--,--/--,--/--,--/--,--/--,--,K
"Jake Elliott, Phi K",@Wsh,W 30-17,--/--,--/--,--/--,--/--,--/--,--,K
"Zane Gonzalez, Cle K",Pit,L 18-21,--/--,--/--,--/--,--/--,--/--,--,K
"Harrison Butker, KC K",@NE,W 42-27,--/--,--/--,--/--,--/--,--/--,--,K
"Younghoe Koo, LAC K",@Den,L 21-24,--/--,--/--,--/--,--/--,--/--,--,K
"Ka'imi Fairbairn, Hou K",Jax,L 7-29,--/--,--/--,--/--,--/--,--/--,--,K
"Nick Rose, LAC K",@Den,L 21-24,--/--,--/--,--/--,--/--,--/--,--,K
"Sam Ficken, LAR K",Ind,W 46-9,--/--,--/--,--/--,--/--,--/--,--,K
