Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Steve Smith Sr., Bal WR",Ind,W 23-16,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Andre Johnson, Ten WR",LAR,L 23-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Anquan Boldin, Buf WR",@NE,L 16-37,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Larry Fitzgerald, Ari WR",NYG,W 23-0,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jerricho Cotchery, Car WR",TB,W 22-19,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Wes Welker, LAR WR",@Ten,W 27-23,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Roddy White, Atl WR",@NO,L 13-23,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Vincent Jackson, TB WR",@Car,L 19-22,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Joshua Cribbs, Ind WR",@Bal,L 16-23,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Nate Washington, NE WR",Buf,W 37-16,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Lance Moore, Atl WR",@NO,L 13-23,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Greg Jennings, Mia WR",@KC,L 13-29,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Devin Hester, Sea WR",@Dal,W 21-12,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Derek Hagan, Ten WR",LAR,L 23-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jason Avant, KC WR",Mia,W 29-13,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Brandon Marshall, NYG WR",@Ari,L 0-23,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Marques Colston, NO WR",Atl,W 23-13,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Miles Austin, Phi WR",Oak,W 19-10,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Calvin Johnson, Det WR",@Cin,L 17-26,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Ted Ginn Jr., NO WR",Atl,W 23-13,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Dwayne Bowe, Cle WR",@Chi,L 3-20,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jacoby Jones, Pit WR",@Hou,W 34-6,--/--,--,--,--,--,--,--,--,--,--,--,WR
"James Jones, LAC WR",@NYJ,W 14-7,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Eric Weems, Ten WR",LAR,L 23-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jordy Nelson, Oak WR",@Phi,L 10-19,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Eddie Royal, Chi WR",Cle,W 20-3,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jerome Simpson, SF WR",Jax,W 44-33,--/--,--,--,--,--,--,--,--,--,--,--,WR
"DeSean Jackson, TB WR",@Car,L 19-22,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Harry Douglas, Ten WR",LAR,L 23-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Andre Jerome Caldwell, Det WR",@Cin,L 17-26,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Matthew Slater, NE WR",Buf,W 37-16,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Pierre Garcon, SF WR",Jax,W 44-33,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Stevie Johnson, LAC WR",@NYJ,W 14-7,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Danny Amendola, Mia WR",@KC,L 13-29,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Kenny Britt, NE WR",Buf,W 37-16,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Michael Crabtree, Bal WR",Ind,W 23-16,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Brandon Gibson, NE WR",Buf,W 37-16,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Brian Hartline, Cle WR",@Chi,L 3-20,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Percy Harvin*, Buf WR",@NE,L 16-37,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Darrius Heyward-Bey, Pit WR",@Hou,W 34-6,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Brandon LaFell, Cin WR",Det,W 26-17,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jeremy Maclin, Bal WR",Ind,W 23-16,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Louis Murphy, SF WR",Jax,W 44-33,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Hakeem Nicks, NO WR",Atl,W 23-13,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jordan Norwood, Den WR",@Wsh,L 11-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Kevin Ogletree, NYG WR",@Ari,L 0-23,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Brandon Tate, Buf WR",@NE,L 16-37,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Mike Wallace, Phi WR",Oak,W 19-10,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Julian Edelman, NE WR",Buf,W 37-16,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Dez Bryant, Dal WR",Sea,L 12-21,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Demaryius Thomas, Den WR",@Wsh,L 11-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Golden Tate, Det WR",@Cin,L 17-26,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Arrelious Benn, Jax WR",@SF,L 33-44,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Marcus Easley, Buf WR",@NE,L 16-37,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Riley Cooper, Phi WR",Oak,W 19-10,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Andre Roberts, NYJ WR",LAC,L 7-14,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Eric Decker, Ten WR",LAR,L 23-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Emmanuel Sanders, Den WR",@Wsh,L 11-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Marc Mariani, Ten WR",LAR,L 23-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Kyle Williams, NYJ WR",LAC,L 7-14,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Mike Williams, KC WR",Mia,W 29-13,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Seyi Ajirotutu, Phi WR",Oak,W 19-10,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Victor Cruz, Chi WR",Cle,W 20-3,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Marlon Moore*, Cle WR",@Chi,L 3-20,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Bryan Walters, Jax WR",@SF,L 33-44,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Preston Parker, FA WR",** BYE **,--/--,--,--,--,--,--,--,--,--,--,--,,WR
"Antonio Brown, Pit WR",@Hou,W 34-6,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Danario Alexander, LAC WR",@NYJ,W 14-7,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Andrew Hawkins, Cle WR",@Chi,L 3-20,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Julio Jones, Atl WR",@NO,L 13-23,--/--,--,--,--,--,--,--,--,--,--,--,WR
"A.J. Green, Cin WR",Det,W 26-17,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Leonard Hankerson, Buf WR",@NE,L 16-37,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Greg Little, Buf WR",@NE,L 16-37,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Vincent Brown, NO WR",Atl,W 23-13,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Torrey Smith, Car WR",TB,W 22-19,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Randall Cobb, GB WR",Min,L 0-16,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Dwayne Harris, Oak WR",@Phi,L 10-19,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Greg Salas, Buf WR",@NE,L 16-37,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jeremy Kerley, NYJ WR",LAC,L 7-14,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Denarius Moore, Buf WR",@NE,L 16-37,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Aldrick Robinson, SF WR",Jax,W 44-33,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Cecil Shorts III, TB WR",@Car,L 19-22,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Doug Baldwin, Sea WR",@Dal,W 21-12,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Ricardo Lockette, Sea WR",@Dal,W 21-12,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Chris Hogan, NE WR",Buf,W 37-16,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Andre Holmes, Buf WR",@NE,L 16-37,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Joe Morgan, Bal WR",Ind,W 23-16,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jeremy Ross, Ari WR",NYG,W 23-0,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Kamar Aiken, Ind WR",@Bal,L 16-23,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Terrelle Pryor Sr., NYJ WR",LAC,L 7-14,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Justin Blackmon, Jax WR",@SF,L 33-44,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Michael Floyd, Min WR",@GB,W 16-0,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Kendall Wright, Min WR",@GB,W 16-0,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Stephen Hill, Car WR",TB,W 22-19,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Rueben Randle*, Chi WR",Cle,W 20-3,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Alshon Jeffery, Phi WR",Oak,W 19-10,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Brian Quick, Wsh WR",Den,W 27-11,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Keshawn Martin, Det WR",@Cin,L 17-26,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jarius Wright, Car WR",TB,W 22-19,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Trevor Graham, Car WR",TB,W 22-19,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Nick Toon, LAR WR",@Ten,W 27-23,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Mohamed Sanu, Atl WR",@NO,L 13-23,--/--,--,--,--,--,--,--,--,--,--,--,WR
"T.Y. Hilton, Ind WR",@Bal,L 16-23,--/--,--,--,--,--,--,--,--,--,--,--,WR
"DeVier Posey, Bal WR",Ind,W 23-16,--/--,--,--,--,--,--,--,--,--,--,--,WR
"LaVon Brazill, Ind WR",@Bal,L 16-23,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Travis Benjamin, LAC WR",@NYJ,W 14-7,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Marvin Jones Jr., Det WR",@Cin,L 17-26,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Chris Givens, Phi WR",Oak,W 19-10,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Rishard Matthews, Ten WR",LAR,L 23-27,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Kashif Moore, KC WR",Mia,W 29-13,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Nathan Palmer, Oak WR",@Phi,L 10-19,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Chris Owusu, NYJ WR",LAC,L 7-14,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Brian Tyms, Ind WR",@Bal,L 16-23,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Jeff Fuller, Sea WR",@Dal,W 21-12,--/--,--,--,--,--,--,--,--,--,--,--,WR
"Cole Beasley, Dal WR",Sea,L 12-21,--/--,--,--,--,--,--,--,--,--,--,--,WR
