Player,Team,GP,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Fum Lost,2PT,Tack,Ast,Sack,Int,Frc Fum,Fum Rec,Pass Def,POS,TD
Ameer Abdullah,MIN,1.0,4.31,0.03,0.76,4.55,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Josh Adams,PHI,1.0,62.97,0.45,1.76,13.2,0.05,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.08
Javorius Allen,BAL,1.0,1.72,0.01,0.39,3.58,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Alex Armah,CAR,1.0,0.41,0.01,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Cameron Artis-Payne,CAR,1.0,5.57,0.06,0.46,3.85,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Kalen Ballage,MIA,1.0,8.27,0.07,0.7,6.2,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Peyton Barber,TB,1.0,57.31,0.39,1.42,11.93,0.06,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Saquon Barkley,NYG,1.0,74.62,0.48,6.14,49.5,0.27,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Giovani Bernard,CIN,1.0,10.71,0.07,2.16,16.87,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.02
Kapri Bibbs,GB,1.0,13.4,0.11,1.2,9.9,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
LeGarrette Blount,DET,1.0,60.51,0.51,0.69,6.12,0.03,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Alfred Blue,HOU,1.0,34.11,0.21,0.8,7.42,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.05
Tommy Bohanon,JAX,1.0,0.36,0.02,0.84,6.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Brandon Bolden,MIA,1.0,8.85,0.04,0.57,7.84,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.01
Devontae Booker,DEN,1.0,9.15,0.06,1.62,13.05,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Matt Breida,SF,1.0,78.84,0.61,2.29,20.27,0.15,0.07,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Malcolm Brown,LAR,1.0,11.13,0.07,0.56,3.95,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Trenton Cannon,NYJ,1.0,10.24,0.05,0.95,6.89,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Chris Carson,SEA,1.0,65.52,0.44,0.99,9.49,0.05,0.16,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Nick Chubb,CLE,1.0,74.66,0.53,1.79,15.16,0.11,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Corey Clement,PHI,1.0,23.54,0.17,1.57,12.59,0.05,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Tarik Cohen,CHI,1.0,26.11,0.17,4.01,36.28,0.16,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.01
Derrick Coleman,ARI,1.0,0.64,0.0,0.57,2.77,0.04,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Tevin Coleman,ATL,1.0,55.31,0.3,2.65,24.74,0.21,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
James Conner,PIT,1.0,75.1,0.58,4.11,34.29,0.17,0.08,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Dalvin Cook,MIN,1.0,48.13,0.27,2.92,22.41,0.16,0.21,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Isaiah Crowell,NYJ,1.0,47.41,0.31,1.77,13.79,0.07,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Mike Davis,SEA,1.0,24.61,0.14,1.65,13.99,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Matt Dayes,SF,1.0,4.42,0.04,0.43,3.2,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
James Develin,NE,1.0,0.25,0.01,0.84,4.92,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Patrick DiMarco,BUF,1.0,0.0,0.0,0.2,0.76,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Kenneth Dixon,BAL,1.0,35.27,0.31,1.41,11.91,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Kenyan Drake,MIA,1.0,35.79,0.27,2.87,26.02,0.14,0.1,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Chase Edmonds,ARI,1.0,15.62,0.09,0.68,6.26,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.03
Gus Edwards,BAL,1.0,68.16,0.53,0.65,4.56,0.03,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Austin Ekeler,LAC,1.0,62.0,0.46,3.92,31.61,0.19,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Ezekiel Elliott,DAL,1.0,82.93,0.54,4.05,36.35,0.24,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Royce Freeman,DEN,1.0,33.69,0.35,0.77,5.65,0.04,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Wayne Gallman,NYG,1.0,16.78,0.08,0.99,8.3,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Frank Gore,MIA,1.0,63.07,0.35,1.46,13.29,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Todd Gurley,LAR,1.0,84.43,0.66,4.14,46.21,0.24,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
C.J. Ham,MIN,1.0,1.1,0.01,0.52,2.11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Derrick Henry,TEN,1.0,50.06,0.35,1.38,12.46,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Dontrell Hilliard,CLE,1.0,2.49,0.01,0.5,3.16,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Nyheim Hines,IND,1.0,23.58,0.17,2.28,18.68,0.15,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jordan Howard,CHI,1.0,52.37,0.4,1.06,7.87,0.04,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Buddy Howell,HOU,1.0,4.88,0.03,0.46,5.14,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Carlos Hyde,JAX,1.0,59.31,0.38,1.28,10.0,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Mark Ingram,NO,1.0,48.03,0.37,2.09,16.79,0.05,0.08,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Chris Ivory,BUF,1.0,27.34,0.15,1.39,13.07,0.07,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Justin Jackson,LAC,1.0,15.56,0.09,0.58,5.96,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Andy Janovich,DEN,1.0,1.02,0.0,0.42,3.71,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
David Johnson,ARI,1.0,72.92,0.49,3.47,37.47,0.21,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Duke Johnson,CLE,1.0,11.07,0.06,3.36,30.08,0.18,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Aaron Jones,GB,1.0,83.03,0.77,3.16,27.12,0.13,0.1,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Ronald Jones,TB,1.0,21.31,0.15,1.25,9.57,0.06,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Kyle Juszczyk,SF,1.0,0.0,0.03,2.2,19.98,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Alvin Kamara,NO,1.0,54.95,0.48,4.57,42.65,0.28,0.04,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.3
Dion Lewis,TEN,1.0,51.7,0.35,3.75,27.8,0.18,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Phillip Lindsay,DEN,1.0,76.66,0.69,2.57,23.59,0.11,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.08
Zach Line,NO,1.0,1.2,0.0,0.57,3.21,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
T.J. Logan,ARI,1.0,2.78,0.02,0.32,1.29,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Marlon Mack,IND,1.0,60.82,0.48,2.15,16.17,0.08,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Doug Martin,OAK,1.0,58.57,0.38,2.01,17.88,0.06,0.13,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Christian McCaffrey,CAR,1.0,75.4,0.64,5.79,54.32,0.4,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
LeSean McCoy,BUF,1.0,53.85,0.34,2.66,24.14,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Elijah McGuire,NYJ,1.0,30.45,0.14,2.37,22.85,0.08,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
J.D. McKissic,SEA,1.0,6.3,0.04,0.98,10.37,0.04,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Sony Michel,NE,1.0,68.32,0.58,1.11,8.23,0.03,0.12,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Lamar Miller,HOU,1.0,73.22,0.48,1.86,16.75,0.1,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Joe Mixon,CIN,1.0,69.07,0.45,3.06,24.55,0.11,0.05,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Taquan Mizzell,CHI,1.0,7.15,0.05,0.93,6.22,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.01
Ty Montgomery,BAL,1.0,13.73,0.11,1.46,11.19,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Marcus Murphy,BUF,1.0,9.96,0.07,0.49,4.1,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Latavius Murray,MIN,1.0,19.25,0.12,0.7,4.96,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Detrez Newsome,LAC,1.0,12.33,0.08,0.52,4.1,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Roosevelt Nix,PIT,1.0,0.0,0.01,0.31,2.13,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jamize Olawale,DAL,1.0,0.0,0.01,0.26,2.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Ricky Ortiz,ATL,1.0,0.11,0.01,0.35,2.33,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
