Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Todd Gurley,RB,LAR,89.6,0.9,4.1,41.5,0.2
Christian McCaffrey,RB,CAR,67.8,0.7,6.3,56.1,0.3
Ezekiel Elliott,RB,DAL,88.9,0.7,4.4,36.5,0.2
Saquon Barkley,RB,NYG,66.0,0.7,6.2,49.3,0.2
James Conner,RB,PIT,74.2,0.8,4.4,35.0,0.1
Alvin Kamara,RB,NO,58.4,0.7,5.2,46.0,0.2
Nick Chubb,RB,CLE,81.4,0.7,1.6,13.9,0.1
Spencer Ware,RB,KC,69.1,0.6,2.5,27.0,0.1
David Johnson,RB,ARI,64.9,0.6,4.0,35.3,0.1
Phillip Lindsay,RB,DEN,72.8,0.6,2.8,21.7,0.1
Joe Mixon,RB,CIN,68.8,0.6,3.1,26.5,0.1
Austin Ekeler,RB,LAC,57.9,0.5,3.8,36.2,0.2
Chris Carson,RB,SEA,65.7,0.6,1.5,12.9,0.1
Lamar Miller,RB,HOU,65.9,0.5,2.2,16.8,0.1
Gus Edwards,RB,BAL,75.9,0.5,0.9,7.9,0.0
Adrian Peterson,RB,WAS,65.9,0.6,1.5,13.5,0.0
Mark Ingram,RB,NO,51.2,0.4,2.9,23.6,0.3
Josh Adams,RB,PHI,63.9,0.6,1.2,9.3,0.0
Dalvin Cook,RB,MIN,48.9,0.4,3.5,27.5,0.1
Marlon Mack,RB,IND,62.9,0.4,1.9,15.8,0.1
Sony Michel,RB,NE,65.5,0.5,0.9,7.1,0.0
Tarik Cohen,RB,CHI,27.2,0.2,4.5,40.5,0.4
James White,RB,NE,19.0,0.4,5.1,41.3,0.3
T.J. Yeldon,RB,JAX,30.3,0.2,4.5,37.5,0.3
Peyton Barber,RB,TB,53.6,0.5,1.3,10.6,0.0
Dion Lewis,RB,TEN,46.4,0.3,3.6,27.1,0.1
Tevin Coleman,RB,ATL,43.7,0.2,2.6,24.7,0.2
LeSean McCoy,RB,BUF,53.1,0.2,2.8,22.6,0.0
Carlos Hyde,RB,JAX,55.4,0.4,1.6,12.1,0.0
Jordan Howard,RB,CHI,56.5,0.4,1.1,8.8,0.0
Kenyan Drake,RB,MIA,34.3,0.2,3.7,27.7,0.2
Doug Martin,RB,OAK,55.6,0.3,1.6,12.3,0.0
Derrick Henry,RB,TEN,42.0,0.5,0.9,6.8,0.0
LeGarrette Blount,RB,DET,48.1,0.3,0.8,6.2,0.0
Theo Riddick,RB,DET,16.5,0.1,5.5,42.6,0.1
Jalen Richard,RB,OAK,17.2,0.1,4.5,37.9,0.1
Duke Johnson,RB,CLE,14.0,0.1,4.1,36.9,0.1
Elijah McGuire,RB,NYJ,29.4,0.1,2.5,23.0,0.1
Royce Freeman,RB,DEN,37.5,0.3,0.9,6.8,0.0
Nyheim Hines,RB,IND,25.2,0.1,2.9,22.6,0.1
Justin Jackson,RB,LAC,29.4,0.2,1.4,12.3,0.1
Chris Thompson,RB,WAS,15.9,0.1,3.4,28.7,0.1
Latavius Murray,RB,MIN,28.1,0.2,1.0,7.3,0.0
Alfred Blue,RB,HOU,29.5,0.1,0.9,7.9,0.0
Ty Montgomery,RB,BAL,16.1,0.1,2.4,19.8,0.1
