Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Giovani Bernard,RB,CIN,16.3,0.1,2.2,18.4,0.0
Damien Williams,RB,KC,22.4,0.1,1.1,8.9,0.1
Corey Clement,RB,PHI,18.8,0.1,1.4,12.1,0.0
Rashaad Penny,RB,SEA,25.2,0.1,0.7,5.7,0.0
Chris Ivory,RB,BUF,20.3,0.1,1.1,11.5,0.0
Zach Zenner,RB,DET,14.2,0.1,1.2,9.2,0.1
Jordan Wilkins,RB,IND,17.6,0.1,0.8,5.5,0.0
Jeff Wilson,RB,SF,17.6,0.1,0.8,5.4,0.0
Jamaal Williams,RB,GB,17.3,0.1,0.8,5.7,0.0
DeAndre Washington,RB,OAK,15.1,0.1,0.7,5.2,0.0
Kenneth Dixon,RB,BAL,14.4,0.1,0.7,4.3,0.0
Ronald Jones,RB,TB,12.0,0.1,0.9,7.1,0.0
Kapri Bibbs,RB,GB,6.5,0.0,1.3,11.8,0.0
Devontae Booker,RB,DEN,6.9,0.0,1.4,12.0,0.0
Kyle Juszczyk,RB,SF,1.8,0.0,1.8,17.7,0.1
Jacquizz Rodgers,RB,TB,8.3,0.1,1.4,12.3,0.0
Wayne Gallman,RB,NYG,10.5,0.1,1.1,7.3,0.0
Chase Edmonds,RB,ARI,11.7,0.0,0.9,5.7,0.0
Taquan Mizzell,RB,CHI,4.8,0.1,0.6,4.6,0.0
Jaylen Samuels,RB,PIT,5.9,0.1,0.5,4.2,0.0
Wendell Smallwood,RB,PHI,6.0,0.0,0.5,4.9,0.0
Trenton Cannon,RB,NYJ,4.3,0.0,1.1,8.5,0.0
Rod Smith,RB,DAL,6.9,0.0,0.4,2.8,0.0
Cameron Artis-Payne,RB,CAR,7.0,0.1,0.2,1.2,0.0
Anthony Sherman,RB,KC,0.5,0.0,0.6,6.6,0.1
Javorius Allen,RB,BAL,4.0,0.0,0.6,4.0,0.0
Stevan Ridley,RB,PIT,3.6,0.0,0.3,1.9,0.0
Detrez Newsome,RB,LAC,3.6,0.0,0.3,2.2,0.0
Andy Janovich,RB,DEN,1.1,0.0,0.4,3.6,0.0
Kalen Ballage,RB,MIA,2.1,0.0,0.5,3.5,0.0
J.D. McKissic,RB,SEA,2.1,0.0,0.3,2.8,0.0
Ameer Abdullah,RB,MIN,1.6,0.0,0.5,3.6,0.0
James Develin,RB,NE,0.6,0.0,0.4,2.3,0.0
C.J. Ham,RB,MIN,0.8,0.0,0.4,3.2,0.0
Alex Armah,RB,CAR,2.5,0.0,0.0,0.2,0.0
David Williams,RB,JAX,3.1,0.0,0.1,0.8,0.0
Patrick DiMarco,RB,BUF,0.9,0.0,0.3,2.3,0.0
Matt Dayes,RB,SF,2.1,0.0,0.1,1.0,0.0
Elijhaa Penny,RB,NYG,0.7,0.0,0.3,2.3,0.0
Roosevelt Nix,RB,PIT,0.0,0.0,0.3,2.9,0.0
Keith Smith,RB,OAK,0.4,0.0,0.3,2.7,0.0
Tommy Bohanon,RB,JAX,0.1,0.0,0.4,2.9,0.0
Zach Line,RB,NO,0.5,0.0,0.3,2.2,0.0
Mark Walton,RB,CIN,1.6,0.0,0.1,0.9,0.0
Jamize Olawale,RB,DAL,0.4,0.0,0.2,1.6,0.0
Brandon Bolden,RB,MIA,0.9,0.0,0.2,1.2,0.0
Derrick Coleman,RB,ARI,0.6,0.0,0.2,1.4,0.0
Dwayne Washington,RB,NO,1.7,0.0,0.0,0.1,0.0
Ricky Ortiz,RB,ATL,0.4,0.0,0.2,0.7,0.0
Dontrell Hilliard,RB,CLE,0.7,0.0,0.1,0.7,0.0
T.J. Logan,RB,ARI,0.4,0.0,0.1,1.1,0.0
Derek Watt,RB,LAC,0.7,0.0,0.1,0.7,0.0
Senorise Perry,RB,MIA,0.6,0.0,0.1,0.8,0.0
Brandon Wilson,RB,CIN,0.0,0.0,0.0,0.0,0.0
Danny Vitale,RB,GB,0.0,0.0,0.0,0.0,0.0
