player,team,pos,proj,cost
Aaron Rodgers,GB,QB,12.7132,210.0
Melvin Gordon,LAC,RB,21.753,390.0
Dion Lewis,TEN,RB,13.162666666666667,410.0
Keenan Allen,LAC,WR,21.707,260.0
Antonio Brown,PIT,WR,23.651666666666664,1790.0
JuJu Smith-Schuster,PIT,WR,21.918,370.0
Travis Kelce,KC,TE,18.967000000000002,370.0
Graham Gano,CAR,K,7.609999999999999,200.0
Denver Broncos,DEN,DST,1.5540000000000003,300.0
,,,143.03653333333338,4300.0
