NFL $4M Roman Fantasy Football Millionaire [$1M to 1st]	$20.00	$4,000,000	150	235,294	230,743	23%	234.36	$1,000,000	150.04	$30.00
NFL $1.7M Play-Action [$100K to 1st]	$3.00	$1,700,000	20	673,801	612,980	25%	228.36	$100,000	143.80	$5.00
NFL $1.4M Wildcat [$250K to 1st]	$333.00	$1,400,000	140	4,671	4,444	20%	208.64	$250,000	158.30	$500.00
NFL $750K Luxury Box [$150K to 1st]	$2,120.00	$750,000	11	375	372	21%	205.14	$150,000	159.42	$4,000.00
NFL $600K Power Sweep [3 Entry Max, $100K to 1st]	$150.00	$600,000	3	4,444	4,387	23%	211.68	$100,000	154.02	$225.00
NFL $500K Slant	$9.00	$500,000	150	65,359	65,359	21%	227.08	$50,000	155.44	$18.00
$10M Fantasy Football World Championship MEGAQualifier #44-48	$5,425.00	$313,056	2	67	60	7%	177.18	$0	169.42	$0.00
$10M Fantasy Football World Championship MEGAQualifier #44-48	$5,425.00	$313,056	1	67	0	7%		$0		$0.00
NFL $200K Three Point Stance [5 Entry Max]	$33.00	$200,000	5	7,067	7,067	24%	211.68	$25,000	153.92	$50.00
NFL $200K Thunderdome [Single Entry]	$5,300.00	$200,000	1	40	37	20%	174.20	$60,000	150.02	$10,000.00
NFL MASSIVE $25 Double Up	$25.00	$200,000	150	9,195	9,195	44%	228.64	$50	146.00	$50.00
NFL $200K Fair Catch [Single Entry]	$12.00	$200,000	1	19,607	19,607	24%	218.18	$20,000	149.38	$18.00
NFL $200K First Down	$1.00	$200,000	20	237,812	237,812	25%	228.82	$10,000	145.90	$2.00
NFL $200K Spy [Single Entry, $30K to 1st]	$100.00	$200,000	1	2,222	2,222	20%	223.28	$30,000	155.30	$200.00
NFL $150K Red Zone [Single Entry]	$50.00	$150,000	1	3,409	3,409	24%	226.18	$15,000	151.82	$75.00
NFL $150K Nickel [3 Entry Max]	$5.00	$150,000	3	35,671	35,671	25%	218.14	$20,000	149.20	$8.00
NFL MASSIVE $25 Double Up [Single Entry]	$25.00	$150,000	1	6,896	6,896	44%	208.64	$50	142.34	$50.00
NFL MASSIVE $5 Double Up	$5.00	$125,000	150	28,735	28,735	44%	208.64	$10	145.80	$10.00
NFL $100K Pylon [Single Entry]	$3.00	$100,000	1	39,635	39,635	25%	228.64	$10,000	146.30	$5.00
NFL MASSIVE $50 Double Up [Single Entry]	$50.00	$100,000	1	2,272	2,272	44%	208.64	$100	143.72	$100.00
NFL MASSIVE $100 Double Up [Single Entry]	$100.00	$100,000	1	1,111	1,111	45%	208.64	$200	143.72	$200.00
NFL $100K Spy [Single Entry, $20K to 1st]	$100.00	$100,000	1	1,111	1,111	22%	210.14	$20,000	155.30	$150.00
NFL MASSIVE $5 Double Up	$5.00	$100,000	150	22,988	22,988	44%	216.58	$10	146.12	$10.00
NFL $100K Flea Flicker [$10K to 1st]	$5.00	$100,000	150	23,781	23,781	27%	227.98	$10,000	152.90	$8.00
NFL $100K Super Booster [Top 100 Win $1,000]	$27.00	$100,000	129	4,319	4,319	2%	227.08	$1,000	182.98	$1,000.00
NFL $100K Juke [3 Entry Max]	$400.00	$100,000	3	277	277	21%	208.64	$20,000	160.88	$800.00
NFL GIANT $10 Double Up	$10.00	$75,000	150	8,620	8,620	44%	208.64	$20	148.40	$20.00
NFL GIANT $250 Double Up [Single Entry]	$250.00	$75,000	1	333	333	45%	208.64	$500	143.94	$500.00
NFL GIANT $10 Double Up [Single Entry]	$10.00	$75,000	1	8,620	8,620	44%	208.64	$20	141.94	$20.00
NFL $75K Engage Eight [3 Entry Max]	$8.00	$75,000	3	11,029	11,029	26%	217.28	$7,500	151.78	$12.00
NFL GIANT $5 Double Up [Single Entry]	$5.00	$75,000	1	17,241	17,241	44%	213.34	$10	139.50	$10.00
$10M Fantasy Football World Championship Qualifier #51	$500.00	$71,811	5	167	167	7%	194.80	$0	168.12	$500.00
$10M Fantasy Football World Championship Qualifier #53	$5.00	$70,096	150	16,669	14,716	7%	222.08	$0	170.00	$5.00
$10M Fantasy Football World Championship Qualifier #54	$5.00	$70,096	150	16,669	14,160	7%	210.86	$0	169.02	$5.00
$10M Fantasy Football World Championship Qualifier #52	$150.00	$68,111	16	534	534	5%	210.14	$0	180.20	$150.00
