Player,Team,Salary
James Conner,PIT,7800
Todd Gurley,LAR,9100
Isaiah Crowell,NYJ,5900
Saquon Barkley,NYG,7900
T.J. Yeldon,JAX,6500
Kenyan Drake,MIA,5900
Mark Ingram,NO,6100
David Johnson,ARI,7600
Melvin Gordon,LAC,8700
Joe Mixon,CIN,7100
James White,NE,6600
Christian McCaffrey,CAR,8100
Sony Michel,NE,6600
Wendell Smallwood,PHI,5100
Alfred Blue,HOU,5000
Mike Davis,SEA,5500
LeGarrette Blount,DET,5000
Chris Carson,SEA,6000
Nyheim Hines,IND,5800
Austin Ekeler,LAC,6200
Ezekiel Elliott,DAL,8400
LeSean McCoy,BUF,6300
Kyle Juszczyk,SF,4700
Alfred Morris,SF,5500
Phillip Lindsay,DEN,6100
Kerryon Johnson,DET,6100
Chris Thompson,WAS,6100
Javorius Allen,BAL,5400
Jalen Richard,OAK,4600
Devontae Booker,DEN,4900
Jamaal Williams,GB,5400
Bilal Powell,NYJ,5700
Ito Smith,ATL,5000
Alex Collins,BAL,6500
Aaron Jones,GB,6100
Latavius Murray,MIN,5100
Frank Gore,MIA,5000
Royce Freeman,DEN,6000
Derrick Henry,TEN,5800
Alvin Kamara,NO,9100
Adrian Peterson,WAS,6900
Marshawn Lynch,OAK,6500
Devonta Freeman,ATL,6800
Duke Johnson,CLE,4800
Chris Ivory,BUF,5300
Dion Lewis,TEN,5700
Tevin Coleman,ATL,6900
Jordan Wilkins,IND,5300
Theo Riddick,DET,5400
Anthony Sherman,KC,4500
Jay Ajayi,PHI,6300
Roc Thomas,MIN,4500
Spencer Ware,KC,4600
Mark Walton,CIN,4700
De'Lance Turner,BAL,4500
C.J. Ham,MIN,4500
Rod Smith,DAL,5000
Corey Grant,JAX,5100
Stevan Ridley,PIT,4500
Brandon Wilds,ARI,4500
Alex Armah,CAR,4500
Nick Chubb,CLE,5300
Mike Boone,MIN,4500
Doug Martin,OAK,5100
James Develin,NE,4500
Dwayne Washington,NO,4500
Zach Line,NO,4500
Damien Williams,KC,4500
Tre Madden,SEA,4500
Ricky Ortiz,ATL,4500
Malcolm Brown,LAR,5000
Elijhaa Penny,NYG,4500
Senorise Perry,MIA,4500
Tommy Bohanon,JAX,4500
Brandon Bolden,MIA,4700
Derek Watt,LAC,4500
Keith Smith,OAK,4500
Roosevelt Nix,PIT,4500
Justin Davis,LAR,4500
Taiwan Jones,BUF,4500
Patrick DiMarco,BUF,4500
Derrick Coleman,ARI,4500
Andy Janovich,DEN,4500
Rashaad Penny,SEA,5200
David Fluellen,TEN,4500
Jamize Olawale,DAL,4500
Trenton Cannon,NYJ,4500
Wayne Gallman,NYG,4600
Chase Edmonds,ARI,5000
Raheem Mostert,SF,4500
