Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Todd Gurley,RB,LAR,85.2,0.8,4.6,42.3,0.2
Alvin Kamara,RB,NO,53.6,0.5,6.5,58.0,0.5
Melvin Gordon,RB,LAC,71.6,0.7,4.9,42.1,0.3
Ezekiel Elliott,RB,DAL,85.1,0.7,3.9,31.2,0.1
Christian McCaffrey,RB,CAR,63.6,0.3,5.7,47.4,0.4
James Conner,RB,PIT,68.2,0.8,4.2,30.3,0.1
Saquon Barkley,RB,NYG,66.4,0.5,5.4,40.8,0.1
David Johnson,RB,ARI,65.2,0.6,4.3,37.7,0.2
T.J. Yeldon,RB,JAX,63.6,0.5,4.2,33.4,0.2
Sony Michel,RB,NE,68.2,0.7,1.5,11.7,0.1
Joe Mixon,RB,CIN,59.3,0.6,2.9,24.1,0.1
Carlos Hyde,RB,JAX,62.2,0.6,1.5,9.0,0.0
Mark Ingram,RB,NO,49.7,0.6,2.2,16.8,0.1
Chris Thompson,RB,WAS,22.7,0.1,4.9,46.0,0.4
Dion Lewis,RB,TEN,44.4,0.4,3.7,26.1,0.1
Derrick Henry,RB,TEN,53.7,0.5,1.2,9.5,0.0
Devonta Freeman,RB,ATL,45.2,0.3,2.6,22.4,0.1
Adrian Peterson,RB,WAS,53.2,0.4,1.6,15.7,0.0
James White,RB,NE,25.8,0.2,4.4,35.8,0.3
Phillip Lindsay,RB,DEN,49.9,0.3,2.1,17.8,0.1
Tevin Coleman,RB,ATL,38.1,0.4,2.2,20.6,0.1
Javorius Allen,RB,BAL,30.8,0.4,3.2,23.0,0.1
LeSean McCoy,RB,BUF,44.1,0.2,2.9,22.7,0.1
Royce Freeman,RB,DEN,44.1,0.5,1.2,9.1,0.0
Alfred Blue,RB,HOU,52.6,0.3,1.4,10.4,0.0
Chris Carson,RB,SEA,45.6,0.2,2.0,16.6,0.1
Latavius Murray,RB,MIN,41.7,0.2,2.2,16.0,0.1
Austin Ekeler,RB,LAC,31.6,0.2,2.5,23.9,0.2
Kenyan Drake,RB,MIA,37.7,0.2,2.5,18.6,0.1
Nyheim Hines,RB,IND,20.3,0.1,4.0,31.2,0.1
Ty Montgomery,RB,BAL,18.3,0.1,3.8,34.1,0.1
Jordan Wilkins,RB,IND,35.1,0.2,1.7,12.6,0.0
Alfred Morris,RB,SF,35.2,0.2,1.0,7.8,0.0
Jamaal Williams,RB,GB,32.9,0.1,1.2,8.5,0.0
Wendell Smallwood,RB,PHI,25.4,0.1,1.9,16.0,0.1
Theo Riddick,RB,DET,9.3,0.1,4.0,29.7,0.1
Lamar Miller,RB,HOU,32.6,0.1,1.2,8.7,0.0
Mike Davis,RB,SEA,27.5,0.1,1.5,11.9,0.0
Jalen Richard,RB,OAK,12.6,0.0,3.2,26.4,0.1
Chris Ivory,RB,BUF,24.3,0.1,1.5,13.8,0.0
Duke Johnson,RB,CLE,13.1,0.1,2.7,23.3,0.1
LeGarrette Blount,RB,DET,28.8,0.2,0.6,4.8,0.0
Mark Walton,RB,CIN,20.9,0.1,1.3,10.5,0.0
C.J. Anderson,RB,LAR,24.4,0.1,0.9,7.2,0.0
Chase Edmonds,RB,ARI,15.1,0.1,1.6,12.1,0.0
Doug Martin,RB,OAK,20.0,0.1,0.6,4.7,0.0
Nick Chubb,RB,CLE,20.1,0.1,0.6,4.0,0.0
Wayne Gallman,RB,NYG,14.0,0.1,1.4,10.3,0.0
Corey Clement,RB,PHI,10.3,0.1,0.9,9.3,0.1
Tyler Ervin,RB,BAL,11.6,0.1,1.2,9.0,0.0
Kyle Juszczyk,RB,SF,1.3,0.0,2.1,19.1,0.1
Devontae Booker,RB,DEN,7.9,0.0,1.6,13.9,0.0
Rashaad Penny,RB,SEA,12.9,0.1,0.7,5.9,0.0
Spencer Ware,RB,KC,12.1,0.0,1.0,7.2,0.0
Mike Boone,RB,MIN,12.2,0.1,0.8,5.9,0.0
Rod Smith,RB,DAL,11.6,0.1,0.7,5.1,0.0
Stevan Ridley,RB,PIT,9.2,0.1,0.5,3.5,0.0
Roc Thomas,RB,MIN,7.3,0.0,0.6,4.2,0.0
Anthony Sherman,RB,KC,0.8,0.0,0.6,5.8,0.1
C.J. Ham,RB,MIN,0.7,0.0,0.8,6.4,0.0
Brandon Wilds,RB,ARI,4.3,0.0,0.2,1.7,0.0
De'Lance Turner,RB,BAL,2.9,0.0,0.5,3.3,0.0
Trenton Cannon,RB,NYJ,3.9,0.0,0.3,2.0,0.0
Elijhaa Penny,RB,NYG,1.7,0.0,0.2,1.8,0.0
Andy Janovich,RB,DEN,1.5,0.0,0.4,3.5,0.0
Roosevelt Nix,RB,PIT,1.5,0.0,0.3,2.6,0.0
Zach Line,RB,NO,1.0,0.0,0.4,3.6,0.0
