Player,POS,Team,Pass Yds,Pass TD,Pass Int,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Saquon Barkley,RB,NYG,0.0,0.0,0.0,78.9,0.7,6.2,48.2,0.3
Damien Williams,RB,KC,0.0,0.0,0.0,68.5,0.9,3.2,27.7,0.3
Melvin Gordon,RB,LAC,0.0,0.0,0.0,60.1,0.6,3.6,38.2,0.2
Jamaal Williams,RB,GB,0.0,0.0,0.0,79.1,0.7,2.9,26.7,0.1
James Conner,RB,PIT,0.0,0.0,0.0,57.5,0.7,3.4,32.8,0.1
Joe Mixon,RB,CIN,0.0,0.0,0.0,73.9,0.5,2.7,20.9,0.1
C.J. Anderson,RB,LAR,0.0,0.0,0.0,61.1,0.6,2.1,17.2,0.3
Dwayne Washington,RB,NO,0.0,0.0,0.0,53.0,0.7,3.1,24.1,0.2
David Johnson,RB,ARI,0.0,0.0,0.0,65.7,0.4,3.4,34.9,0.2
Chris Carson,RB,SEA,0.0,0.0,0.0,70.0,0.6,1.4,10.9,0.1
Derrick Henry,RB,TEN,0.0,0.0,0.0,75.9,0.7,1.1,8.4,0.0
Nick Chubb,RB,CLE,0.0,0.0,0.0,72.9,0.5,0.9,7.5,0.1
Elijah McGuire,RB,NYJ,0.0,0.0,0.0,58.8,0.4,2.4,27.1,0.2
Adrian Peterson,RB,WAS,0.0,0.0,0.0,66.5,0.5,1.2,13.4,0.1
Dalvin Cook,RB,MIN,0.0,0.0,0.0,57.6,0.5,3.8,29.4,0.1
Lamar Miller,RB,HOU,0.0,0.0,0.0,64.1,0.4,1.9,15.0,0.1
Jeff Wilson,RB,SF,0.0,0.0,0.0,72.8,0.3,2.3,19.6,0.1
Doug Martin,RB,OAK,0.0,0.0,0.0,71.9,0.5,1.1,8.5,0.0
Sony Michel,RB,NE,0.0,0.0,0.0,67.8,0.5,1.1,8.6,0.1
Marlon Mack,RB,IND,0.0,0.0,0.0,57.9,0.5,1.5,12.9,0.1
Gus Edwards,RB,BAL,0.0,0.0,0.0,72.8,0.4,0.1,0.8,0.0
Royce Freeman,RB,DEN,0.0,0.0,0.0,73.5,0.4,1.0,6.9,0.0
Peyton Barber,RB,TB,0.0,0.0,0.0,68.9,0.5,0.8,6.1,0.0
Cameron Artis-Payne,RB,CAR,0.0,0.0,0.0,55.0,0.4,1.8,15.1,0.1
James White,RB,NE,0.0,0.0,0.0,19.8,0.2,4.8,45.2,0.4
Josh Adams,RB,PHI,0.0,0.0,0.0,55.4,0.5,1.0,7.2,0.0
Tarik Cohen,RB,CHI,0.0,0.0,0.0,21.3,0.1,4.2,43.5,0.2
Jordan Howard,RB,CHI,0.0,0.0,0.0,49.7,0.4,1.3,10.5,0.0
Kenyan Drake,RB,MIA,0.0,0.0,0.0,38.4,0.2,3.4,27.1,0.2
Kalen Ballage,RB,MIA,0.0,0.0,0.0,45.3,0.3,1.8,11.8,0.1
