Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Saquon Barkley,RB,NYG,75.2,0.7,5.5,42.3,0.2
Melvin Gordon,RB,LAC,68.2,0.7,4.2,36.5,0.1
James Conner,RB,PIT,61.5,0.8,3.2,26.6,0.1
Chris Carson,RB,SEA,81.1,0.8,1.6,12.0,0.1
Jamaal Williams,RB,GB,70.5,0.6,3.3,26.0,0.1
C.J. Anderson,RB,LAR,65.6,0.7,2.6,20.3,0.1
Sony Michel,RB,NE,78.4,0.8,1.0,6.9,0.0
Joe Mixon,RB,CIN,69.9,0.6,3.4,25.3,0.1
Derrick Henry,RB,TEN,77.6,0.8,1.3,7.5,0.0
Nick Chubb,RB,CLE,73.5,0.6,1.8,13.9,0.0
David Johnson,RB,ARI,60.6,0.5,3.5,29.6,0.1
Damien Williams,RB,KC,49.6,0.6,3.1,24.2,0.2
Adrian Peterson,RB,WAS,67.8,0.5,1.6,14.0,0.0
Marlon Mack,RB,IND,64.1,0.6,1.7,12.4,0.1
Christian McCaffrey,RB,CAR,51.2,0.3,4.7,36.1,0.1
Peyton Barber,RB,TB,64.2,0.6,1.4,10.2,0.0
Gus Edwards,RB,BAL,70.5,0.5,0.6,5.1,0.0
Doug Martin,RB,OAK,61.1,0.6,1.9,12.4,0.0
Dwayne Washington,RB,NO,50.7,0.6,2.1,15.1,0.1
Royce Freeman,RB,DEN,60.8,0.5,1.9,13.0,0.0
Dalvin Cook,RB,MIN,57.0,0.3,3.8,26.0,0.1
Jeff Wilson,RB,SF,63.0,0.2,2.8,22.1,0.1
Elijah McGuire,RB,NYJ,51.4,0.3,3.2,27.3,0.1
Lamar Miller,RB,HOU,61.2,0.3,1.7,12.9,0.1
Tevin Coleman,RB,ATL,46.0,0.2,2.4,20.9,0.2
Josh Adams,RB,PHI,55.5,0.4,0.7,5.6,0.0
Brian Hill,RB,ATL,41.5,0.4,1.8,12.6,0.1
Tarik Cohen,RB,CHI,27.6,0.1,4.5,41.2,0.1
Rod Smith,RB,DAL,40.5,0.4,2.3,14.8,0.0
Kenyan Drake,RB,MIA,35.0,0.2,3.7,27.8,0.1
James White,RB,NE,17.8,0.1,4.3,37.9,0.2
Jordan Howard,RB,CHI,53.1,0.2,1.2,9.4,0.0
LeSean McCoy,RB,BUF,43.8,0.2,1.9,14.2,0.0
T.J. Yeldon,RB,JAX,31.0,0.2,2.9,25.4,0.1
Kenneth Dixon,RB,BAL,37.7,0.2,1.8,14.5,0.0
Devontae Booker,RB,DEN,26.8,0.2,3.1,24.5,0.1
Jalen Richard,RB,OAK,20.8,0.1,4.3,35.0,0.1
Zach Zenner,RB,DET,38.0,0.2,1.9,13.6,0.0
Jaylen Samuels,RB,PIT,28.4,0.2,2.0,17.1,0.1
Mark Ingram,RB,NO,28.7,0.4,1.0,6.6,0.0
John Kelly,RB,LAR,30.6,0.3,1.1,10.1,0.1
Theo Riddick,RB,DET,16.7,0.1,4.7,31.3,0.1
Darren Sproles,RB,PHI,19.5,0.1,3.0,26.1,0.1
Cameron Artis-Payne,RB,CAR,31.0,0.2,1.6,13.9,0.0
Dion Lewis,RB,TEN,26.9,0.1,2.9,17.8,0.1
Kalen Ballage,RB,MIA,34.5,0.1,1.7,12.6,0.0
Austin Ekeler,RB,LAC,24.9,0.1,2.1,19.8,0.1
Nyheim Hines,RB,IND,19.2,0.1,3.4,25.2,0.1
Carlos Hyde,RB,JAX,36.7,0.2,1.3,9.2,0.0
Rex Burkhead,RB,NE,20.9,0.2,1.8,14.4,0.1
Chris Thompson,RB,WAS,17.0,0.1,3.2,24.0,0.1
LeGarrette Blount,RB,DET,32.4,0.2,0.8,4.8,0.0
Mike Davis,RB,SEA,23.5,0.1,2.0,13.0,0.0
Trenton Cannon,RB,NYJ,20.3,0.1,1.9,16.0,0.0
Rashaad Penny,RB,SEA,28.7,0.2,0.8,5.6,0.0
David Williams,RB,JAX,27.9,0.1,1.0,8.5,0.0
Duke Johnson,RB,CLE,13.1,0.1,2.7,22.7,0.1
Alfred Blue,RB,HOU,29.0,0.1,0.8,6.8,0.0
Darius Jackson,RB,DAL,26.5,0.1,1.2,9.8,0.0
Latavius Murray,RB,MIN,26.7,0.2,0.8,5.0,0.0
Jacquizz Rodgers,RB,TB,11.2,0.1,2.5,19.6,0.0
Giovani Bernard,RB,CIN,15.7,0.1,1.9,13.7,0.0
Wendell Smallwood,RB,PHI,16.9,0.1,1.3,10.3,0.0
Alfred Morris,RB,SF,18.9,0.1,0.9,6.9,0.0
Kenjon Barner,RB,CAR,10.8,0.1,2.2,13.9,0.0
Chase Edmonds,RB,ARI,18.8,0.1,1.0,6.9,0.0
Kapri Bibbs,RB,GB,9.0,0.1,0.8,7.0,0.0
Justin Jackson,RB,LAC,11.5,0.1,0.8,6.9,0.0
Chris Ivory,RB,BUF,10.9,0.1,0.6,6.3,0.0
Kyle Juszczyk,RB,SF,2.0,0.0,1.7,17.0,0.1
Wayne Gallman,RB,NYG,11.3,0.1,0.9,6.2,0.0
Brandon Bolden,RB,MIA,11.3,0.1,0.5,3.5,0.0
Charcandrick West,RB,KC,3.6,0.0,0.7,6.1,0.0
DeAndre Washington,RB,OAK,7.0,0.0,0.5,3.7,0.0
Ronald Jones,RB,TB,5.6,0.1,0.7,4.5,0.0
James Develin,RB,NE,1.5,0.1,0.5,3.6,0.0
Elijhaa Penny,RB,NYG,4.3,0.0,0.7,5.2,0.0
Jordan Wilkins,RB,IND,6.6,0.0,0.5,3.0,0.0
Taquan Mizzell,RB,CHI,4.0,0.0,0.6,5.4,0.0
Andy Janovich,RB,DEN,2.2,0.0,0.7,6.4,0.0
J.D. McKissic,RB,SEA,6.6,0.0,0.1,0.9,0.0
Danny Vitale,RB,GB,5.7,0.0,0.2,1.7,0.0
Jamize Olawale,RB,DAL,4.4,0.0,0.4,2.9,0.0
Dontrell Hilliard,RB,CLE,2.2,0.0,0.7,6.3,0.0
Anthony Sherman,RB,KC,1.1,0.0,0.4,4.0,0.0
Zach Line,RB,NO,1.6,0.0,0.4,3.0,0.0
Ty Montgomery,RB,BAL,2.7,0.0,0.4,2.8,0.0
Tre Madden,RB,SEA,3.2,0.0,0.0,0.3,0.0
Matt Dayes,RB,SF,3.1,0.0,0.3,2.4,0.0
Alex Armah,RB,CAR,2.9,0.0,0.1,0.9,0.0
Justin Davis,RB,LAR,3.4,0.0,0.0,0.1,0.0
Stevan Ridley,RB,PIT,2.7,0.0,0.2,1.2,0.0
Boston Scott,RB,PHI,2.0,0.0,0.2,1.5,0.0
Patrick DiMarco,RB,BUF,1.0,0.0,0.2,1.9,0.0
T.J. Logan,RB,ARI,0.9,0.0,0.3,2.3,0.0
Keith Smith,RB,OAK,0.4,0.0,0.3,2.7,0.0
Tommy Bohanon,RB,JAX,0.1,0.0,0.3,2.5,0.0
Roosevelt Nix,RB,PIT,0.1,0.0,0.2,1.8,0.0
Mark Walton,RB,CIN,1.1,0.0,0.2,1.0,0.0
Derrick Coleman,RB,ARI,0.6,0.0,0.1,1.1,0.0
Senorise Perry,RB,MIA,0.7,0.0,0.1,0.7,0.0
Mike Boone,RB,MIN,0.6,0.0,0.0,0.2,0.0
Derek Watt,RB,LAC,0.6,0.0,0.1,0.5,0.0
De'Angelo Henderson Sr.,RB,NYJ,0.8,0.0,0.0,0.5,0.0
Benny Cunningham,RB,CHI,0.1,0.0,0.1,0.9,0.0
Ricky Ortiz,RB,ATL,0.0,0.0,0.1,0.3,0.0
Brandon Wilson,RB,CIN,0.0,0.0,0.0,0.0,0.0
