,vals
const,0.03334446617688442
CBS,-0.3801143265521545
ESPN,-0.36818713418969284
FFToday,-0.3628077538850699
FantasyPros,0.9797422223652063
NFL,0.762588162564606
Yahoo,0.37757833240993366
