player,team,pos,proj,salary
Josh Allen,BUF,QB,10.536499999999997,6100.0
Christian McCaffrey,CAR,RB,23.924,7900.0
Giovani Bernard,CIN,RB,18.548333333333332,6400.0
Saquon Barkley,NYG,RB,23.228666666666665,8000.0
Julio Jones,ATL,WR,23.909666666666666,8700.0
Kenny Golladay,DET,WR,16.69633333333333,5800.0
Keenan Allen,LAC,WR,23.585666666666665,8000.0
Eric Ebron,IND,TE,18.21766666666667,5500.0
Washington Redskins,WAS,DST,2.0299999999999994,3300.0
,,,160.67683333333332,59700.0
