player,team,pos,proj,cost
Jared Goff,LA,QB,11.720166666666668,340.0
Ezekiel Elliott,DAL,RB,21.098000000000003,650.0
James White,NE,RB,18.55533333333333,120.0
Brandin Cooks,LA,WR,18.065666666666665,970.0
Josh Gordon,NE,WR,13.944333333333333,190.0
JuJu Smith-Schuster,PIT,WR,21.192666666666664,500.0
Travis Kelce,KC,TE,22.803,1100.0
Jake Elliott,PHI,K,6.64,470.0
Pittsburgh Steelers,PIT,DST,3.6640000000000006,600.0
,,,137.68316666666664,4940.0
