player,team,pos,proj,cost
Jared Goff,LA,QB,11.720166666666668,340.0
Ezekiel Elliott,DAL,RB,21.098000000000003,650.0
James White,NE,RB,18.55533333333333,120.0
Kenny Golladay,DET,WR,16.354333333333333,670.0
Josh Gordon,NE,WR,13.944333333333333,190.0
JuJu Smith-Schuster,PIT,WR,21.192666666666664,500.0
Travis Kelce,KC,TE,22.803,1100.0
Jake Elliott,PHI,K,6.64,470.0
Pittsburgh Steelers,PIT,DST,3.6640000000000006,600.0
,,,135.9718333333333,4640.0
