NFL $3.25M Roman Fantasy Football Millionaire [$1M to 1st]	$20.00	$3,250,000	150	191,176	191,176	23%	228.62	$1,000,000	150.90	$30.00
NFL $1.25M Play-Action [$100K to 1st]	$3.00	$1,250,000	20	495,441	495,441	25%	233.66	$100,000	149.90	$5.00
NFL $1.2M Wildcat [$150K to 1st]	$333.00	$1,200,000	120	4,004	4,004	21%	207.62	$150,000	147.78	$500.00
NFL $760K Luxury Box [$150K to 1st]	$3,000.00	$760,000	8	268	268	21%	201.52	$150,000	145.72	$6,000.00
NFL $500K Slant	$9.00	$500,000	150	65,359	65,359	21%	219.52	$50,000	149.70	$18.00
NFL $500K Power Sweep [3 Entry Max, $100K to 1st]	$150.00	$500,000	3	3,703	3,703	23%	201.76	$100,000	149.92	$225.00
NFL $200K First Down	$1.00	$200,000	20	237,812	237,812	25%	236.92	$10,000	148.52	$2.00
NFL $200K Spy [Single Entry, $30K to 1st]	$100.00	$200,000	1	2,222	2,222	20%	213.46	$30,000	150.60	$200.00
NFL MASSIVE $25 Double Up	$25.00	$150,000	150	6,896	6,896	44%	204.32	$50	141.20	$50.00
NFL $150K Three-Point Stance [5 Entry Max]	$33.00	$150,000	5	5,300	5,300	23%	220.92	$20,000	147.38	$50.00
NFL MASSIVE $25 Double Up [Single Entry]	$25.00	$150,000	1	6,896	6,896	44%	209.12	$50	134.86	$50.00
NFL $150K Fair Catch [Single Entry]	$12.00	$150,000	1	14,705	14,705	24%	227.20	$15,000	151.12	$18.00
$10M Fantasy Football World Championship Double Qualifier #70-71	$1,100.00	$127,722	4	135	128	3%	187.02	$0	173.40	$1,100.00
NFL $100K Power Sweep [3 Entry Max]	$150.00	$100,000	3	740	740	23%	210.72	$15,000	146.44	$250.00
NFL $100K Thunderdome [Single Entry]	$5,300.00	$100,000	1	20	20	25%	153.20	$40,000	136.18	$10,000.00
NFL $100K Play-Action [20 Entry Max]	$3.00	$100,000	20	39,635	39,635	25%	227.62	$10,000	148.10	$5.00
NFL $100K Pylon [Single Entry]	$3.00	$100,000	1	39,635	39,635	25%	227.62	$10,000	150.18	$5.00
NFL MASSIVE $5 Double Up	$5.00	$100,000	150	22,988	22,988	44%	207.62	$10	131.60	$10.00
NFL $100K Sunday Special [$20K to 1st]	$20.00	$100,000	150	5,882	5,882	23%	223.72	$20,000	147.98	$30.00
NFL $100K Nickel [3 Entry Max]	$5.00	$100,000	3	23,781	23,781	27%	222.52	$10,000	147.50	$8.00
NFL MASSIVE $50 Double Up [Single Entry]	$50.00	$100,000	1	2,272	2,272	44%	198.20	$100	133.36	$100.00
NFL MASSIVE $100 Double Up [Single Entry]	$100.00	$100,000	1	1,111	1,111	45%	208.38	$200	133.60	$200.00
NFL $100K Juke [3 Entry Max]	$400.00	$100,000	3	277	277	21%	185.32	$20,000	147.18	$800.00
NFL $100K Checkdown Pass [3 Entry Max]	$777.00	$100,000	3	143	143	21%	201.52	$20,000	148.06	$1,500.00
NFL $100K Sunday Special [$20K to 1st]	$20.00	$100,000	150	5,882	5,882	23%	218.00	$20,000	146.50	$30.00
NFL MASSIVE $5 Double Up	$5.00	$100,000	150	22,988	22,988	44%	207.62	$10	133.18	$10.00
NFL $85K Game Changer [Single Entry]	$1,500.00	$85,000	1	60	60	22%	195.22	$20,000	147.36	$3,000.00
NFL GIANT $10 Double Up	$10.00	$75,000	150	8,620	8,620	44%	194.82	$20	138.20	$20.00
NFL $75K Super Booster [Top 75 Win $1,000]	$27.00	$75,000	97	3,239	3,239	2%	199.32	$1,000	174.82	$1,000.00
