Player,Team,Salary
Garrett Celek,SF,4300
Trey Burton,CHI,5500
Chris Manhertz,CAR,4000
Evan Engram,NYG,5200
Travis Kelce,KC,7900
Jeremy Sprinkle,WAS,4000
Vance McDonald,PIT,5500
Antonio Gates,LAC,4900
Gerald Everett,LAR,4800
Chris Herndon,NYJ,5400
Lee Smith,OAK,4200
George Kittle,SF,7400
Blake Jarwin,DAL,4700
Matt LaCosse,DEN,4500
Tyler Conklin,MIN,4000
Adam Shaheen,CHI,4300
Levine Toilolo,DET,4000
Jimmy Graham,GB,5500
Lance Kendricks,GB,4100
David Njoku,CLE,5300
Mark Andrews,BAL,4500
Kyle Rudolph,MIN,5600
Dalton Schultz,DAL,4000
Ricky Seals-Jones,ARI,4900
Zach Ertz,PHI,7400
Luke Stocker,TEN,4200
Hayden Hurst,BAL,4300
Josh Hill,NO,4300
Mike Gesicki,MIA,4300
Benjamin Watson,NO,5000
Jared Cook,OAK,6300
C.J. Uzomah,CIN,5000
Rob Gronkowski,NE,6900
Jason Croom,BUF,4000
Brian Parker,DEN,4000
Vernon Davis,WAS,5300
Tyler Higbee,LAR,4200
Ian Thomas,CAR,5400
Ed Dickson,SEA,4500
Dallas Goedert,PHI,5100
Jermaine Gresham,ARI,4200
Virgil Green,LAC,4100
Eric Tomlinson,NYJ,4000
Jesse James,PIT,5000
Cameron Brate,TB,5400
Jordan Leggett,NYJ,4000
Eric Ebron,IND,6500
James O'Shaughnessy,JAX,4000
Blake Bell,JAX,4100
Maxx Williams,BAL,4000
Jordan Thomas,HOU,5300
MyCole Pruitt,TEN,4000
Ryan Griffin,HOU,4100
Richard Rodgers,PHI,4000
Anthony Firkser,TEN,5100
Jordan Akins,HOU,4500
Logan Paulsen,ATL,4000
Rhett Ellison,NYG,4500
Darren Fells,CLE,4400
Charles Clay,BUF,4200
Antony Auclair,TB,4000
Marcedes Lewis,GB,4100
Nick O'Leary,MIA,4200
Scott Simonson,NYG,4100
Derek Carrier,OAK,4000
John Phillips,ARI,4000
Demetrius Harris,KC,4300
Xavier Grimble,PIT,4100
Matt Lengel,CIN,4000
Dan Arnold,NO,4000
Luke Willson,DET,4200
Ben Koyack,JAX,4000
Seth DeValve,CLE,4100
Mo Alie-Cox,IND,4400
Dwayne Allen,NE,4100
Eric Saubert,ATL,4000
Rico Gathers,DAL,4000
Ryan Hewitt,IND,4000
Alan Cross,TB,4000
Nick Boyle,BAL,4300
Nick Vannett,SEA,4800
Daniel Brown,CHI,4000
Austin Hooper,ATL,5500
Ben Braunecker,CHI,4000
David Morgan,MIN,4000
Durham Smythe,MIA,4500
Ross Dwelley,SF,4000
