Player,ATT,CMP,YD,TD,INT,RATE,ATT,YD,AVG,TD,TARGT,RECPT,YD,AVG,TD,FL,FPTS,POS
"Antonio Brown, PIT",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,4.00,0.0,12.7,8.6,136.0,15.81,0.8,0.1,17,WR
"Julio Jones, ATL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.2,7.0,106.0,15.14,0.4,0.0,12,WR
"A.J. Green, CIN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.3,5.7,82.3,14.44,0.6,0.1,11,WR
"DeAndre Hopkins, HOU",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,11.6,6.0,73.2,12.20,0.5,0.0,10,WR
"Doug Baldwin, SEA",0.0,0.0,0.0,0.0,0.0,0.0,0.1,-0.1,-1.00,0.0,8.8,6.0,75.9,12.65,0.4,0.0,9,WR
"Brandin Cooks, LAR",0.0,0.0,0.0,0.0,0.0,0.0,0.4,1.3,3.25,0.0,8.5,5.3,78.0,14.72,0.4,0.0,9,WR
"Emmanuel Sanders, DEN",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.4,4.00,0.0,8.9,5.2,71.0,13.65,0.4,0.1,9,WR
"Alshon Jeffery, PHI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.2,5.3,69.1,13.04,0.5,0.0,9,WR
"Demaryius Thomas, HOU",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,9.5,6.1,74.8,12.26,0.4,0.2,9,WR
"Mike Evans, TB",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.4,5.6,70.8,12.64,0.3,0.0,8,WR
"Keenan Allen, LAC",0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,4.00,0.0,9.9,6.5,78.0,12.00,0.3,0.0,8,WR
"Stefon Diggs, MIN",0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.2,0.67,0.0,7.0,5.1,62.4,12.24,0.4,0.0,8,WR
"Larry Fitzgerald, ARI",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,10.0,6.8,70.3,10.34,0.3,0.2,8,WR
"Paul Richardson, WAS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.00,0.0,5.6,3.6,61.2,17.00,0.4,0.0,8,WR
"Devin Funchess, CAR",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.0,3.9,58.1,14.90,0.5,0.0,8,WR
"Jarvis Landry, CLE",0.0,0.0,0.0,0.0,0.0,0.0,0.3,1.3,4.33,0.0,9.8,6.4,64.4,10.06,0.3,0.1,7,WR
"Jeremy Maclin, BAL",0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.00,0.0,8.1,4.9,56.9,11.61,0.4,0.0,7,WR
"Sammy Watkins, KC",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,5.8,3.6,54.4,15.11,0.4,0.0,7,WR
"Josh Doctson, WAS",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00,0.0,7.3,3.8,57.7,15.18,0.4,0.0,7,WR
