player,team,pos,proj,cost
Mitchell Trubisky,CHI,QB,12.3764,870.0
Saquon Barkley,NYG,RB,27.781666666666666,1320.0
Melvin Gordon,LAC,RB,21.247666666666667,160.0
Keenan Allen,LAC,WR,21.314999999999998,170.0
DeAndre Hopkins,HOU,WR,22.441333333333333,290.0
Julio Jones,ATL,WR,23.157333333333334,660.0
Zach Ertz,PHI,TE,23.136333333333337,710.0
Brandon McManus,DEN,K,6.419999999999999,240.0
Dallas Cowboys,DAL,DST,1.0679999999999996,440.0
,,,158.94373333333334,4860.0
