Player,Team,PA,YdA,TD,Sack,Int,Fum Rec,Saf,Blk
Arizona Cardinals,ARI,20.285,321.26666666666665,0.162,2.5040000000000004,0.8099999999999999,0.664,0.0875,0.04
Atlanta Falcons,ATL,24.61,399.76666666666665,0.152,1.658,0.642,0.644,0.0075,0.03
Baltimore Ravens,BAL,18.127499999999998,324.3333333333333,0.20400000000000001,2.582,1.142,0.692,0.0325,0.035
Buffalo Bills,BUF,28.317500000000003,374.26666666666665,0.132,1.6940000000000002,0.6819999999999999,0.5439999999999999,0.0075,0.03
Carolina Panthers,CAR,19.9025,314.73333333333335,0.196,2.684,0.798,0.708,0.01,0.095
Chicago Bears,CHI,17.2025,269.7,0.21400000000000002,2.938,0.836,0.708,0.0125,0.095
Cincinnati Bengals,CIN,22.994999999999997,326.3,0.18000000000000002,2.3979999999999997,0.86,0.512,0.0075,0.095
Cleveland Browns,CLE,18.732499999999998,292.06666666666666,0.21799999999999997,2.808,1.072,0.718,0.0125,0.05
Dallas Cowboys,DAL,20.6725,339.96666666666664,0.152,3.0680000000000005,0.8559999999999999,0.752,0.060000000000000005,0.03
Denver Broncos,DEN,25.9675,308.93333333333334,0.20800000000000002,2.0780000000000003,0.808,0.6,0.005,0.1
Detroit Lions,DET,29.775,413.06666666666666,0.186,1.9579999999999997,0.624,0.5820000000000001,0.0575,0.1
Green Bay Packers,GB,22.67,354.09999999999997,0.152,2.3899999999999997,0.6300000000000001,0.6880000000000001,0.0075,0.045
Houston Texans,HOU,19.3475,325.90000000000003,0.192,2.5919999999999996,0.9100000000000001,0.6359999999999999,0.0325,0.04
Indianapolis Colts,IND,26.575000000000003,356.1333333333334,0.16599999999999998,1.9040000000000004,0.704,0.722,0.005,0.045
Jacksonville Jaguars,JAX,15.925,258.1666666666667,0.252,2.578,1.2099999999999997,0.632,0.035,0.04
Kansas City Chiefs,KC,22.995,403.76666666666665,0.23800000000000004,2.336,1.036,0.662,0.0125,0.05
Los Angeles Chargers,LAC,26.6675,376.8666666666666,0.188,2.24,0.756,0.6,0.060000000000000005,0.035
Los Angeles Rams,LAR,19.8125,368.76666666666665,0.22199999999999998,1.9279999999999997,0.9780000000000001,0.5820000000000001,0.0325,0.055
Miami Dolphins,MIA,19.4175,345.6666666666667,0.21200000000000002,1.67,0.9019999999999999,0.5740000000000001,0.0075,0.05
Minnesota Vikings,MIN,14.150000000000002,234.83333333333334,0.26200000000000007,3.196,1.232,0.5660000000000001,0.060000000000000005,0.035
New England Patriots,NE,21.8075,383.59999999999997,0.19,2.45,0.9460000000000001,0.61,0.0325,0.10500000000000001
New Orleans Saints,NO,25.8125,396.3333333333333,0.182,1.92,0.806,0.4779999999999999,0.0075,0.035
New York Giants,NYG,23.792499999999997,351.5333333333333,0.22199999999999998,2.2279999999999998,1.058,0.592,0.01,0.085
New York Jets,NYJ,19.575,308.5,0.18,2.626,0.7699999999999999,0.678,0.01,0.035
Oakland Raiders,OAK,23.735,345.1333333333334,0.16799999999999998,2.074,0.8460000000000001,0.644,0.0325,0.05
Philadelphia Eagles,PHI,18.325,337.7,0.20400000000000001,2.554,1.1360000000000001,0.666,0.085,0.1
Pittsburgh Steelers,PIT,23.705,375.76666666666665,0.20800000000000002,2.5460000000000003,0.978,0.6439999999999999,0.030000000000000002,0.095
San Francisco 49ers,SF,28.325654862186674,397.3348316359281,0.17425855376827262,1.8680103299903035,0.7334655994731559,0.5703712924350904,0.00999392886232026,0.035
Seattle Seahawks,SEA,19.51,329.56666666666666,0.16,2.106,0.796,0.5740000000000001,0.0325,0.09
Tampa Bay Buccaneers,TB,25.895,419.1333333333334,0.198,1.6780000000000002,0.808,0.792,0.0075,0.095
Tennessee Titans,TEN,25.3375,352.06666666666666,0.20800000000000002,1.97,0.7819999999999999,0.568,0.0075,0.08
Washington Redskins,WAS,23.15,349.06666666666666,0.186,2.5620000000000003,0.698,0.576,0.0125,0.04
