Player,Team,Salary
New York Jets,NYJ,3100
Minnesota Vikings,MIN,4500
Los Angeles Rams,LAR,4700
Baltimore Ravens,BAL,4800
Cleveland Browns,CLE,3000
Chicago Bears,CHI,3600
Jacksonville Jaguars,JAX,4700
Miami Dolphins,MIA,3200
Washington Redskins,WAS,4000
Denver Broncos,DEN,4600
Cincinnati Bengals,CIN,4400
Carolina Panthers,CAR,4300
Pittsburgh Steelers,PIT,4200
Tennessee Titans,TEN,4200
Philadelphia Eagles,PHI,4500
Kansas City Chiefs,KC,3900
Detroit Lions,DET,4400
Houston Texans,HOU,4000
New England Patriots,NE,4200
Tampa Bay Buccaneers,TB,3400
Atlanta Falcons,ATL,3300
Seattle Seahawks,SEA,4100
Green Bay Packers,GB,4100
Dallas Cowboys,DAL,3500
San Francisco 49ers,SF,3800
Arizona Cardinals,ARI,4100
Indianapolis Colts,IND,3900
New York Giants,NYG,3900
Oakland Raiders,OAK,3700
Buffalo Bills,BUF,4500
Los Angeles Chargers,LAC,4300
New Orleans Saints,NO,4600
