Player,Team,PA,YdA,TD,Sack,Int,Fum Rec,Saf,Blk
Arizona Cardinals,ARI,24.2,359.0,0.2,2.6,0.88,0.9,0.1,0.06
Atlanta Falcons,ATL,26.0,438.0,0.21,2.4,1.0,1.1,0.03,0.08
Baltimore Ravens,BAL,18.04,292.0,0.32,3.5,1.4,0.8,0.1,0.1
Buffalo Bills,BUF,24.8,430.0,0.2,2.3,1.0,0.66,0.03,0.08
Carolina Panthers,CAR,27.3,376.0,0.25,2.7,1.01,0.9,0.04,0.1
Chicago Bears,CHI,26.0,394.0,0.30000000000000004,3.7,0.89,0.9,0.03,0.1
Cincinnati Bengals,CIN,27.4,376.7,0.2,3.9,1.0,0.91,0.1,0.1
Cleveland Browns,CLE,24.38,384.0,0.2,1.9,1.0,0.72,0.03,0.08
Dallas Cowboys,DAL,22.5,383.0,0.28,2.7,1.1,0.9,0.03,0.07
Denver Broncos,DEN,23.5,374.0,0.30000000000000004,3.1,1.1,0.61,0.1,0.1
Detroit Lions,DET,24.4,366.3,0.31,2.9,1.02,0.8,0.03,0.1
Green Bay Packers,GB,21.42,360.0,0.25,3.3,1.05,0.9,0.1,0.07
Houston Texans,HOU,28.3,393.0,0.2,2.6,0.77,0.7,0.1,0.06
Indianapolis Colts,IND,23.3,383.0,0.21,2.7,0.92,0.7,0.03,0.07
Jacksonville Jaguars,JAX,21.0,352.0,0.33,3.5,1.2,1.2,0.1,0.06
Kansas City Chiefs,KC,25.8,408.0,0.31,2.5,1.1,0.7,0.03,0.06
Los Angeles Chargers,LAC,23.96,393.0,0.24,2.6,1.2,0.69,0.03,0.07
Los Angeles Rams,LAR,20.8,349.0,0.4,2.9,1.01,1.0,0.1,0.08
Miami Dolphins,MIA,22.5,363.0,0.25,2.7,1.3,0.7,0.03,0.08
Minnesota Vikings,MIN,20.3,380.0,0.30000000000000004,2.8,1.1,0.62,0.1,0.07
New England Patriots,NE,21.8,403.0,0.3,3.2,1.5,0.71,0.1,0.1
New Orleans Saints,NO,19.8,347.1,0.34,2.9,1.4,0.9,0.04,0.08
New York Giants,NYG,22.89,391.0,0.30000000000000004,2.0,1.1,0.92,0.04,0.1
New York Jets,NYJ,28.3,425.0,0.2,2.44,1.02,0.7,0.04,0.07
Oakland Raiders,OAK,32.9,410.35253594452627,0.2221437936093361,2.0,0.86,0.8855526561543267,0.1,0.07
Philadelphia Eagles,PHI,22.12,418.0,0.22,2.8,1.0,0.8,0.1,0.1
Pittsburgh Steelers,PIT,18.85,350.0,0.21,5.0,1.0,1.3,0.1,0.1
San Francisco 49ers,SF,29.1,394.0,0.2,2.3,0.85,0.7,0.03,0.08
Seattle Seahawks,SEA,22.8,373.0,0.3,2.8,1.1,1.2,0.1,0.1
Tampa Bay Buccaneers,TB,29.8,444.0,0.25,1.9,0.89,1.3,0.04,0.1
Tennessee Titans,TEN,22.9,372.0,0.30000000000000004,2.8,1.3,0.8,0.1,0.1
Washington Redskins,WAS,23.4,400.0,0.24,3.6,1.2,0.67,0.04,0.06
