Player,OPP,STATUS ET,C/A,YDS,TD,INT,RUSH,YDS,TD,REC,YDS,TD,PTS,POS
"Tom Brady, NE QB",@Buf,W 23-3,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Mike Vick, Pit QB",@Cin,W 23-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Drew Brees, NO QB",Car,W 31-21,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Josh McCown, NYJ QB",KC,W 38-31,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Shaun Hill, Min QB",@Atl,W 14-9,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Carson Palmer, Ari QB",LAR,L 16-32,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Tony Romo, Dal QB",Wsh,W 38-14,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Eli Manning, NYG QB",@Oak,L 17-24,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Philip Rivers, LAC QB",Cle,W 19-10,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Ben Roethlisberger, Pit QB",@Cin,W 23-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matt Schaub, Atl QB",Min,L 9-14,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Luke McCown, Dal QB",Wsh,W 38-14,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Alex Smith, Wsh QB",@Dal,L 14-38,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Aaron Rodgers, GB QB",TB,W 26-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Dan Orlovsky, LAR QB",@Ari,W 32-16,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Derek Anderson, Car QB",@NO,L 21-31,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matt Cassel, Det QB",@Bal,L 20-44,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Ryan Fitzpatrick, TB QB",@GB,L 20-26,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Jay Cutler, Mia QB",Den,W 35-9,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Kellen Clemens, LAC QB",Cle,W 19-10,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Tarvaris Jackson, Sea QB",Phi,W 24-10,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Charlie Whitehurst, Cle QB",@LAC,L 10-19,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Bruce Gradkowski, Pit QB",@Cin,W 23-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Drew Stanton, Cle QB",@LAC,L 10-19,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matt Moore, Mia QB",Den,W 35-9,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matt Ryan, Atl QB",Min,L 9-14,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Joe Flacco, Bal QB",Det,W 44-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Chad Henne, KC QB",@NYJ,L 31-38,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Josh Johnson, Oak QB",NYG,W 24-17,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matt Flynn, NO QB",Car,W 31-21,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Chase Daniel, Chi QB",SF,L 14-15,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Josh Freeman, Ind QB",@Jax,L 10-30,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Brian Hoyer, NE QB",@Buf,W 23-3,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Mark Sanchez, Chi QB",SF,L 14-15,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matthew Stafford, Det QB",@Bal,L 20-44,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Sam Bradford, Ari QB",LAR,L 16-32,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Jimmy Clausen, Bal QB",Det,W 44-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Colt McCoy, Wsh QB",@Dal,L 14-38,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Dan LeFevour, TB QB",@GB,L 20-26,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Joe Webb, Hou QB",@Ten,L 13-24,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Thaddeus Lewis, Bal QB",Det,W 44-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Christian Ponder, SF QB",@Chi,W 15-14,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Blaine Gabbert, Ten QB",Hou,W 24-13,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Cam Newton, Car QB",@NO,L 21-31,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Colin Kaepernick, SF QB",@Chi,W 15-14,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Andy Dalton, Cin QB",Pit,L 20-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Ryan Mallett, Bal QB",Det,W 44-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"T.J. Yates, Hou QB",@Ten,L 13-24,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Tyrod Taylor, Cle QB",@LAC,L 10-19,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Jerrod Johnson, Dal QB",Wsh,W 38-14,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Scott Tolzien, Ind QB",@Jax,L 10-30,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Andrew Luck, Ind QB",@Jax,L 10-30,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Robert Griffin III, Bal QB",Det,W 44-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Ryan Tannehill, Mia QB",Den,W 35-9,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Nick Foles, Phi QB",@Sea,L 10-24,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Brandon Weeden, Hou QB",@Ten,L 13-24,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Brock Osweiler, Mia QB",Den,W 35-9,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Kirk Cousins, Min QB",@Atl,W 14-9,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Russell Wilson, Sea QB",Phi,W 24-10,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Kellen Moore, Dal QB",Wsh,W 38-14,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Ryan Lindley, Ind QB",@Jax,L 10-30,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Case Keenum, Den QB",@Mia,L 9-35,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Austin Davis, Sea QB",Phi,W 24-10,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matt Simms, Atl QB",Min,L 9-14,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Alex Tanney, Ten QB",Hou,W 24-13,--/--,--,--,--,--,--,--,--,--,--,--,QB
"EJ Manuel, Oak QB",NYG,W 24-17,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Mike Glennon, Ari QB",LAR,L 16-32,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Geno Smith, LAC QB",Cle,W 19-10,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Ryan Nassib, Jax QB",Ind,W 30-10,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Sean Renfree, Atl QB",Min,L 9-14,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Landry Jones, Pit QB",@Cin,W 23-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Zac Dysert, Ari QB",LAR,L 16-32,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matt Barkley, Cin QB",Pit,L 20-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Ryan Griffin, TB QB",@GB,L 20-26,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Tyler Bray, Chi QB",SF,L 14-15,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matt McGloin, KC QB",@NYJ,L 31-38,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Blake Bortles, Jax QB",Ind,W 30-10,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Teddy Bridgewater, NYJ QB",KC,W 38-31,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Johnny Manziel, Cle QB",@LAC,L 10-19,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Derek Carr, Oak QB",NYG,W 24-17,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Jimmy Garoppolo, SF QB",@Chi,W 15-14,--/--,--,--,--,--,--,--,--,--,--,--,QB
"AJ McCarron, Buf QB",NE,L 3-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Tajh Boyd, Pit QB",@Cin,W 23-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Zach Mettenberger, Pit QB",@Cin,W 23-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"David Fales, Mia QB",Den,W 35-9,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Keith Wenning, Buf QB",NE,L 3-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Tom Savage, Hou QB",@Ten,L 13-24,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Aaron Murray, KC QB",@NYJ,L 31-38,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Matt Blanchard, Chi QB",SF,L 14-15,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Dustin Vaughan, Bal QB",Det,W 44-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Connor Shaw, Chi QB",SF,L 14-15,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Jameis Winston, TB QB",@GB,L 20-26,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Bryce Petty, NYJ QB",KC,W 38-31,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Trevor Siemian, Min QB",@Atl,W 14-9,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Dylan Thompson, LAR QB",@Ari,W 32-16,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Sean Mannion, LAR QB",@Ari,W 32-16,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Garrett Grayson, Atl QB",Min,L 9-14,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Marcus Mariota, Ten QB",Hou,W 24-13,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Brett Hundley, GB QB",TB,W 26-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Jared Goff, LAR QB",@Ari,W 32-16,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Carson Wentz, Phi QB",@Sea,L 10-24,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Paxton Lynch, Den QB",@Mia,L 9-35,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Christian Hackenberg, NYJ QB",KC,W 38-31,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Jacoby Brissett, Ind QB",@Jax,L 10-30,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Cody Kessler, Jax QB",Ind,W 30-10,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Connor Cook, Oak QB",NYG,W 24-17,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Dak Prescott, Dal QB",Wsh,W 38-14,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Cardale Jones, LAC QB",Cle,W 19-10,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Kevin Hogan, Wsh QB",@Dal,L 14-38,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Nate Sudfeld, Phi QB",@Sea,L 10-24,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Jake Rudock, Det QB",@Bal,L 20-44,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Brandon Allen, LAR QB",@Ari,W 32-16,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Jeff Driskel, Cin QB",Pit,L 20-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Brandon Doughty, Ari QB",LAR,L 16-32,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Trevone Boykin, Sea QB",Phi,W 24-10,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Taylor Heinicke, Hou QB",@Ten,L 13-24,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Stephen Morris, Wsh QB",@Dal,L 14-38,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Joe Callahan, GB QB",TB,W 26-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Mitchell Trubisky, Chi QB",SF,L 14-15,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Brad Kaaya, Ind QB",@Jax,L 10-30,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Chad Kelly, Den QB",@Mia,L 9-35,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Patrick Mahomes, KC QB",@NYJ,L 31-38,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Joshua Dobbs, Pit QB",@Cin,W 23-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Deshaun Watson, Hou QB",@Ten,L 13-24,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Nathan Peterman, Buf QB",NE,L 3-23,--/--,--,--,--,--,--,--,--,--,--,--,QB
"C.J. Beathard, SF QB",@Chi,W 15-14,--/--,--,--,--,--,--,--,--,--,--,--,QB
"DeShone Kizer, GB QB",TB,W 26-20,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Davis Webb, NYG QB",@Oak,L 17-24,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Cooper Rush, Dal QB",Wsh,W 38-14,--/--,--,--,--,--,--,--,--,--,--,--,QB
"Taysom Hill, NO QB",Car,W 31-21,--/--,--,--,--,--,--,--,--,--,--,--,QB
