Player,Team,GP,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD,Fum Lost,2PT,Tack,Ast,Sack,Int,Frc Fum,Fum Rec,Pass Def,POS,TD
Kenyan Drake,MIA,1.0,45.23,0.31,2.87,25.54,0.13,0.14,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Chase Edmonds,ARI,1.0,16.31,0.11,1.49,10.93,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Austin Ekeler,LAC,1.0,25.44,0.2,2.2,22.09,0.11,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Ezekiel Elliott,DAL,1.0,77.79,0.48,3.45,31.26,0.16,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
David Fluellen,TEN,1.0,3.94,0.03,0.46,4.39,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Leonard Fournette,JAX,1.0,52.97,0.37,1.86,16.31,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Wayne Gallman,NYG,1.0,9.78,0.05,0.72,6.04,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Melvin Gordon,LAC,1.0,83.15,0.62,3.88,38.52,0.21,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Frank Gore,MIA,1.0,61.45,0.29,1.12,9.93,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Todd Gurley,LAR,1.0,93.22,0.74,4.08,44.53,0.25,0.06,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Derrick Henry,TEN,1.0,39.91,0.24,1.49,12.68,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Dontrell Hilliard,CLE,1.0,4.64,0.04,0.6,5.16,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Nyheim Hines,IND,1.0,34.7,0.24,2.14,19.4,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jordan Howard,CHI,1.0,65.69,0.49,1.14,8.55,0.06,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Kareem Hunt,FA,1.0,89.44,0.67,3.21,38.15,0.32,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Carlos Hyde,JAX,1.0,25.31,0.15,0.85,5.08,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Mark Ingram,NO,1.0,40.27,0.34,2.16,16.06,0.08,0.07,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Justin Jackson,LAC,1.0,3.76,0.03,0.47,2.88,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
David Johnson,ARI,1.0,66.48,0.56,4.13,38.77,0.17,0.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Duke Johnson,CLE,1.0,15.55,0.13,3.94,32.47,0.22,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Kerryon Johnson,DET,1.0,56.3,0.27,3.36,28.04,0.09,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Aaron Jones,GB,1.0,70.12,0.55,2.18,16.56,0.01,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Kyle Juszczyk,SF,1.0,0.0,0.03,2.44,25.96,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Alvin Kamara,NO,1.0,60.5,0.6,5.43,47.21,0.29,0.05,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.29
Dion Lewis,TEN,1.0,50.92,0.31,3.7,31.13,0.17,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Zach Line,NO,1.0,0.26,0.0,0.78,3.69,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
T.J. Logan,ARI,1.0,2.49,0.02,0.27,0.71,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Marlon Mack,IND,1.0,79.57,0.6,2.39,20.41,0.12,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Tre Madden,SEA,1.0,0.05,0.0,0.21,0.84,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Doug Martin,OAK,1.0,57.39,0.32,1.52,13.39,0.05,0.16,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Christian McCaffrey,CAR,1.0,61.29,0.4,5.07,43.74,0.25,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
LeSean McCoy,BUF,1.0,50.85,0.27,2.74,24.17,0.11,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Elijah McGuire,NYJ,1.0,24.26,0.13,2.3,23.31,0.1,0.01,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Sony Michel,NE,1.0,67.34,0.52,1.37,8.83,0.05,0.14,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.23
Joe Mixon,CIN,1.0,72.47,0.5,2.97,23.17,0.13,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Alfred Morris,SF,1.0,34.13,0.22,0.71,7.38,0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Marcus Murphy,BUF,1.0,13.41,0.07,1.01,8.32,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.01
Roosevelt Nix,PIT,1.0,0.0,0.01,0.21,1.29,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jamize Olawale,DAL,1.0,0.3,0.0,0.18,0.79,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Elijhaa Penny,NYG,1.0,1.1,0.02,0.18,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Rashaad Penny,SEA,1.0,21.38,0.12,0.98,7.94,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Samaje Perine,WAS,1.0,9.83,0.06,0.75,5.75,0.04,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Senorise Perry,MIA,1.0,3.82,0.03,0.46,5.35,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Adrian Peterson,WAS,1.0,77.93,0.53,1.95,16.86,0.11,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jalen Richard,OAK,1.0,11.6,0.07,4.04,32.02,0.2,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Theo Riddick,DET,1.0,11.9,0.05,3.7,24.76,0.13,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Stevan Ridley,PIT,1.0,7.83,0.05,0.52,2.75,0.02,0.01,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.02
Jacquizz Rodgers,TB,1.0,8.56,0.05,1.18,10.36,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jaylen Samuels,PIT,1.0,7.66,0.05,0.29,3.53,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Anthony Sherman,KC,1.0,3.87,0.03,0.72,3.99,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Wendell Smallwood,PHI,1.0,47.59,0.29,2.43,19.59,0.12,0.06,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.23
Ito Smith,ATL,1.0,43.03,0.48,1.68,12.57,0.06,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Keith Smith,OAK,1.0,1.41,0.01,0.58,2.84,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Rod Smith,DAL,1.0,4.21,0.04,0.5,2.71,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Mark Walton,CIN,1.0,9.36,0.06,0.94,7.32,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Spencer Ware,KC,1.0,13.53,0.11,2.25,19.73,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
DeAndre Washington,OAK,1.0,8.49,0.05,0.82,7.05,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.01
Dwayne Washington,NO,1.0,0.0,0.0,0.36,1.78,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Derek Watt,LAC,1.0,0.0,0.0,0.16,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
James White,NE,1.0,31.07,0.22,5.84,52.18,0.19,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jordan Wilkins,IND,1.0,14.59,0.09,0.43,3.43,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Damien Williams,KC,1.0,4.98,0.02,0.46,4.19,0.02,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Jamaal Williams,GB,1.0,34.5,0.22,1.48,15.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
Brandon Wilson,CIN,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.08,0.01,0.01,0.01,0.01,0.04,RB,0.0
Shaun Wilson,TB,1.0,9.66,0.07,0.47,3.98,0.03,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
T.J. Yeldon,JAX,1.0,29.9,0.17,3.38,30.99,0.14,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,RB,0.0
