Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Kapri Bibbs,RB,GB,18.2,0.2,2.8,24.5,0.1
Wendell Smallwood,RB,PHI,30.8,0.2,1.6,13.0,0.1
Derrick Henry,RB,TEN,36.9,0.2,1.2,8.8,0.0
Nyheim Hines,RB,IND,24.9,0.1,3.1,22.3,0.1
Josh Adams,RB,PHI,31.0,0.4,0.6,4.3,0.0
Jamaal Williams,RB,GB,30.2,0.1,1.4,12.4,0.0
Corey Clement,RB,PHI,24.8,0.2,1.6,13.4,0.1
Giovani Bernard,RB,CIN,19.5,0.1,2.7,22.5,0.0
Alfred Morris,RB,SF,34.9,0.2,0.7,5.8,0.0
Theo Riddick,RB,DET,8.1,0.0,4.7,32.3,0.1
Rashaad Penny,RB,SEA,22.8,0.1,1.6,12.7,0.1
Spencer Ware,RB,KC,14.2,0.1,1.1,10.0,0.1
LeGarrette Blount,RB,DET,20.4,0.1,0.5,3.5,0.0
Kyle Juszczyk,RB,SF,2.0,0.0,2.0,19.6,0.1
Jacquizz Rodgers,RB,TB,11.9,0.1,1.3,10.0,0.0
Carlos Hyde,RB,JAX,13.4,0.1,0.9,5.5,0.0
Wayne Gallman,RB,NYG,10.4,0.1,1.1,8.2,0.0
Chase Edmonds,RB,ARI,9.7,0.0,1.2,8.3,0.0
C.J. Anderson,RB,LAR,13.3,0.1,0.4,3.1,0.0
DeAndre Washington,RB,OAK,10.0,0.1,0.6,3.8,0.0
Trenton Cannon,RB,NYJ,4.7,0.0,1.0,8.9,0.0
Samaje Perine,RB,WAS,4.4,0.1,0.6,4.8,0.0
Rod Smith,RB,DAL,7.5,0.0,0.3,1.7,0.0
Anthony Sherman,RB,KC,0.5,0.0,0.6,6.1,0.1
Jordan Wilkins,RB,IND,6.9,0.0,0.2,1.5,0.0
James Develin,RB,NE,0.0,0.0,0.8,5.4,0.0
Kalen Ballage,RB,MIA,2.7,0.0,0.4,3.0,0.0
Stevan Ridley,RB,PIT,4.1,0.0,0.4,2.1,0.0
Jaylen Samuels,RB,PIT,3.1,0.0,0.0,0.4,0.0
Mark Walton,RB,CIN,2.1,0.0,0.2,1.4,0.0
Patrick DiMarco,RB,BUF,0.8,0.0,0.4,3.2,0.0
Justin Jackson,RB,LAC,2.5,0.0,0.1,0.9,0.0
Keith Smith,RB,OAK,0.7,0.0,0.4,3.0,0.0
Alex Armah,RB,CAR,1.8,0.0,0.0,0.2,0.0
Benny Cunningham,RB,CHI,1.6,0.0,0.1,1.2,0.0
Tre Madden,RB,SEA,1.3,0.0,0.2,1.7,0.0
Brandon Bolden,RB,MIA,1.2,0.0,0.2,1.3,0.0
Roosevelt Nix,RB,PIT,0.2,0.0,0.3,2.3,0.0
Damien Williams,RB,KC,1.6,0.0,0.2,1.3,0.0
Zach Line,RB,NO,0.1,0.0,0.3,2.4,0.0
T.J. Logan,RB,ARI,0.9,0.0,0.1,1.2,0.0
Justin Davis,RB,LAR,0.9,0.0,0.1,0.9,0.0
Derrick Coleman,RB,ARI,0.7,0.0,0.2,1.5,0.0
Derek Watt,RB,LAC,0.9,0.0,0.1,0.5,0.0
Senorise Perry,RB,MIA,0.8,0.0,0.1,0.9,0.0
Elijhaa Penny,RB,NYG,1.3,0.0,0.1,0.3,0.0
Dwayne Washington,RB,NO,1.4,0.0,0.1,0.3,0.0
David Fluellen,RB,TEN,1.0,0.0,0.1,0.2,0.0
Tommy Bohanon,RB,JAX,0.1,0.0,0.2,1.2,0.0
Jamize Olawale,RB,DAL,0.2,0.0,0.1,1.0,0.0
Dontrell Hilliard,RB,CLE,0.2,0.0,0.1,0.5,0.0
Brandon Wilson,RB,CIN,0.0,0.0,0.0,0.0,0.0
