Player,POS,Team,Rush Yds,Rush TD,Receptions,Rec Yds,Rec TD
Todd Gurley,RB,LAR,91.9,1.0,4.5,41.1,0.2
Melvin Gordon,RB,LAC,82.9,0.8,4.5,41.7,0.3
James Conner,RB,PIT,88.0,0.9,4.5,35.5,0.1
Alvin Kamara,RB,NO,61.7,0.8,6.0,53.4,0.3
Saquon Barkley,RB,NYG,70.7,0.6,6.6,53.7,0.2
Ezekiel Elliott,RB,DAL,81.3,0.5,3.9,32.4,0.1
Christian McCaffrey,RB,CAR,55.7,0.5,5.8,48.1,0.2
Joe Mixon,RB,CIN,67.0,0.7,3.7,30.2,0.1
David Johnson,RB,ARI,67.5,0.6,3.9,35.4,0.1
Nick Chubb,RB,CLE,78.0,0.8,1.4,9.3,0.0
Tevin Coleman,RB,ATL,56.1,0.5,3.0,28.7,0.2
Marlon Mack,RB,IND,68.3,0.6,2.0,16.8,0.1
Leonard Fournette,RB,JAX,66.2,0.5,2.9,22.7,0.1
Adrian Peterson,RB,WAS,67.6,0.6,1.9,18.8,0.1
Dion Lewis,RB,TEN,49.9,0.4,4.5,33.9,0.1
Jordan Howard,RB,CHI,61.9,0.6,1.2,10.1,0.0
Mike Davis,RB,SEA,65.9,0.3,2.9,22.0,0.1
Sony Michel,RB,NE,62.9,0.6,1.2,8.2,0.0
James White,RB,NE,24.7,0.2,6.0,51.2,0.3
Mark Ingram,RB,NO,51.7,0.5,2.1,16.6,0.1
LeSean McCoy,RB,BUF,53.3,0.4,3.3,25.5,0.0
Tarik Cohen,RB,CHI,32.0,0.1,4.1,40.0,0.2
Doug Martin,RB,OAK,51.8,0.4,1.5,11.5,0.0
Austin Ekeler,RB,LAC,30.6,0.4,2.3,23.3,0.2
Duke Johnson,RB,CLE,15.2,0.1,4.9,42.6,0.3
Kenyan Drake,RB,MIA,35.7,0.2,3.8,29.2,0.1
Jalen Richard,RB,OAK,17.0,0.1,5.0,40.6,0.3
Peyton Barber,RB,TB,48.7,0.3,1.3,10.5,0.0
Elijah McGuire,RB,NYJ,33.8,0.1,2.3,21.7,0.1
T.J. Yeldon,RB,JAX,14.6,0.1,2.9,25.3,0.3
